PIT_ID,HIT_VEL,HIT_ANG_VER,HIT_RESULT
200926_170250,129.74,36.0,14
210707_200420,124.7,34.2,13
210701_221613,150.09,13.1,12
200508_190526,120.97,27.1,14
210710_215040,138.97,-10.2,5
200923_192534,152.77,-3.9,5
200507_202305,136.85,2.7,1
180729_185458,151.25,-6.8,5
200827_184429,161.17,3.7,1
201004_163544,137.34,55.8,14
190430_230013,144.94,5.3,12
200904_202004,144.15,12.1,1
201006_184916,158.53,-12.3,5
200709_194658,129.75,-18.2,5
200715_210737,150.07,-0.7,1
200626_185526,144.36,-8.9,1
210613_180412,156.81,28.5,15
210517_212519,89.97,37.0,14
200901_200621,107.94,14.9,12
190424_203852,123.34,32.8,14
201003_144926,131.93,39.9,14
200517_152834,112.9,55.6,14
180904_185432,116.83,33.2,14
180911_195929,158.44,0.7,1
190606_181547,134.24,-12.9,5
200818_194436,153.77,12.0,1
210428_183307,140.67,1.7,1
190813_210834,137.64,-1.0,1
180905_192548,139.37,30.2,14
180804_181950,124.5,60.9,14
180922_182407,46.02,2.1,7
190406_175542,135.86,24.6,17
180919_204806,147.45,28.3,17
190815_180348,106.7,59.2,14
190511_192532,143.02,63.3,14
180708_204918,152.88,12.1,12
201017_204916,143.49,7.3,12
210601_193605,124.2,47.4,14
180511_201939,138.68,43.4,14
190630_175427,146.19,29.9,14
190810_182605,124.85,-8.1,5
200827_203744,152.35,14.7,14
180624_193911,96.98,-13.7,5
181011_194616,153.58,2.3,5
200616_191934,128.84,25.7,14
210423_183449,129.41,57.3,14
190607_201122,159.66,8.0,1
210417_150231,127.43,44.9,14
210613_192711,162.23,1.6,5
200626_185559,131.35,73.0,14
201029_184504,117.95,9.3,1
180706_191933,150.62,-3.4,5
200710_215136,147.64,-2.1,5
181012_192331,147.01,29.3,14
180513_145827,147.06,6.9,1
200822_191539,99.12,56.7,14
180809_183400,158.41,-4.6,1
201016_195000,138.06,1.2,1
180911_193506,165.61,15.1,12
200616_185546,118.43,71.6,13
210515_174430,133.23,1.5,5
210526_202515,161.35,5.9,12
210505_151950,152.83,-12.0,5
200828_190521,157.61,22.7,15
180417_192035,108.57,70.2,13
200613_182957,128.31,27.7,14
180808_183247,121.87,-3.4,5
200825_190253,146.8,17.1,14
210612_183610,131.28,21.8,2
180610_172032,98.78,27.1,1
190531_191732,104.23,-8.7,5
210515_141358,127.12,-4.7,5
200827_204640,135.11,-5.2,5
190417_185358,115.62,25.5,2
190814_202451,134.86,5.7,12
210626_174404,154.22,-9.2,8
190407_142814,136.15,46.5,14
190430_194306,140.09,43.5,14
180918_200750,119.77,7.9,1
210618_215025,151.1,-4.2,5
200530_173419,148.4,6.7,12
190824_210350,158.55,-5.9,1
210417_202840,154.31,0.4,4
190730_185339,97.44,46.2,14
180503_190655,145.29,-5.0,1
210612_184957,157.68,12.8,2
210709_185719,147.26,-17.8,5
190804_194034,154.95,12.6,12
200826_195245,152.36,-7.5,4
200604_210255,151.03,51.1,14
190730_201745,149.64,-7.3,5
180720_194417,143.73,30.3,14
180807_203010,143.48,9.3,1
210428_192824,121.93,49.1,14
210630_225227,154.35,8.5,1
210514_200853,136.37,47.3,17
180506_171048,143.83,12.9,1
200702_210737,148.73,22.8,15
201002_172518,94.2,34.8,1
190414_161648,102.75,-9.2,5
200606_151814,128.27,-8.7,5
190809_184814,141.44,-3.8,1
190716_185834,139.0,-3.3,8
180509_192129,141.63,9.7,1
190413_182339,116.11,71.1,14
180906_211100,146.04,73.7,14
190915_145940,129.35,5.8,5
210424_200249,126.98,-4.3,5
180515_205300,144.7,7.7,1
180526_173629,127.86,37.5,14
200919_181841,99.28,71.0,11
190508_192814,147.24,-10.9,5
180807_214322,116.9,11.9,1
200901_212645,115.25,9.1,1
210407_214505,150.08,38.9,14
190405_204948,112.84,34.6,14
190806_183955,119.4,31.5,14
190711_212617,162.04,-8.8,1
210515_181241,153.11,-4.8,5
180520_170956,88.14,-16.2,5
180418_201702,129.93,28.1,14
190621_204109,111.51,59.0,14
210626_200314,155.53,-8.6,5
190508_202404,133.77,61.1,14
200530_202437,156.26,8.8,1
210605_191513,115.26,61.2,13
190405_184911,167.15,-8.8,8
200627_173526,118.24,7.4,1
180606_172155,119.43,61.0,14
190402_212149,148.86,-13.5,4
210423_191859,126.72,-19.0,5
180812_180011,129.34,48.8,14
180518_211636,145.96,25.7,14
200830_144730,147.07,5.1,1
180530_201320,156.24,11.8,2
190827_194552,136.83,1.2,1
201016_192112,111.98,-6.6,5
180718_193358,133.8,15.0,1
200508_203711,106.69,42.9,14
200909_195441,155.86,31.2,14
190803_204937,160.82,-5.6,5
200510_172506,178.61,29.6,15
200721_202641,139.79,60.2,14
200802_172439,119.12,19.9,1
180607_194556,133.04,30.0,14
210604_202803,127.16,-8.1,5
201031_185922,140.62,-18.1,1
180921_185631,146.61,15.8,1
180518_202853,147.08,30.9,14
180727_212124,160.12,-9.1,5
200913_164047,132.51,38.0,14
190620_200714,156.58,30.1,15
180905_211928,147.38,5.0,12
180710_194856,135.58,-3.9,1
180622_202941,126.01,56.7,14
180522_172001,134.14,54.0,14
200519_211513,129.6,43.9,14
181011_200925,145.08,63.4,14
181004_211857,151.8,-15.3,5
201003_143351,153.11,-13.7,8
201001_161233,139.49,36.9,14
210415_200423,120.11,-5.2,5
180721_193429,126.46,32.1,13
200714_200515,145.92,30.2,14
180429_155041,158.18,10.1,1
180904_193755,65.72,-55.6,5
200801_191034,146.65,10.8,1
190726_192126,131.99,16.9,1
180329_211426,137.28,6.1,12
180811_200059,94.83,75.7,13
190806_192138,138.5,51.8,14
180617_195440,137.56,14.8,1
210416_214555,142.16,2.8,5
201013_191355,152.31,1.8,1
190502_204132,142.93,52.5,17
190717_191636,153.59,46.9,14
180725_194131,155.14,13.9,1
201025_152027,150.28,-3.4,5
210505_144643,144.94,22.0,2
190824_184134,150.9,16.5,14
190919_185244,130.56,8.8,1
201020_205939,136.65,25.8,17
210408_205416,150.73,34.1,15
200614_193432,115.02,-4.2,5
190714_194851,157.2,5.0,1
201029_191522,106.54,-30.1,5
190425_183232,126.11,20.3,1
190420_172425,130.17,0.3,5
200507_205522,144.36,-12.7,1
201016_193818,134.47,46.8,14
190502_210708,156.96,15.9,3
190811_193848,142.89,45.4,14
180916_164052,155.45,15.5,14
180419_185455,140.55,19.8,14
190928_181133,101.22,29.2,1
210505_161418,140.24,-17.9,8
210618_211329,134.03,-6.9,5
180805_191610,138.05,23.4,14
190504_143243,151.54,13.9,12
180623_175959,102.65,72.2,14
190803_194236,162.75,10.2,1
180928_213622,111.39,-3.1,8
210424_175114,150.28,-3.1,1
180408_141246,141.97,22.8,14
190621_195019,123.49,10.0,1
201028_185447,145.83,4.0,12
190502_211449,115.41,2.0,5
200526_191541,136.09,29.0,14
210511_210312,151.3,26.7,15
190411_210247,134.52,-8.7,1
180508_184915,101.15,55.3,11
180424_194001,112.9,62.9,14
190813_202444,136.01,43.6,14
180609_192123,143.72,26.2,2
200715_205303,136.65,-13.0,1
180704_192237,130.42,-3.0,5
180426_205041,81.53,-20.9,5
200814_213119,143.1,39.6,14
190430_195949,153.15,-7.9,8
201024_195931,156.28,8.2,1
180706_194607,80.16,-27.9,4
180602_195936,151.51,19.7,2
210626_201836,155.47,-3.7,1
190809_215156,145.39,14.8,14
201006_193921,114.68,21.7,1
190731_183057,156.63,-8.0,1
190524_195806,168.59,19.6,15
190921_190639,120.14,46.9,14
190413_170251,107.68,4.2,1
190703_193013,156.87,31.7,2
200929_212128,150.55,29.3,14
190827_193321,100.61,28.0,2
210420_220821,153.41,30.1,14
201004_160754,147.33,9.4,1
200829_211204,132.59,79.6,13
200526_185030,150.24,33.4,14
190611_204156,159.8,2.3,2
190705_184723,116.43,-7.7,5
201016_205905,151.01,16.9,14
200925_191347,132.19,48.8,14
210604_183510,138.01,31.1,14
180627_203726,114.95,-11.3,5
190627_193824,139.71,46.4,14
190416_220130,126.52,7.7,1
200605_193459,147.85,13.6,12
210519_144300,141.27,-19.4,5
180417_195420,70.22,1.4,5
200825_212850,129.72,43.2,14
180815_212727,84.55,-29.0,4
180704_214237,93.05,60.8,14
190406_171334,97.37,-1.3,8
210616_202207,129.8,1.8,1
200804_195245,139.77,76.1,14
190629_171118,138.59,48.8,14
190630_170659,125.84,20.3,1
200812_191330,131.46,6.0,1
190901_143404,125.82,56.5,14
210516_155613,146.07,17.7,14
200818_195151,142.11,18.3,14
200731_190208,151.11,37.7,17
200714_184912,112.45,25.3,1
200801_180553,126.85,28.8,14
200505_145213,154.9,21.5,2
180814_210258,156.54,10.8,1
210606_170711,143.15,-9.8,1
180629_183106,88.38,-24.3,5
200626_185840,121.41,10.0,12
200818_195542,128.59,52.6,14
210629_194800,115.4,-8.6,5
200920_151156,157.91,40.5,14
190809_184718,133.5,7.8,12
210710_181755,142.36,2.4,1
190623_182904,137.65,-2.9,1
200718_193630,117.33,36.2,14
210423_194023,149.84,15.6,14
190807_202326,144.89,28.0,14
190430_224214,153.42,27.0,14
200726_192500,140.61,-3.5,1
180722_211727,139.49,-3.6,1
190621_203445,162.03,28.5,15
190823_202618,110.14,64.5,14
180522_150035,69.23,-12.5,10
200513_183528,169.62,27.3,15
180502_220149,147.49,-7.9,5
210416_215316,103.75,37.8,1
180516_205304,129.42,-12.6,5
210622_191548,85.22,18.9,5
200715_202703,115.32,-6.6,5
200513_221036,154.68,23.8,15
180415_172403,75.97,36.3,14
180802_202928,93.81,44.0,14
180624_183619,132.92,45.8,14
180805_202722,124.16,62.2,14
190601_174221,138.43,16.6,14
210416_213350,144.91,16.6,14
190418_190610,138.95,15.6,14
180619_184305,130.91,-3.5,5
180704_203542,125.13,46.6,14
190521_203708,159.13,25.9,15
210526_183728,142.05,68.1,13
210624_191454,88.12,11.5,5
210502_142002,109.74,43.0,14
210509_193836,147.59,36.1,14
180628_204225,143.52,24.2,14
180605_213348,128.72,54.3,14
190605_200843,131.6,36.6,14
190324_142033,125.02,-20.8,5
180623_195539,113.61,-3.7,5
190903_220336,133.12,1.2,4
180610_175641,161.86,-4.6,1
200523_202020,135.27,53.2,14
190602_183840,158.2,9.0,1
180707_185505,170.82,1.4,5
190811_173259,161.84,2.7,1
201028_190244,136.04,-2.3,5
200718_184541,150.4,35.9,14
190622_200007,127.02,3.9,5
210415_202050,120.25,-17.4,5
200927_164209,136.95,65.8,14
180703_192047,162.75,-16.5,5
180816_212312,112.49,-6.3,5
200725_193035,113.71,17.6,1
200609_202244,152.32,-9.2,1
200809_171132,157.42,-1.1,5
190430_215329,142.0,6.1,1
200616_185426,105.63,-9.3,5
210424_140516,85.13,-19.4,5
190808_193421,134.07,24.0,14
200821_193233,132.79,-3.5,8
200913_141643,97.37,45.2,14
200609_195307,164.92,-5.7,1
180627_202417,147.34,44.9,14
200913_153850,134.41,45.6,14
201007_195735,162.85,17.0,2
190727_194713,152.71,-18.9,8
180930_140515,131.52,17.6,1
180628_195916,143.54,2.9,1
190712_185921,150.61,38.8,14
200822_191247,125.09,-13.3,5
190623_195823,136.03,21.2,14
180923_150745,119.88,46.5,14
190327_190638,114.72,10.2,5
190815_184821,131.94,-4.0,5
200903_192603,148.81,-3.1,1
180609_171137,155.39,-6.4,5
210415_223132,120.32,-4.5,5
200728_200202,104.36,46.8,1
201018_160250,156.51,17.7,1
180929_170144,83.74,18.3,5
190609_193403,123.97,43.1,14
210424_141348,119.15,59.0,14
200625_180750,133.77,35.0,14
200813_195458,149.93,30.8,2
190630_193851,124.49,37.1,14
200929_203329,144.99,11.4,1
200602_203751,143.88,7.9,2
180401_161205,73.0,-33.1,5
180918_201554,140.67,65.6,14
180603_184359,131.87,44.1,14
200728_222547,131.13,36.5,14
180629_184043,108.38,66.2,14
200731_194806,140.04,37.0,14
210702_192311,118.12,80.2,13
210518_190424,151.81,4.8,1
210414_214426,146.05,40.5,17
190815_191512,149.88,34.1,15
201009_192232,149.47,13.7,1
201001_155236,130.77,22.2,14
190410_213524,161.84,12.2,12
200814_195320,127.84,36.5,14
210705_201907,127.54,20.3,14
210619_180212,140.76,2.1,5
180711_203548,85.32,11.0,1
200814_194435,85.59,69.8,13
210526_184932,121.17,63.3,14
181006_213127,137.45,30.8,15
200614_173522,127.73,-8.4,5
210522_193158,156.74,-1.3,1
200910_183849,116.92,73.6,13
190711_185450,125.55,38.6,14
190823_184305,127.87,7.2,1
200924_200157,137.6,3.0,1
201015_195331,145.12,2.5,5
210502_144452,132.91,72.6,13
190827_191242,150.93,21.4,2
210527_192257,152.13,-10.1,5
210530_141205,119.39,38.6,14
200707_190257,133.27,27.4,14
200807_193005,91.44,10.4,5
190423_184548,159.76,22.4,3
190604_195247,156.76,1.3,1
190330_184834,138.97,-10.8,5
180426_183319,148.46,6.9,1
190709_191809,158.16,-12.5,5
201022_202928,98.98,32.4,1
190630_181300,167.67,18.5,15
190927_193854,81.54,36.4,13
181009_183048,164.56,5.7,12
200813_195922,145.37,-5.6,5
180427_214537,151.7,-1.7,1
190731_212334,142.47,38.3,14
200805_183909,151.21,-4.9,5
180919_200308,152.2,19.3,14
210420_211930,150.72,21.2,2
190727_204344,152.34,-6.7,5
180608_211827,144.65,35.0,15
180731_210119,151.66,8.3,1
210410_183355,128.99,-11.3,5
210702_212238,144.6,-16.1,4
180324_145156,137.26,-21.4,5
190607_194251,159.07,2.2,1
180404_185033,130.88,25.3,14
210515_154625,150.57,-5.1,1
200512_190045,162.48,38.5,15
190608_180851,151.4,19.3,2
200821_212858,166.35,4.7,1
210413_183328,144.94,7.0,1
181010_184723,137.37,30.1,14
200524_155909,126.05,-15.0,5
190405_203906,95.56,48.3,14
200529_204130,117.01,-1.1,5
190609_192411,152.66,2.1,1
200807_195722,131.33,-3.0,5
200605_190018,151.6,-1.8,5
180605_185500,115.5,-30.3,5
200704_190040,139.14,30.4,14
200628_193153,152.05,41.0,14
180812_191545,82.71,79.8,14
200701_202301,136.2,-19.2,5
200829_192331,131.41,51.1,14
210506_194645,126.54,78.0,13
180529_204443,151.11,7.3,1
210605_202130,114.6,57.1,14
180530_184009,136.52,17.1,1
190413_191935,125.36,41.5,13
180612_202823,113.05,-14.0,8
180510_191036,140.57,1.6,5
190816_185603,158.39,14.0,12
200721_212404,134.89,52.9,14
210630_211813,124.32,61.1,14
180517_205018,123.18,5.1,1
210613_171647,111.68,-11.3,5
190730_193037,131.26,5.8,5
200904_185126,143.47,-15.4,5
200710_184623,124.74,40.5,14
190411_191351,145.72,-5.5,5
200719_200720,155.56,15.1,14
200812_220459,152.74,44.7,14
180721_192958,147.25,-2.8,5
210416_204556,155.65,13.7,1
210409_191339,113.0,15.2,1
200830_170553,138.72,15.0,14
210522_190242,133.52,38.5,14
200917_191944,144.53,26.5,14
200512_214324,168.57,-3.0,2
180811_210725,154.56,0.9,1
200602_200135,123.19,-6.8,8
190512_140625,161.13,-7.0,1
200517_140516,146.79,-9.9,5
190418_185018,132.68,-3.9,5
200510_141642,123.78,-5.2,5
201004_153528,102.33,35.0,1
200920_174300,114.72,-0.3,5
200624_201351,135.17,12.0,1
180408_142447,140.59,26.9,14
190630_180822,149.55,15.6,14
200507_203119,154.03,31.2,2
210509_201246,128.46,14.6,1
201030_193556,149.09,-16.3,5
200718_191013,125.38,14.2,1
190402_212041,143.19,26.7,14
210414_190926,138.8,19.1,14
210530_155150,120.65,55.7,14
210515_165741,127.62,-1.7,5
210418_152937,163.64,4.2,1
210509_175757,120.26,-0.5,1
180325_162530,147.48,30.5,15
210520_200124,132.76,52.8,14
201013_220501,111.71,-19.1,5
200909_192658,165.41,11.5,1
180501_203121,83.43,-3.2,5
200919_180333,102.86,39.8,1
200517_171343,152.02,-14.6,8
210421_195511,153.75,-5.9,1
180511_202833,132.81,3.2,5
180619_192556,130.68,31.6,14
180814_202851,155.73,28.8,15
200807_202826,146.69,-13.1,5
180516_215143,113.51,8.2,4
190606_182624,147.94,4.5,1
200507_191529,163.45,16.0,2
180522_143926,92.86,-14.9,8
180930_173010,127.95,20.4,14
200623_214026,157.1,17.3,14
190521_183318,140.17,-4.5,5
180704_195201,137.88,4.2,12
180815_193218,87.04,-19.6,5
210508_175458,136.75,35.2,15
180805_185643,111.91,40.1,14
190628_201401,142.17,10.6,2
200813_184437,148.19,25.5,15
201011_141217,136.4,9.9,1
210421_214445,140.42,55.2,17
190616_171028,103.66,74.5,14
180608_205132,154.9,3.3,1
210629_191839,122.93,19.1,1
180428_184312,165.92,10.2,2
190811_185857,127.62,14.0,1
210630_224349,135.94,-3.3,1
200915_202229,125.88,9.0,2
180610_180946,74.89,-26.0,5
200704_205205,151.76,4.0,1
190627_191217,124.78,44.6,14
190831_203355,122.99,70.2,13
200813_200727,117.95,60.3,14
200717_221624,122.19,39.5,14
180929_194059,152.77,10.5,2
190329_183442,156.3,19.5,1
190914_191822,125.39,-4.0,5
180629_213622,43.02,62.1,13
210604_191743,150.02,-16.2,5
190406_172735,143.5,26.1,14
210620_172513,138.5,70.2,14
200718_183205,120.8,44.3,14
190331_141132,139.56,1.6,5
210701_213121,138.43,5.6,1
200512_194821,96.96,7.6,4
200718_204716,144.44,-2.8,5
180414_185943,122.52,26.7,14
201010_172819,110.79,37.3,14
190528_183215,154.72,30.3,14
181006_162740,151.27,24.9,1
180531_213803,149.63,9.3,1
190427_173310,143.41,18.3,14
180909_170538,160.75,10.6,1
210430_195945,160.02,12.4,1
190405_212010,114.75,12.5,1
200609_194042,138.14,-14.6,5
180407_194318,119.97,28.4,14
180619_214131,152.4,16.0,12
200826_214942,130.34,21.3,1
180922_192821,154.13,7.8,2
180522_171416,140.94,8.8,1
180708_191529,142.8,33.6,14
190702_184345,128.43,42.3,14
190623_191254,128.27,51.0,14
181006_170441,149.13,3.0,5
200917_201612,149.56,7.6,1
180527_173457,159.14,-4.9,5
210409_203133,141.31,-4.5,5
180522_154723,143.73,33.3,14
190417_190058,119.29,8.6,1
180530_193851,158.18,13.5,12
190911_204247,113.35,28.2,14
180725_201718,152.42,16.9,14
180727_190136,62.26,-11.8,5
200919_174048,124.84,21.2,1
190420_184829,150.17,40.3,15
180503_184346,146.45,22.7,1
200529_193039,155.44,45.1,14
190602_173516,109.32,-1.7,1
210705_203245,135.26,1.8,5
201029_203221,157.83,9.2,2
190516_204740,145.7,-6.4,1
180929_171545,95.48,1.5,5
200919_181548,106.16,31.7,1
190731_191652,138.37,41.8,14
190604_193523,160.33,-12.6,8
210522_173659,142.26,40.5,17
200619_203805,144.99,21.4,14
190627_202347,120.18,38.5,14
190420_183558,130.96,55.8,14
180927_205823,115.78,11.5,1
180804_185943,148.78,27.8,14
180630_170253,124.46,-12.1,5
190829_210929,148.27,5.6,5
210601_184644,150.59,53.9,14
210519_160615,151.17,19.1,1
190524_200116,155.03,-3.9,5
190619_185024,142.64,33.6,14
190905_183232,113.93,36.7,14
190906_193812,120.87,13.5,1
180905_190341,147.61,-4.7,1
200710_203345,128.35,9.2,1
180905_203900,136.3,25.2,14
200808_194158,158.45,14.0,14
200703_210457,141.19,13.7,2
180530_184721,123.06,7.9,1
200517_153445,160.34,10.6,1
200512_191121,116.07,52.4,14
190818_183313,154.1,4.7,5
180628_184551,125.62,-20.6,5
210502_151955,143.77,16.2,2
200625_194901,129.8,48.2,14
210711_183515,154.36,5.3,1
180609_173505,97.61,-21.0,5
190424_192716,107.7,-2.9,1
210617_205828,107.36,2.6,5
210619_155905,116.75,52.6,14
180502_220932,154.67,-4.1,2
180623_191837,159.58,-0.2,1
190620_184053,152.76,2.2,1
200510_171550,140.12,-18.6,1
190509_183847,137.32,27.2,14
180526_184046,132.87,2.3,5
210509_195900,149.73,19.2,14
180620_214935,130.31,46.0,14
180722_184527,155.91,18.9,14
180515_194642,116.96,24.5,2
180324_161547,163.76,32.0,15
200519_192543,145.03,40.2,14
190714_200337,143.56,9.5,1
200828_185119,147.93,-3.5,5
180718_190142,114.52,-13.6,5
180731_194709,74.13,53.3,13
210420_185750,137.56,15.4,1
190912_172147,114.44,53.4,13
210413_205615,101.15,39.8,1
200616_193420,146.0,-1.8,5
201001_142051,143.37,32.1,14
200613_201728,107.25,43.8,2
200731_202411,109.02,38.4,14
180522_141452,115.56,42.3,14
190628_200155,141.3,31.1,14
200830_195415,157.01,28.4,15
180805_220127,137.99,-1.6,5
180420_183421,94.92,-18.4,8
200612_212116,139.34,27.8,2
210610_193619,110.47,67.7,14
180710_212851,96.74,-21.2,5
201029_211233,125.66,45.0,14
