PIT_ID,HIT_VEL,HIT_ANG_VER,HIT_RESULT
190714_203821,138.82,21.3,14
180629_190530,130.82,47.6,14
210630_184906,158.95,22.9,15
190330_175726,151.89,10.1,1
200520_211247,104.44,-8.1,5
200506_200206,158.78,38.6,14
190519_164728,142.67,42.3,14
180403_192940,114.74,47.6,14
200512_210912,124.76,15.3,1
180607_204650,142.8,-17.3,5
180719_192049,157.25,-4.3,4
180710_192716,113.99,4.5,1
180807_203151,148.27,27.8,15
201013_200138,109.72,30.6,14
210625_221152,77.38,-13.3,5
210523_143236,153.35,8.3,2
200908_214921,98.56,24.0,1
180511_191116,155.26,-8.2,8
180412_190441,103.73,30.8,1
180731_194338,124.27,-13.2,5
180706_185142,108.82,27.5,1
200512_212847,123.75,-8.8,4
200813_204744,135.98,61.8,14
180923_151114,154.46,3.4,1
190810_205811,108.52,76.6,14
180608_190259,119.51,5.1,5
180728_191211,142.87,34.1,15
200702_192010,135.48,20.5,14
190525_183208,156.59,-11.4,1
190926_201028,109.9,-3.4,5
201007_154101,148.37,-0.6,5
190526_140328,155.27,22.7,14
210422_215245,137.86,27.1,14
180627_210639,154.07,-2.0,1
180520_143036,106.91,-21.6,8
180420_195232,157.52,-10.6,4
210515_154708,147.05,34.6,14
180612_204944,124.84,59.8,13
210623_184447,119.9,11.6,1
210514_200243,134.46,58.1,14
190524_191055,126.67,50.4,14
190502_193758,163.23,21.0,15
201004_172340,132.2,-4.0,5
180929_172732,154.85,37.8,14
200704_203416,154.6,45.6,14
190913_170225,120.32,-9.3,5
200606_173424,149.55,24.9,2
190903_213943,160.2,25.3,15
180922_185454,153.18,-4.4,1
190416_202807,109.59,-21.5,8
200515_191403,100.8,39.8,14
210613_205305,142.3,-6.5,1
180630_212658,134.94,61.0,14
180921_192245,138.14,29.8,14
190323_141912,143.91,0.5,5
200514_202653,129.77,2.8,5
180330_191605,119.06,-17.2,8
190505_141544,142.68,29.1,14
180517_202800,154.66,7.6,2
200808_185805,124.22,50.5,14
180518_193917,148.26,-3.6,1
190502_214726,114.71,-20.6,5
190418_210024,142.15,38.5,14
180712_192904,123.44,11.8,1
190326_205250,145.89,2.9,5
190621_183321,116.96,-18.5,5
180325_144911,118.78,58.3,14
200821_191649,146.56,2.2,1
191001_211641,116.8,51.5,14
200915_202229,125.88,9.0,2
200812_183200,101.37,79.2,14
210502_144410,157.88,-4.6,5
210624_201858,111.09,-11.3,5
190626_210552,154.79,-9.2,5
190820_203530,128.31,49.6,14
190828_204030,98.37,29.3,1
180331_182832,143.34,13.8,1
190730_205933,133.29,4.2,5
190404_194556,111.29,-12.0,5
210414_194503,147.32,17.4,2
190510_185004,148.18,31.2,15
200824_193110,164.35,-6.1,5
200704_201530,139.29,11.8,1
180622_220945,153.06,12.2,2
180520_144514,103.38,-39.5,5
201010_195742,114.97,-2.0,4
190727_191912,149.65,19.7,17
180413_195837,152.39,36.2,14
210522_191656,158.41,27.2,15
200716_192103,155.95,-1.4,5
210512_191904,145.22,19.6,2
190323_161347,140.97,5.1,1
200905_171921,137.87,70.5,14
180407_170405,129.44,63.0,14
210701_203951,122.45,13.7,1
190827_205915,160.72,1.9,5
181012_192127,130.05,-14.3,5
190525_183329,135.15,34.5,14
210604_192630,130.27,24.5,14
190507_204256,133.23,-6.5,1
201013_203634,138.04,54.8,14
190705_220645,133.02,44.2,14
180325_140001,139.35,-4.6,5
190417_191243,147.53,19.1,17
200915_200930,152.3,-17.6,5
200620_184243,136.07,34.6,14
180724_204609,128.78,81.4,13
200806_210925,125.91,-1.4,5
180530_194246,99.84,-18.8,8
210505_160126,130.07,3.9,5
200906_153854,117.27,45.5,14
180929_190504,116.54,-2.5,1
180915_181512,141.51,28.8,14
201008_190530,148.19,-0.7,1
210620_200707,156.17,10.5,1
180801_203058,120.31,18.6,1
180518_210115,156.68,-2.7,5
180904_200313,146.47,0.6,1
210408_205401,136.45,20.9,14
210609_200611,147.74,28.0,15
210427_205735,151.12,-21.8,5
180518_215706,163.02,6.9,1
190519_143555,153.25,0.1,1
200813_200708,128.55,36.8,13
190825_191749,113.19,3.8,8
190810_200334,128.86,-6.0,5
200623_204817,145.34,13.1,1
201001_152618,158.11,39.3,14
190602_174331,124.18,-4.6,5
181011_190037,62.75,-33.8,5
190811_185036,155.62,-0.7,1
180906_185439,125.76,26.7,2
180608_194407,121.59,9.2,1
200531_140056,146.2,26.4,15
180731_204150,142.39,-10.2,1
200527_183111,106.51,43.9,14
180503_205849,146.76,29.2,2
190915_152950,130.71,37.2,14
180801_210321,99.47,60.9,14
210622_202042,130.71,1.0,5
210416_184904,156.6,9.7,1
210501_191200,107.32,54.1,14
200811_183311,146.46,0.8,5
180911_210231,160.93,20.9,15
210413_203255,164.6,-3.3,1
190515_205304,161.59,35.8,15
180708_212058,139.18,-9.1,1
190914_195811,140.7,-9.0,1
190705_204642,118.99,-0.4,5
180724_185550,116.84,-13.6,8
190816_191908,149.86,-9.9,5
190511_184017,159.74,29.3,15
190405_205536,123.6,-14.5,5
180720_214027,123.17,63.0,14
200718_181225,148.77,-6.6,5
180527_175025,148.05,16.0,3
180505_143807,153.01,21.3,2
180706_195842,132.72,53.5,13
180904_211843,152.18,-2.2,8
201007_194606,157.01,9.1,1
201007_174415,145.38,56.2,14
190605_191349,127.19,-11.0,5
210630_171134,146.02,9.1,1
200531_155026,125.1,1.4,2
180808_202437,148.97,7.3,12
210522_194504,142.18,28.5,3
200625_192208,117.0,8.4,5
210529_173501,147.28,12.0,1
190828_185616,137.73,38.4,14
201004_144940,149.02,9.8,2
190331_165849,119.95,67.3,14
210609_192029,145.79,20.0,2
200628_170413,154.49,35.4,14
190522_211304,143.04,20.7,14
201023_183652,122.65,19.3,1
210501_194433,131.62,22.5,14
180908_173543,137.65,21.9,14
190611_184959,134.83,5.9,12
190821_185441,142.03,-7.1,1
181002_210351,103.16,-0.1,1
190915_161537,142.93,3.7,5
190324_163410,147.0,13.8,2
180403_183642,141.88,-3.7,5
210705_190058,110.49,-3.3,5
190418_191738,123.92,68.6,13
210702_192915,148.1,32.2,2
210509_202622,160.33,10.1,2
190518_200534,111.16,-16.4,5
190419_203048,108.95,17.1,1
180622_200649,135.16,21.5,12
180908_193036,160.87,16.2,14
201007_214311,147.84,6.2,1
200919_184808,147.33,20.0,2
190508_191325,123.39,-20.7,5
190809_215431,135.99,-2.3,1
180722_192252,97.7,81.9,13
180415_143059,162.9,2.5,12
210529_163938,124.74,67.0,14
180801_201940,158.85,20.2,15
210410_173549,162.7,-7.6,5
210418_161637,144.8,0.1,1
180530_183011,103.71,-24.1,5
200515_190128,127.53,36.9,14
180602_194251,107.3,49.9,14
190413_201043,165.82,-11.8,1
180815_191501,128.53,-20.9,5
180429_153956,115.45,44.2,14
190502_214630,157.8,35.6,15
201007_200817,149.03,10.6,1
190616_184154,149.91,31.3,2
210606_185504,156.03,18.8,14
201023_215144,142.1,33.3,14
210609_205346,106.43,88.5,13
190916_194405,156.04,-0.6,1
200822_175940,138.26,65.0,14
190911_190138,152.24,32.4,15
200926_171848,75.27,54.8,14
190523_202214,156.62,2.7,5
190516_193511,103.2,10.4,1
180914_214516,137.79,53.7,14
210702_184122,156.15,-8.4,5
190515_195535,155.78,31.1,15
190523_195648,151.71,46.8,14
200919_173710,141.52,-7.4,5
200917_191144,157.57,-4.5,5
180905_211845,159.4,37.5,15
200807_194501,140.19,-2.1,5
200806_193858,146.87,0.0,5
180809_211514,151.74,37.0,14
190516_190806,126.65,2.0,5
180401_142915,141.45,67.3,13
190404_190027,157.61,-12.6,1
210618_192837,127.18,65.5,14
200811_205448,132.56,-0.7,5
200801_211431,129.16,21.1,14
180422_143643,164.39,15.8,12
190430_191003,162.72,16.3,2
190717_195246,107.57,4.4,10
210428_185353,162.7,24.6,15
180505_142132,148.63,0.1,1
180404_201424,131.04,44.0,14
200830_194631,151.25,-10.8,5
180816_205549,145.97,13.5,12
180601_184237,144.17,-6.7,5
190928_204922,149.12,53.5,14
180502_211444,133.02,46.3,14
200901_212330,140.26,3.1,1
201008_204311,126.67,-12.0,5
200916_193055,144.97,47.5,14
200920_171457,116.7,24.7,14
180919_211925,103.82,-14.1,5
180421_191622,106.14,-14.0,5
201015_184421,134.79,20.1,14
180918_211856,163.57,25.1,15
210701_200754,120.55,81.7,14
210522_190524,150.66,19.6,2
200807_212703,125.86,48.7,14
180905_200854,146.77,24.9,2
180912_190227,135.85,29.7,14
200707_190609,147.89,-8.7,1
190413_171553,133.0,32.3,14
201020_200543,145.71,16.4,17
200909_184729,145.34,14.5,14
190627_212404,147.48,37.0,14
180905_191214,107.43,4.5,12
200711_182155,142.28,34.2,15
180814_194524,152.48,59.2,14
190916_201059,147.1,44.2,14
200820_211331,158.51,-4.1,8
190426_215044,156.67,69.2,14
200912_182411,126.43,47.5,14
190901_141032,108.86,-12.3,5
210511_190507,125.31,54.2,14
190417_184346,156.31,15.2,14
180524_193800,117.16,-8.4,5
180417_190406,139.44,19.7,1
200809_193249,130.64,22.1,14
210424_185351,117.32,44.8,14
190430_203612,106.15,-2.5,5
200619_203000,149.78,25.5,14
200531_145942,141.55,54.4,14
180429_143238,69.45,11.4,5
190929_155630,154.75,19.7,14
190811_195245,107.27,9.7,1
200602_192913,148.71,6.3,1
180720_190156,84.76,-42.8,4
200623_210033,155.39,9.9,1
180905_190459,138.31,15.2,12
190525_175709,154.34,25.3,15
200523_192820,149.05,15.5,2
190616_180235,119.76,10.2,12
201001_145849,140.28,27.1,14
210409_200613,110.27,-14.7,5
200701_200918,123.46,1.8,1
210406_202717,147.71,-12.9,5
200611_214934,166.86,0.1,5
200623_190455,145.71,31.0,14
210518_203729,147.52,45.4,17
201003_192347,140.17,-1.2,5
190530_214633,162.07,6.7,2
201016_204826,95.07,41.4,14
180712_211007,151.65,6.7,12
210626_170223,108.61,59.3,14
200523_174147,137.99,44.6,14
200826_201845,85.24,60.5,14
210519_144602,156.1,7.9,1
190713_191955,139.4,3.3,1
190717_190542,119.97,20.8,1
190913_152940,125.15,-16.1,5
200623_210106,92.12,64.0,14
200910_194220,150.83,38.2,15
200826_220007,80.97,29.8,1
210515_164039,119.44,32.3,14
201004_140732,140.28,-3.1,1
210519_172909,138.17,-10.1,5
180401_144052,151.09,-4.2,5
180505_142518,121.33,56.6,14
180612_201755,112.39,-13.1,5
210416_220441,118.01,36.4,14
180802_212547,106.57,42.6,1
190510_210538,144.26,15.1,1
210630_152022,89.07,61.4,13
180721_194450,136.86,62.2,14
180526_175808,57.03,-47.4,4
180421_183308,155.31,24.0,15
180727_214730,94.13,-20.4,5
180726_201956,148.98,41.1,14
210601_205410,104.28,58.4,14
200821_191240,157.38,22.2,14
200910_190432,101.85,31.8,1
180614_220141,108.87,36.2,14
201030_202908,162.27,2.1,1
180608_184427,89.98,60.3,14
210518_192723,138.2,59.0,14
180421_191812,133.18,26.0,2
180421_193201,152.0,-19.0,4
180907_212742,117.48,21.7,1
190914_173854,150.95,-3.0,5
180721_181749,164.09,1.9,1
201030_202123,136.55,44.7,14
200611_160033,159.22,-9.9,8
200625_200805,146.82,-10.7,1
210523_164953,144.73,19.9,2
190731_193402,146.48,14.8,14
190505_162649,113.26,70.8,13
200510_165939,134.62,33.4,17
190630_202133,138.08,30.2,14
180403_194122,155.39,-15.8,5
180808_204119,119.46,18.5,1
190327_214838,143.56,-4.3,5
210414_211206,132.67,7.9,12
200624_213040,137.63,-7.2,5
200912_180225,128.37,28.3,14
190717_184350,118.84,70.2,13
180620_212411,160.94,15.1,2
180418_201248,145.02,34.0,14
180729_192154,153.65,-14.7,5
200605_183545,149.52,7.1,1
200505_144157,109.21,64.1,13
210709_190923,76.94,58.7,14
180513_165849,154.89,6.7,1
200920_154306,148.09,0.3,1
180927_183708,128.94,57.8,13
180921_212822,133.33,25.4,14
180918_202854,147.37,21.0,1
180805_191933,148.76,-14.8,5
200607_181511,135.3,-15.8,5
190524_195612,115.67,62.2,14
200612_202256,150.77,-7.8,5
210710_184433,120.59,-10.9,5
201007_202310,136.11,30.8,14
201028_184408,137.8,34.6,14
210602_190318,131.54,74.8,14
200913_173717,154.15,-4.5,1
200618_203057,157.74,-6.3,5
200830_170011,127.09,20.9,14
190326_210031,138.28,25.9,14
200506_201615,150.41,26.8,14
210620_192215,119.4,31.1,17
210602_211649,147.97,-6.5,5
180721_211802,151.44,-4.1,5
180412_194414,122.17,-9.7,5
210603_203038,113.74,28.6,14
210619_173315,130.04,51.4,17
210608_205447,122.6,15.3,1
200828_202852,157.72,4.9,1
180524_202213,101.72,6.0,12
200710_193159,151.74,0.9,2
200807_190123,99.3,50.3,14
180404_204520,159.68,16.2,12
190613_203513,111.64,1.0,5
180930_175315,134.81,5.5,1
200714_191302,116.69,16.0,1
181013_174016,134.86,64.7,14
190606_162258,110.04,24.4,1
200916_211652,93.51,57.4,14
190331_154530,144.42,0.0,3
180428_184727,121.83,12.8,1
180814_185204,142.56,26.3,14
210529_165841,115.05,78.7,13
200922_192430,141.3,-9.6,5
200830_172518,131.31,-17.1,5
190705_185830,141.81,2.1,1
200607_170342,150.65,10.8,1
180719_194519,160.93,7.1,2
210406_212254,144.47,0.5,1
190808_191434,157.73,-3.8,5
190615_174959,119.71,77.1,14
200815_181717,117.36,33.7,14
181002_195549,140.7,-9.1,8
200905_194242,150.82,21.2,14
180708_193114,160.19,23.5,15
190510_211352,118.88,7.1,1
190704_202042,145.32,16.1,3
190621_192427,164.74,-10.4,1
180720_213048,152.08,15.3,14
210629_213743,149.32,-6.2,5
180517_191547,127.47,34.4,14
210511_201445,132.66,71.2,13
200919_191520,154.71,-3.6,5
200927_144354,143.06,26.5,14
190820_201856,114.27,-16.1,4
180525_193111,86.98,46.4,14
200807_214111,124.26,-12.9,5
210626_184111,157.47,4.1,1
210429_190507,129.08,6.9,1
210420_195639,136.64,-12.9,5
190510_205031,136.59,10.2,1
180727_185614,158.37,-10.1,2
200707_202342,120.66,27.3,14
180705_205700,49.03,-61.0,5
180413_204851,145.37,5.0,1
210410_182132,146.35,24.6,2
190509_185605,124.28,66.4,14
190411_192653,148.42,-3.7,1
200707_203941,129.1,0.0,5
190830_210936,101.46,-15.8,5
210602_191817,142.08,-10.1,1
200908_185851,153.81,6.4,1
180522_143410,168.46,-6.2,1
180523_210622,137.31,-1.6,5
200531_162635,170.76,14.4,14
210507_191348,81.02,-15.3,5
200507_205907,159.1,1.3,1
210521_183958,95.69,30.4,1
200630_215454,148.29,-9.7,8
210411_140353,138.28,26.8,14
180525_190654,130.11,45.0,14
190809_204122,147.98,-11.1,5
180804_211439,123.02,41.9,14
200708_200048,127.32,64.9,14
180427_212014,152.38,27.2,15
190825_195745,117.91,7.1,12
200526_192241,142.39,-7.3,5
200531_163710,131.91,47.4,14
180426_190632,139.89,-14.7,4
210409_183331,142.26,17.9,14
210416_194510,144.17,23.5,2
190514_195323,110.72,46.1,2
190711_203241,89.72,71.8,14
180421_183737,101.65,-15.3,5
210427_204953,151.28,-2.0,1
200618_210713,134.15,11.5,1
180928_211401,160.46,-0.7,5
200609_214046,150.35,-4.6,1
190628_212348,131.84,37.4,14
180711_205211,139.04,43.0,14
190703_205111,130.67,18.1,1
200801_210954,145.89,34.3,14
200619_185847,152.78,-3.1,8
180811_190659,77.43,-10.2,10
200918_213513,127.4,-5.9,5
180925_165443,156.78,3.2,1
200801_201917,134.46,9.4,2
180807_214916,153.91,23.3,2
180426_213158,100.39,-20.6,5
190604_204810,98.26,-3.1,5
190514_201101,143.98,-7.8,5
180420_202438,156.44,20.8,15
190703_193614,163.88,25.8,15
201027_190640,109.46,-11.1,4
181011_201359,87.84,13.6,8
201009_182041,125.04,-12.1,5
200912_195731,135.78,-2.1,5
190703_200240,120.97,5.4,8
180927_185327,140.68,-13.2,1
200822_205407,127.3,10.4,1
180815_204229,129.45,26.6,14
180701_184220,136.63,40.2,14
200630_200843,97.53,-2.3,5
190625_225814,144.43,-3.5,1
180703_223756,133.99,1.9,1
200801_210438,141.0,19.6,2
190505_152541,148.22,45.7,14
200718_192409,134.57,57.6,14
200804_210922,109.27,-19.4,5
190324_144024,111.21,31.4,14
180504_185215,154.0,-6.6,1
210605_195128,107.11,43.4,2
190508_193927,112.36,28.0,14
190514_184841,129.69,7.8,12
180620_211739,151.14,12.5,1
200523_180901,161.85,-1.8,5
180601_191941,125.53,16.8,1
200621_190056,98.74,71.5,13
190419_193929,129.43,26.3,17
180602_182133,102.25,-33.8,5
200830_170129,127.98,15.1,1
190620_191315,59.26,89.2,13
201024_173141,127.4,35.4,14
200623_185739,93.6,40.0,14
180915_170521,138.44,3.9,5
180725_222917,146.55,2.6,5
201020_193032,104.34,8.4,5
180802_185136,138.49,2.9,1
210409_183357,149.86,10.4,2
200705_171832,141.47,71.9,14
201003_160706,136.23,33.8,14
180524_212055,128.66,2.5,5
201020_205138,122.77,-4.8,5
210425_141347,126.91,40.5,14
200522_221138,151.85,-9.9,1
190620_183550,105.45,9.4,5
180705_203341,111.59,52.2,14
190814_192735,108.45,75.8,13
200811_202550,157.34,-11.5,1
201022_215335,153.02,4.6,1
190916_210536,150.93,-5.0,1
190328_202806,137.19,-7.9,5
200630_193855,144.78,25.0,2
200606_185625,135.21,25.9,14
180608_184959,159.07,12.6,2
190731_205152,144.14,36.4,15
210429_220915,150.86,-11.0,5
190627_203003,93.01,24.9,14
190919_184617,90.49,68.1,11
190824_210041,142.44,-13.4,1
180811_195419,147.51,-16.9,1
210404_164442,134.59,-9.1,1
180721_185319,159.97,-8.4,8
180815_180857,111.0,50.6,14
210601_185914,138.15,37.1,14
180608_191711,100.32,22.7,1
200824_191036,92.04,45.3,5
201020_215119,153.92,-4.9,1
200522_185730,139.27,-4.3,1
180619_185234,144.76,-7.9,5
180616_193745,127.7,31.3,14
180606_162539,113.41,1.5,1
210529_184433,148.05,-11.0,1
200606_173226,158.28,-6.1,8
180729_201049,137.39,8.6,1
210606_185717,158.08,2.4,1
180518_192931,125.77,60.6,14
190329_194153,158.97,-12.9,8
200823_173614,164.61,16.5,14
180708_205500,129.33,87.2,13
180705_195323,102.82,-14.1,5
180721_210524,150.28,-14.5,5
190806_184736,146.01,-10.2,4
210619_191343,114.78,42.2,14
190616_200907,147.71,-2.2,5
190509_220336,145.14,10.5,1
180428_173111,112.12,9.5,1
200823_191953,143.27,-5.9,5
210609_191534,102.98,6.8,5
200910_205347,134.82,73.9,14
190709_211854,122.91,59.7,14
180505_144213,118.13,-22.5,1
200512_201449,142.43,49.3,14
180629_190749,100.6,-22.1,5
180418_194507,148.55,3.4,4
180908_185430,136.66,25.4,14
190614_183815,146.33,8.8,12
190430_211147,131.89,20.0,14
180607_185730,106.25,-3.2,5
190727_192223,147.39,22.8,14
190326_211128,135.4,36.8,14
190711_195714,149.13,-23.4,5
210515_183339,114.18,11.4,1
180608_184537,158.17,21.8,15
210711_195321,141.23,-4.9,5
190523_184850,67.08,49.0,14
180807_192948,146.64,-3.8,5
210407_202049,118.31,25.4,1
200507_185058,148.16,-6.0,5
200508_205149,151.8,5.6,1
210615_214907,144.43,11.9,1
190330_201131,134.71,-21.8,5
180325_160645,133.9,22.3,14
190623_174803,145.44,15.5,1
190530_183924,164.95,21.2,2
201011_152810,149.37,-1.8,1
200916_192924,136.79,27.6,14
210424_141208,122.54,40.9,14
180530_191740,140.67,53.8,14
200719_180052,126.73,69.3,13
201003_141841,160.53,27.5,15
180707_195948,104.17,-19.6,1
200714_203651,147.87,-20.6,5
200924_201306,145.74,12.0,1
180605_190716,142.67,30.5,14
190803_182707,150.78,8.6,2
201010_181608,157.92,-6.6,5
200715_210834,82.62,28.4,14
180706_200658,133.7,39.2,14
190324_164724,120.06,-5.3,5
200726_185750,156.73,-4.6,5
200519_205825,115.89,4.3,5
180915_195149,145.48,38.3,14
210416_213733,139.66,38.9,14
180805_190921,120.36,5.9,12
201015_212707,104.89,59.1,14
200707_190154,117.01,30.0,14
190524_215924,160.0,12.9,1
190523_190645,81.78,29.2,1
190831_204550,125.67,7.4,1
190517_204326,113.21,11.7,1
190806_184535,133.16,49.4,14
180415_163415,126.26,21.2,14
200908_191459,149.4,-11.3,5
210404_155221,148.19,14.3,1
210701_205206,139.23,25.5,14
190625_204109,114.02,1.0,5
180922_193335,141.14,45.9,17
180417_194326,129.97,40.4,14
200507_203101,130.72,40.1,14
180524_204854,96.49,9.2,5
180906_202109,100.22,56.8,14
190817_204119,152.88,3.2,1
190611_203707,135.93,-11.4,5
210506_193552,155.44,-4.8,8
180329_202653,152.07,-0.4,5
200830_172005,143.43,-15.2,5
180520_150642,126.97,25.4,14
201029_185217,156.89,-6.9,5
180602_193905,133.12,-5.0,5
190406_174709,113.77,3.2,5
200904_201814,136.71,10.5,1
190811_172312,149.53,15.9,2
180811_180118,116.77,6.0,5
190813_214704,147.87,5.7,1
190517_210025,151.08,-2.1,1
190424_195135,118.95,1.3,5
180727_185947,107.15,32.3,14
200721_203550,128.74,10.0,1
180608_202309,123.94,60.4,14
210411_173320,137.54,-9.1,1
201016_202333,131.06,21.2,14
180720_194634,166.98,16.3,14
190726_192830,141.39,0.0,1
190620_210631,79.91,-15.6,5
210701_185231,117.32,40.9,14
190612_195415,122.33,-4.8,5
200623_192217,173.55,24.2,15
190711_210203,90.77,-17.2,5
190619_200136,142.51,-1.9,1
180508_194403,146.69,10.4,1
190706_192914,134.46,25.6,2
190623_184548,149.07,22.8,1
190402_205242,152.23,2.0,1
180725_205841,160.64,2.5,1
190730_194843,140.33,-18.4,8
210630_175656,125.53,31.4,14
190814_195803,122.63,51.1,14
190420_182936,125.8,-5.0,5
180501_203621,139.43,28.9,15
201013_201858,155.71,-6.9,8
210430_204653,161.91,3.7,1
180602_175341,105.37,42.3,14
190420_201819,150.58,-3.8,1
190621_200050,163.31,-10.8,5
200823_202145,143.12,53.7,14
200513_205923,160.57,-10.9,1
180328_200901,117.05,-4.7,5
180703_223530,155.13,17.3,3
200521_202319,97.49,6.3,1
190618_203432,146.67,-7.5,1
200616_190335,153.21,4.9,5
201027_190212,125.6,4.5,1
200801_202306,161.8,25.7,15
200812_202309,153.62,5.1,5
180606_141047,159.55,23.2,15
210622_205049,163.9,6.3,12
200807_192434,134.95,27.8,14
180727_185505,116.76,27.3,14
200924_201416,121.68,24.7,14
200830_190007,105.99,66.9,14
180602_193258,99.27,48.7,14
190901_162156,114.83,-4.5,5
210606_175009,139.59,-3.6,5
190404_201408,116.73,-9.0,5
180330_221146,129.69,6.6,1
200920_194154,137.06,5.6,1
190423_190058,161.27,-5.4,5
190731_201523,144.94,28.9,15
190924_205421,121.22,25.8,3
201022_214718,125.85,18.4,1
200825_222112,151.9,33.8,1
180622_222312,150.16,51.4,14
210420_193138,148.14,9.0,2
190615_200522,143.18,-10.8,5
180620_191150,109.65,-8.1,1
200617_200036,129.81,15.2,1
190417_204021,146.72,21.0,14
210509_150414,140.54,35.6,14
201028_220103,133.36,0.4,8
210421_215538,145.67,19.0,14
180602_194605,138.88,-20.4,5
210530_152330,144.57,6.1,1
180503_192239,124.4,34.4,1
201020_211333,131.48,46.1,14
201027_211605,126.99,32.3,14
200704_200603,156.62,6.4,2
190503_193614,159.79,0.9,5
190706_200500,141.59,-6.4,1
180522_174051,121.11,51.3,13
180603_173405,133.61,11.3,1
180522_160619,140.67,-31.2,5
210616_184246,159.54,12.3,14
180918_195035,161.96,10.9,12
210430_194434,157.16,13.5,1
200506_185632,146.4,3.1,12
180601_200003,92.53,12.8,8
201011_150317,140.23,42.8,14
190623_200102,140.72,35.9,14
180427_203840,127.75,49.5,14
190829_195855,148.6,7.8,1
180407_191426,115.29,-1.4,5
180925_152219,128.02,15.4,1
210602_194545,150.67,-3.4,5
201018_150306,149.5,9.4,1
201015_205133,149.66,11.2,2
190523_203343,98.78,70.0,14
180527_161419,145.77,31.4,15
180807_185743,88.37,-18.0,5
210711_183323,162.18,2.0,8
190817_185206,153.8,8.5,1
180629_215841,149.98,17.7,2
190423_203030,146.0,38.3,14
190823_210830,140.46,5.7,1
190419_194527,143.66,21.5,14
180624_185434,160.6,6.3,12
200701_213033,140.65,-5.0,8
210416_202027,134.96,27.6,14
200909_171126,101.08,25.6,1
200729_204556,133.48,52.5,14
190911_210453,132.26,26.4,14
190612_192520,154.29,3.1,5
180412_192235,146.81,39.4,14
180413_184818,72.72,63.5,14
180725_210532,165.53,10.8,1
190528_192301,146.11,12.8,1
210626_190933,121.25,9.2,12
180403_183524,151.59,3.7,1
180617_183414,119.73,19.0,1
200802_175619,100.46,-19.0,8
190430_193851,121.04,42.6,14
210701_190102,149.22,20.4,14
190604_201052,158.06,15.2,2
180811_181946,126.82,70.9,13
190625_183140,106.82,-11.7,5
190623_184011,104.28,45.2,14
210501_181110,117.64,10.4,5
190512_150804,163.59,50.7,14
180331_173107,133.29,19.9,17
190427_174358,122.59,9.3,1
