GYEAR,G_ID,PIT_ID,PCODE,T_ID,INN,HIT_VEL,HIT_ANG_VER,HIT_RESULT,PIT_VEL,STADIUM
2020,20200505LTKT0,200505_161744,50506,LT,5,139.15,15.3,1,143.57,2
2020,20200505LTKT0,200505_161954,68525,LT,5,109.59,-1.7,8,147.89,2
2020,20200505LTKT0,200505_162617,76313,KT,5,131.55,29.4,14,132.27,2
2020,20200505LTKT0,200505_164051,78513,LT,6,160.2,-14.8,5,143.07,2
2020,20200505LTKT0,200505_164810,64004,KT,6,123.34,56.8,14,141.87,2
2020,20200505LTKT0,200505_164903,68050,KT,6,161.84,36.4,15,141.38,2
2020,20200505LTKT0,200505_165219,74339,KT,6,158.52,14.7,14,140.65,2
2020,20200505LTKT0,200505_170209,71564,LT,7,134.06,63.0,14,140.48,2
2020,20200505LTKT0,200505_171240,50506,LT,7,147.6,27.3,15,141.85,2
2020,20200505LTKT0,200505_171532,68525,LT,7,164.73,-12.8,5,130.5,2
2020,20200505LTKT0,200505_171840,68518,LT,7,123.42,83.9,14,141.74,2
2020,20200505LTKT0,200505_172313,78548,KT,7,153.43,33.9,14,127.41,2
2020,20200505LTKT0,200505_172406,64166,KT,7,156.3,2.2,1,134.93,2
2020,20200505LTKT0,200505_173511,78513,LT,8,159.39,42.1,15,134.28,2
2020,20200505LTKT0,200505_174018,71564,LT,8,151.41,13.8,1,128.9,2
2020,20200505LTKT0,200505_174332,79608,LT,8,158.7,-2.4,5,141.37,2
2020,20200505LTKT0,200505_174623,60523,LT,8,142.47,49.6,17,139.64,2
2020,20200505LTKT0,200505_174712,50506,LT,8,153.23,-5.5,5,142.06,2
2020,20200505LTKT0,200505_175756,74339,KT,8,113.24,-0.9,4,129.23,2
2020,20200505LTKT0,200505_181103,73113,KT,9,156.22,34.1,14,144.62,2
2020,20200505NCSS0,200505_143348,62907,NC,1,153.15,15.6,14,135.37,8
2020,20200505NCSS0,200505_143442,50923,NC,1,140.12,28.2,14,114.97,8
2020,20200505NCSS0,200505_143819,62947,NC,1,162.43,-1.2,1,140.48,8
2020,20200505NCSS0,200505_144349,61404,SS,1,114.87,41.8,14,135.33,8
2020,20200505NCSS0,200505_144501,62404,SS,1,134.04,51.8,13,146.03,8
2020,20200505NCSS0,200505_144636,50468,SS,1,140.31,1.8,1,146.32,8
2020,20200505NCSS0,200505_150506,62415,SS,2,136.19,30.6,14,137.48,8
2020,20200505NCSS0,200505_151021,62907,NC,3,139.09,-21.8,5,139.72,8
2020,20200505NCSS0,200505_152214,75566,SS,3,114.25,47.2,14,128.24,8
2020,20200505NCSS0,200505_152543,62947,NC,4,164.07,43.5,15,136.2,8
2020,20200505NCSS0,200505_152924,76232,NC,4,159.2,15.9,2,128.25,8
2020,20200505NCSS0,200505_153127,74465,NC,4,143.4,-8.4,5,135.96,8
2020,20200505NCSS0,200505_153558,78813,NC,4,143.74,22.4,2,133.39,8
2020,20200505NCSS0,200505_154438,66838,SS,4,118.71,24.5,14,136.12,8
2020,20200505NCSS0,200505_155151,62934,NC,5,143.48,29.6,14,136.69,8
2020,20200505NCSS0,200505_155304,76849,NC,5,135.73,52.9,14,130.1,8
2020,20200505NCSS0,200505_155926,50923,NC,5,146.8,42.1,14,133.3,8
2020,20200505NCSS0,200505_160141,66409,SS,5,137.21,41.2,14,135.7,8
2020,20200505NCSS0,200505_160427,61404,SS,5,130.87,27.3,14,147.16,8
2020,20200505NCSS0,200505_161206,62947,NC,6,149.28,33.7,14,137.8,8
2020,20200505NCSS0,200505_161316,76232,NC,6,130.85,46.8,14,137.64,8
2020,20200505NCSS0,200505_161404,74465,NC,6,146.39,33.6,15,132.92,8
2020,20200505NCSS0,200505_161555,78813,NC,6,153.1,24.5,15,117.46,8
2020,20200505NCSS0,200505_161945,62931,NC,6,100.39,4.1,5,132.54,8
2020,20200505NCSS0,200505_162200,50468,SS,6,159.16,-6.2,5,143.64,8
2020,20200505NCSS0,200505_162351,79402,SS,6,148.03,-3.5,1,143.93,8
2020,20200505NCSS0,200505_162456,66838,SS,6,117.83,24.7,1,137.13,8
2020,20200505NCSS0,200505_163203,76849,NC,7,146.83,3.3,5,143.03,8
2020,20200505NCSS0,200505_164049,61404,SS,7,147.58,-3.4,5,141.43,8
2020,20200505NCSS0,200505_164948,76232,NC,8,142.08,45.0,13,140.61,8
2020,20200505NCSS0,200505_165059,74465,NC,8,142.73,71.7,14,140.52,8
2020,20200505NCSS0,200505_165431,62404,SS,8,132.35,44.8,14,133.79,8
2020,20200505NCSS0,200505_165710,75566,SS,8,137.37,-0.4,5,118.91,8
2020,20200505NCSS0,200505_165936,78813,NC,9,136.13,6.7,1,141.17,8
2020,20200505NCSS0,200505_171249,66838,SS,9,111.24,-5.0,5,129.97,8
2020,20200505NCSS0,200505_172004,66409,SS,9,150.71,48.3,14,137.37,8
2020,20200505OBLG0,200505_140654,79240,OB,1,130.8,33.7,14,138.55,1
2020,20200505OBLG0,200505_141500,75808,LG,1,104.09,-2.7,5,127.93,1
2020,20200505OBLG0,200505_141608,76290,LG,1,132.74,34.6,14,154.24,1
2020,20200505OBLG0,200505_142001,74206,OB,2,150.03,20.2,14,138.93,1
2020,20200505OBLG0,200505_142731,50165,LG,2,145.62,-2.6,5,139.96,1
2020,20200505OBLG0,200505_143233,77564,LG,2,157.82,16.4,2,152.44,1
2020,20200505OBLG0,200505_143636,61102,LG,2,155.65,-8.8,5,155.47,1
2020,20200505OBLG0,200505_143921,79231,OB,3,148.1,-4.4,5,137.99,1
2020,20200505OBLG0,200505_144043,79215,OB,3,142.84,3.5,5,127.79,1
2020,20200505OBLG0,200505_144158,79240,OB,3,158.03,13.3,2,121.58,1
2020,20200505OBLG0,200505_144718,79109,LG,3,160.41,-8.4,5,137.53,1
2020,20200505OBLG0,200505_144953,61186,LG,3,150.01,-12.8,1,153.68,1
2020,20200505OBLG0,200505_145213,75808,LG,3,154.9,21.5,2,131.37,1
2020,20200505OBLG0,200505_145409,76290,LG,3,145.48,27.7,15,153.76,1
2020,20200505OBLG0,200505_145932,79192,LG,3,135.96,67.0,14,131.07,1
2020,20200505OBLG0,200505_150314,78224,OB,4,170.4,27.5,15,110.34,1
2020,20200505OBLG0,200505_150547,69209,OB,4,155.29,-2.5,1,112.64,1
2020,20200505OBLG0,200505_150700,74206,OB,4,146.71,7.1,12,122.65,1
2020,20200505OBLG0,200505_151042,62244,OB,4,125.84,23.4,14,139.18,1
2020,20200505OBLG0,200505_151418,72133,LG,4,130.12,8.5,12,152.92,1
2020,20200505OBLG0,200505_151503,77564,LG,4,95.62,28.6,1,151.88,1
2020,20200505OBLG0,200505_151614,61102,LG,4,112.54,-18.8,8,139.34,1
2020,20200505OBLG0,200505_152113,79231,OB,5,108.08,-6.3,5,110.51,1
2020,20200505OBLG0,200505_152403,79215,OB,5,146.71,55.5,14,126.21,1
2020,20200505OBLG0,200505_153001,61186,LG,5,137.43,8.1,12,151.52,1
2020,20200505OBLG0,200505_153031,75808,LG,5,139.84,20.4,14,140.7,1
2020,20200505OBLG0,200505_153524,79240,OB,6,151.03,-3.7,5,126.06,1
2020,20200505OBLG0,200505_154305,76290,LG,6,127.89,3.0,5,133.47,1
2020,20200505OBLG0,200505_154417,50165,LG,6,158.74,27.0,2,154.04,1
2020,20200505OBLG0,200505_154810,72133,LG,6,164.99,5.0,12,153.04,1
2020,20200505OBLG0,200505_155616,62244,OB,7,127.75,0.2,1,142.82,1
2020,20200505OBLG0,200505_160513,79109,LG,7,121.18,-2.3,5,130.23,1
2020,20200505OBLG0,200505_160935,79215,OB,8,143.32,36.4,14,144.15,1
2020,20200505OBLG0,200505_161113,79240,OB,8,138.81,-10.7,5,143.06,1
2020,20200505OBLG0,200505_161539,75808,LG,8,86.35,-17.2,5,143.49,1
2020,20200505OBLG0,200505_161935,76290,LG,8,166.06,21.9,2,140.62,1
2020,20200505OBLG0,200505_162147,50165,LG,8,166.6,31.0,2,131.29,1
2020,20200505OBLG0,200505_163558,61102,LG,8,164.27,13.2,2,143.85,1
2020,20200505OBLG0,200505_164201,75334,OB,9,150.17,17.7,1,143.93,1
2020,20200505OBLG0,200505_164652,69209,OB,9,144.71,17.2,1,127.24,1
2020,20200505OBLG0,200505_164814,74206,OB,9,147.84,25.2,17,145.16,1
2020,20200505OBLG0,200505_164956,62244,OB,9,114.77,-22.2,5,141.84,1
2020,20200505WOHT0,200505_140435,67341,WO,1,118.27,1.9,5,143.09,4
2020,20200505WOHT0,200505_141154,69652,HT,1,164.84,0.8,8,139.58,4
2020,20200505WOHT0,200505_141603,75125,WO,2,152.4,-5.3,5,128.39,4
2020,20200505WOHT0,200505_141756,73342,WO,2,141.57,21.2,2,142.02,4
2020,20200505WOHT0,200505_142235,79456,WO,2,127.21,16.7,1,128.35,4
2020,20200505WOHT0,200505_143028,64346,WO,2,143.04,-18.2,5,119.54,4
2020,20200505WOHT0,200505_143332,72443,HT,2,137.74,7.5,1,132.41,4
2020,20200505WOHT0,200505_143548,79334,HT,2,135.94,16.4,1,139.77,4
2020,20200505WOHT0,200505_143842,62265,HT,2,132.29,23.7,14,142.95,4
2020,20200505WOHT0,200505_144157,78629,HT,2,109.21,64.1,13,142.29,4
2020,20200505WOHT0,200505_145812,67341,WO,3,158.55,14.8,2,142.24,4
2020,20200505WOHT0,200505_150105,75125,WO,3,101.39,51.9,14,140.8,4
2020,20200505WOHT0,200505_150154,73342,WO,3,158.31,-7.9,1,129.12,4
2020,20200505WOHT0,200505_150249,79456,WO,3,134.69,20.6,14,140.68,4
2020,20200505WOHT0,200505_150923,66606,HT,3,151.91,15.9,14,133.69,4
2020,20200505WOHT0,200505_151110,78603,HT,3,140.3,-3.3,5,124.81,4
2020,20200505WOHT0,200505_151904,78168,WO,4,137.67,-3.8,5,137.73,4
2020,20200505WOHT0,200505_152128,69652,HT,4,135.03,5.7,5,133.39,4
2020,20200505WOHT0,200505_154744,62265,HT,4,138.19,58.8,14,114.53,4
2020,20200505WOHT0,200505_155044,64300,WO,5,118.26,67.3,14,137.25,4
2020,20200505WOHT0,200505_155435,75125,WO,5,148.95,-7.6,1,135.92,4
2020,20200505WOHT0,200505_160301,79456,WO,5,135.62,7.0,1,127.88,4
2020,20200505WOHT0,200505_160610,50300,WO,5,145.42,7.8,1,133.0,4
2020,20200505WOHT0,200505_160730,64346,WO,5,168.27,14.1,2,131.84,4
2020,20200505WOHT0,200505_162203,66606,HT,5,124.79,43.8,14,114.5,4
2020,20200505WOHT0,200505_162737,64300,WO,6,131.5,22.0,14,135.77,4
2020,20200505WOHT0,200505_163018,75125,WO,6,153.24,9.8,1,128.15,4
2020,20200505WOHT0,200505_163408,73342,WO,6,131.79,24.2,14,142.27,4
2020,20200505WOHT0,200505_163635,78603,HT,6,149.31,23.5,2,139.07,4
2020,20200505WOHT0,200505_164319,72443,HT,6,145.87,36.0,14,124.43,4
2020,20200505WOHT0,200505_164950,64346,WO,7,143.43,-0.4,5,142.34,4
2020,20200505WOHT0,200505_165303,62265,HT,7,152.35,15.3,14,135.82,4
2020,20200505WOHT0,200505_165459,78629,HT,7,128.52,36.1,14,135.42,4
2020,20200505WOHT0,200505_170002,64657,WO,8,140.87,47.9,14,135.98,4
2020,20200505WOHT0,200505_170158,78168,WO,8,125.7,61.4,14,140.98,4
2020,20200505WOHT0,200505_170347,64300,WO,8,154.69,21.8,15,141.86,4
2020,20200505WOHT0,200505_170625,75125,WO,8,163.85,22.0,15,129.97,4
2020,20200505WOHT0,200505_170846,69306,WO,8,133.9,39.0,14,135.72,4
2020,20200505WOHT0,200505_171321,64646,HT,8,141.71,-11.2,5,136.32,4
2020,20200505WOHT0,200505_171449,66606,HT,8,137.82,8.2,1,138.06,4
2020,20200505WOHT0,200505_171821,79113,HT,8,139.35,64.2,14,137.35,4
2020,20200505WOHT0,200505_172119,79365,WO,9,166.11,-2.3,1,131.51,4
2020,20200505WOHT0,200505_172646,72443,HT,9,133.07,-5.9,5,136.6,4
2020,20200505WOHT0,200505_173018,62265,HT,9,142.32,12.2,1,137.2,4
2020,20200505WOHT0,200505_173605,62908,HT,9,129.96,-1.0,1,125.0,4
2020,20200506HHSK0,200506_182959,74163,HH,1,102.68,-9.3,5,148.83,3
2020,20200506HHSK0,200506_183123,68743,HH,1,139.05,21.7,14,149.47,3
2020,20200506HHSK0,200506_183302,68730,HH,1,150.01,13.2,14,137.97,3
2020,20200506HHSK0,200506_183820,74215,SK,1,129.18,22.3,14,114.95,3
2020,20200506HHSK0,200506_184017,75847,SK,1,146.56,53.7,14,140.56,3
2020,20200506HHSK0,200506_184304,67872,SK,1,153.3,12.5,2,135.39,3
2020,20200506HHSK0,200506_184426,75151,SK,1,159.55,11.9,2,141.67,3
2020,20200506HHSK0,200506_185136,76753,HH,2,86.7,-14.3,8,149.87,3
2020,20200506HHSK0,200506_185234,71752,HH,2,131.95,-17.7,5,152.11,3
2020,20200506HHSK0,200506_185505,76812,SK,2,146.19,4.8,1,127.46,3
2020,20200506HHSK0,200506_185719,69825,SK,2,119.81,-4.3,5,138.56,3
2020,20200506HHSK0,200506_191709,75847,SK,3,140.32,69.5,14,148.19,3
2020,20200506HHSK0,200506_192135,75151,SK,3,156.26,-1.7,1,138.03,3
2020,20200506HHSK0,200506_192308,62895,SK,3,160.58,26.1,15,129.45,3
2020,20200506HHSK0,200506_192848,74163,HH,4,128.03,27.2,14,149.04,3
2020,20200506HHSK0,200506_193013,68743,HH,4,144.17,-4.5,5,153.34,3
2020,20200506HHSK0,200506_193132,68730,HH,4,152.51,31.0,14,151.5,3
2020,20200506HHSK0,200506_194031,71837,SK,4,129.69,5.0,12,117.42,3
2020,20200506HHSK0,200506_194625,73136,HH,5,139.65,48.5,14,146.74,3
2020,20200506HHSK0,200506_195854,78288,HH,5,129.32,-17.8,5,149.91,3
2020,20200506HHSK0,200506_200206,75847,SK,5,158.78,38.6,14,147.99,3
2020,20200506HHSK0,200506_200541,75151,SK,5,132.01,23.3,14,117.25,3
2020,20200506HHSK0,200506_201019,62700,HH,6,103.12,-33.3,5,145.33,3
2020,20200506HHSK0,200506_201425,68743,HH,6,122.3,34.4,14,134.91,3
2020,20200506HHSK0,200506_201630,62895,SK,6,150.02,38.1,15,144.53,3
2020,20200506HHSK0,200506_201744,76812,SK,6,98.89,-11.8,5,131.13,3
2020,20200506HHSK0,200506_202354,63450,SK,6,128.21,42.1,14,131.89,3
2020,20200506HHSK0,200506_203124,68730,HH,7,97.29,63.0,14,120.55,3
2020,20200506HHSK0,200506_203213,73136,HH,7,152.02,-0.1,1,143.44,3
2020,20200506HHSK0,200506_203407,76753,HH,7,136.83,-15.8,1,138.7,3
2020,20200506HHSK0,200506_203720,71752,HH,7,148.9,18.2,14,148.26,3
2020,20200506HHSK0,200506_203842,61208,HH,7,140.95,4.4,1,150.57,3
2020,20200506HHSK0,200506_204514,66706,HH,7,125.46,53.9,13,138.6,3
2020,20200506HHSK0,200506_204819,61353,SK,7,159.37,16.6,14,137.04,3
2020,20200506HHSK0,200506_204914,75847,SK,7,132.93,38.7,14,139.76,3
2020,20200506HHSK0,200506_205127,67872,SK,7,165.95,12.3,2,143.69,3
2020,20200506HHSK0,200506_205717,74163,HH,8,94.79,8.5,5,133.26,3
2020,20200506HHSK0,200506_210457,76812,SK,8,109.99,66.4,13,120.99,3
2020,20200506HHSK0,200506_210718,69825,SK,8,152.2,-0.1,1,140.93,3
2020,20200506HHSK0,200506_211449,71837,SK,8,149.64,32.1,14,143.21,3
2020,20200506HHSK0,200506_211754,68730,HH,9,115.55,-41.3,5,143.07,3
2020,20200506HHSK0,200506_211916,73136,HH,9,147.22,60.7,14,142.86,3
2020,20200506HHSK0,200506_212023,76753,HH,9,145.9,31.4,15,143.61,3
2020,20200506HHSK0,200506_212309,71752,HH,9,154.08,33.3,2,143.28,3
2020,20200506HHSK0,200506_212845,66706,HH,9,126.56,41.5,14,143.34,3
2020,20200506LTKT0,200506_183100,76249,LT,1,152.92,21.9,2,138.7,2
2020,20200506LTKT0,200506_183159,78513,LT,1,148.09,36.6,14,139.14,2
2020,20200506LTKT0,200506_183304,77532,LT,1,133.35,50.0,17,133.62,2
2020,20200506LTKT0,200506_183708,64006,KT,1,142.89,27.2,14,142.49,2
2020,20200506LTKT0,200506_184322,79608,LT,2,121.24,53.7,14,139.12,2
2020,20200506LTKT0,200506_185145,74339,KT,2,119.25,70.8,13,138.75,2
2020,20200506LTKT0,200506_185322,67025,KT,2,162.71,18.1,2,146.14,2
2020,20200506LTKT0,200506_185509,76313,KT,2,145.34,16.0,14,145.89,2
2020,20200506LTKT0,200506_190009,68518,LT,3,92.96,7.8,5,121.87,2
2020,20200506LTKT0,200506_190215,76249,LT,3,154.49,9.6,1,126.61,2
2020,20200506LTKT0,200506_190549,78513,LT,3,130.89,2.2,1,138.28,2
2020,20200506LTKT0,200506_190710,77532,LT,3,119.12,19.3,1,125.28,2
2020,20200506LTKT0,200506_190911,71564,LT,3,142.14,32.9,17,118.63,2
2020,20200506LTKT0,200506_191237,79608,LT,3,127.83,-9.0,1,124.49,2
2020,20200506LTKT0,200506_191520,60523,LT,3,155.21,31.3,15,125.31,2
2020,20200506LTKT0,200506_191611,50506,LT,3,152.52,-2.8,5,137.04,2
2020,20200506LTKT0,200506_191854,78548,KT,3,130.45,37.3,14,138.47,2
2020,20200506LTKT0,200506_191942,64166,KT,3,138.72,-2.1,1,138.61,2
2020,20200506LTKT0,200506_192155,64006,KT,3,98.89,52.6,14,139.55,2
2020,20200506LTKT0,200506_192527,68050,KT,3,154.66,-0.3,5,145.09,2
2020,20200506LTKT0,200506_192830,68525,LT,4,119.18,28.9,14,124.81,2
2020,20200506LTKT0,200506_192937,68518,LT,4,105.8,-16.1,5,137.72,2
2020,20200506LTKT0,200506_193709,76313,KT,4,131.21,17.5,1,128.09,2
2020,20200506LTKT0,200506_193808,73113,KT,4,133.44,13.7,1,144.29,2
2020,20200506LTKT0,200506_194115,78548,KT,4,84.38,18.7,5,125.62,2
2020,20200506LTKT0,200506_194510,78513,LT,5,111.08,-8.9,5,118.92,2
2020,20200506LTKT0,200506_195031,71564,LT,5,122.01,-9.4,5,122.23,2
2020,20200506LTKT0,200506_195257,79608,LT,5,133.71,-1.6,5,116.0,2
2020,20200506LTKT0,200506_195516,64166,KT,5,148.47,-4.2,5,109.49,2
2020,20200506LTKT0,200506_195636,64006,KT,5,150.07,19.7,14,140.99,2
2020,20200506LTKT0,200506_195748,64004,KT,5,152.82,4.2,12,138.19,2
2020,20200506LTKT0,200506_200425,50506,LT,6,149.85,-0.1,5,140.36,2
2020,20200506LTKT0,200506_200806,68525,LT,6,164.21,-0.8,1,140.58,2
2020,20200506LTKT0,200506_201150,68518,LT,6,159.82,-15.8,5,138.53,2
2020,20200506LTKT0,200506_201432,68050,KT,6,150.2,13.9,1,146.0,2
2020,20200506LTKT0,200506_202030,67025,KT,6,150.01,-5.2,5,110.5,2
2020,20200506LTKT0,200506_202405,73113,KT,6,155.75,16.7,14,141.36,2
2020,20200506LTKT0,200506_202722,76249,LT,7,157.52,4.4,1,123.25,2
2020,20200506LTKT0,200506_202908,78513,LT,7,166.82,-5.2,1,122.15,2
2020,20200506LTKT0,200506_202959,77532,LT,7,124.65,33.8,14,138.9,2
2020,20200506LTKT0,200506_203040,71564,LT,7,150.35,30.8,14,123.29,2
2020,20200506LTKT0,200506_203258,79608,LT,7,108.27,31.9,14,125.33,2
2020,20200506LTKT0,200506_204100,64166,KT,7,137.85,-16.0,2,122.47,2
2020,20200506LTKT0,200506_204220,64006,KT,7,148.17,-7.6,1,129.1,2
2020,20200506LTKT0,200506_204545,64004,KT,7,137.39,31.0,17,143.28,2
2020,20200506LTKT0,200506_204649,68050,KT,7,144.34,68.8,14,142.68,2
2020,20200506LTKT0,200506_204809,74339,KT,7,129.99,37.7,14,143.48,2
2020,20200506LTKT0,200506_205112,60523,LT,8,149.34,17.6,14,137.28,2
2020,20200506LTKT0,200506_205446,68525,LT,8,132.32,16.1,1,137.14,2
2020,20200506LTKT0,200506_205837,68518,LT,8,131.39,37.2,17,136.76,2
2020,20200506LTKT0,200506_210631,76313,KT,8,129.62,31.9,14,138.73,2
2020,20200506LTKT0,200506_210816,73113,KT,8,150.17,30.2,15,138.79,2
2020,20200506LTKT0,200506_210906,50066,KT,8,119.21,59.5,13,139.42,2
2020,20200506LTKT0,200506_211327,76249,LT,9,155.46,13.9,1,142.11,2
2020,20200506LTKT0,200506_211515,78513,LT,9,156.09,16.0,2,141.87,2
2020,20200506LTKT0,200506_211610,77532,LT,9,121.68,-13.0,5,129.82,2
2020,20200506LTKT0,200506_211749,71564,LT,9,119.13,81.0,13,131.13,2
2020,20200506LTKT0,200506_212043,79608,LT,9,137.21,5.2,5,132.26,2
2020,20200506LTKT0,200506_212319,64166,KT,9,123.85,24.8,14,142.43,2
2020,20200506LTKT0,200506_212509,64004,KT,9,140.65,2.3,5,143.78,2
2020,20200506NCSS0,200506_183028,62907,NC,1,98.0,46.3,14,140.84,8
2020,20200506NCSS0,200506_183247,62947,NC,1,165.84,-5.5,5,136.01,8
2020,20200506NCSS0,200506_183620,62415,SS,1,135.65,17.1,12,128.74,8
2020,20200506NCSS0,200506_184015,62404,SS,1,111.8,-1.9,5,132.55,8
2020,20200506NCSS0,200506_184458,74465,NC,2,154.06,20.2,2,142.75,8
2020,20200506NCSS0,200506_184642,78813,NC,2,110.93,42.0,14,121.91,8
2020,20200506NCSS0,200506_185025,62931,NC,2,150.98,37.3,15,132.21,8
2020,20200506NCSS0,200506_185157,62934,NC,2,118.99,68.5,14,119.84,8
2020,20200506NCSS0,200506_185601,50468,SS,2,143.69,29.9,14,141.38,8
2020,20200506NCSS0,200506_185922,75566,SS,2,157.78,5.6,1,139.9,8
2020,20200506NCSS0,200506_190119,61404,SS,2,138.64,45.9,14,147.55,8
2020,20200506NCSS0,200506_190413,62907,NC,3,136.36,29.0,14,132.79,8
2020,20200506NCSS0,200506_190536,50923,NC,3,158.86,38.5,15,114.76,8
2020,20200506NCSS0,200506_190858,76232,NC,3,140.78,36.2,14,144.42,8
2020,20200506NCSS0,200506_192014,78813,NC,4,123.47,42.3,14,140.92,8
2020,20200506NCSS0,200506_192740,76849,NC,4,135.39,-11.5,4,134.92,8
2020,20200506NCSS0,200506_194828,50923,NC,5,119.13,2.6,1,134.85,8
2020,20200506NCSS0,200506_195136,62947,NC,5,124.08,56.3,13,144.25,8
