PIT_ID,HIT_VEL,HIT_ANG_VER,HIT_RESULT
210416_185441,117.67,22.5,1
210526_185543,113.27,33.9,14
190606_190213,125.78,-16.0,5
190926_194148,133.65,-4.1,5
180810_183729,129.44,26.9,14
190327_204239,137.38,24.9,14
200621_182930,107.09,23.2,1
190510_190746,134.72,34.1,14
180724_192711,145.64,24.9,14
200721_205947,107.64,-18.0,1
190711_184304,117.99,-23.7,4
180704_191607,138.48,0.7,1
210511_210151,81.9,13.9,5
180721_194927,130.17,82.1,13
180403_201341,71.75,41.8,14
190625_204642,113.01,0.5,5
200606_171535,135.71,-16.7,5
210418_144118,107.9,61.1,14
180914_195109,116.44,-12.9,1
210515_151247,142.44,-3.0,5
210502_163340,118.55,51.4,14
200704_194905,126.65,-3.9,5
190827_202431,118.37,47.6,14
190518_174532,129.83,36.0,17
180427_203515,169.21,5.5,1
200908_214631,135.8,33.9,14
190427_183020,143.48,18.9,14
180515_211720,164.32,27.3,15
190825_195117,59.46,5.9,5
210409_200943,143.77,32.0,14
201010_185445,139.84,69.0,14
180612_183134,141.45,2.6,1
210413_205651,127.56,68.7,13
200918_190135,145.84,9.9,1
190521_195640,131.07,-2.0,5
180816_211503,124.12,55.4,14
210702_203440,149.61,-6.0,1
180426_191146,122.27,68.3,14
190808_210552,119.88,8.7,5
190421_161813,135.31,46.2,14
200604_195322,158.63,14.7,2
180929_175158,100.75,21.6,14
180908_170603,144.07,11.9,1
200924_205855,155.09,16.9,1
200506_201808,118.57,38.3,13
180504_204121,115.82,86.9,13
181011_194151,138.68,71.1,13
210528_210417,124.22,10.3,1
181012_194546,148.97,7.7,12
201010_172347,117.32,55.8,14
190502_210434,93.37,22.2,14
181004_210217,121.84,43.9,14
201004_165225,124.01,71.6,13
190419_193343,133.08,28.5,14
180616_191529,141.14,-3.8,1
180601_193908,138.87,16.9,1
190602_195831,125.23,-4.0,8
180718_193125,144.19,19.0,14
201027_190457,148.02,29.0,15
190908_163533,145.32,27.4,5
180426_202715,124.9,-6.4,5
200829_195713,156.79,38.7,15
180911_205650,132.51,44.1,14
210623_202006,140.04,-1.4,4
210605_170248,124.12,10.6,1
200812_185233,134.69,23.2,14
190509_205227,127.2,39.7,14
200611_192838,136.36,26.4,14
180908_184601,150.77,28.6,14
200813_184125,145.56,50.7,14
210701_183249,141.35,37.0,14
190822_201850,154.34,16.5,1
180907_202659,115.44,39.8,1
201017_170739,138.01,48.6,14
190601_193558,155.08,1.1,1
180515_204758,128.53,8.7,1
180424_212032,126.44,20.5,14
200515_201845,121.34,2.2,5
180412_210520,157.66,1.5,1
180509_190202,53.64,36.2,5
180330_231113,125.03,9.7,1
180608_193556,146.35,9.9,2
190914_183228,113.2,31.1,14
210522_184515,117.2,38.8,14
190509_203933,104.09,83.5,13
190517_205626,70.71,53.9,14
180605_192112,152.41,-2.7,5
190416_195300,150.99,-1.7,5
180607_210259,149.16,23.1,2
190703_201437,116.85,66.6,14
190525_194253,128.18,33.7,14
200617_185851,147.32,14.5,14
210513_221558,96.34,-18.1,5
190526_140541,153.6,-11.0,5
180721_191036,125.22,9.0,1
180801_194410,128.0,37.8,14
190619_184639,148.43,22.2,14
200807_183027,130.36,31.3,14
190622_171706,148.83,-3.7,5
190703_202438,150.55,2.8,1
210602_215408,161.35,-9.6,5
210511_210823,134.07,23.5,14
200909_200435,146.23,-24.7,1
210522_194257,145.45,42.7,17
190521_203134,118.51,24.4,1
210705_201907,127.54,20.3,14
200513_190623,116.79,27.7,14
200808_204613,157.06,-8.9,5
180804_194643,161.1,10.1,1
210423_190240,128.76,67.4,14
180724_212143,134.64,-3.4,1
200605_212847,149.0,33.4,15
190510_195859,139.98,26.2,14
190920_183324,128.2,-3.7,5
200606_182423,123.47,20.9,2
190912_192543,140.29,-2.0,5
180708_203128,132.9,17.9,1
180615_214516,146.21,4.7,1
180526_195525,147.54,36.5,14
190718_200757,105.72,6.2,5
180815_190543,90.0,63.5,14
190329_214019,99.21,25.4,1
210509_183343,113.95,4.5,5
201003_140713,157.59,-4.1,5
200813_203842,134.59,40.3,17
210418_145854,121.26,47.9,14
210604_202253,156.39,3.0,1
201001_145407,133.75,12.0,1
190516_185424,124.36,47.0,14
180426_184718,125.39,37.2,14
180726_201816,101.15,-5.4,4
200617_183836,145.06,18.3,14
200510_143909,148.87,37.7,14
180525_205112,139.51,15.7,1
200829_180339,110.13,66.2,13
200619_220558,154.74,8.8,1
190501_214214,154.09,5.3,12
200911_191440,154.72,-13.6,5
180515_212702,127.35,15.5,1
190605_210300,146.54,-9.3,5
190926_191148,101.63,-9.1,5
200606_151455,136.03,32.4,14
190528_184037,136.64,58.0,14
210406_220359,153.43,19.7,14
210613_180211,148.74,9.6,1
200614_171852,117.11,-14.5,5
200704_194702,151.39,29.9,15
200910_204119,164.12,40.0,15
210709_221129,64.93,33.6,4
190421_153309,152.85,20.3,2
200917_205646,143.38,2.6,1
200527_183211,126.64,74.6,13
190808_201300,93.33,14.6,1
201015_211916,141.14,-4.0,1
180331_191958,125.95,36.1,14
210617_215100,116.83,2.6,5
200621_183056,148.34,27.9,14
210528_184140,142.22,38.3,17
200520_192335,125.34,75.7,13
190405_185504,123.18,14.5,1
190501_195225,147.8,27.4,14
190702_193226,152.99,-5.2,1
190811_170417,119.66,-8.0,10
201027_212243,81.04,-23.1,5
200618_183432,150.47,-15.9,5
180415_162351,146.88,-0.5,1
201016_220608,133.55,45.7,14
210605_171612,141.32,12.6,1
190329_214118,158.53,2.4,1
180531_194444,112.83,-1.7,1
190912_174829,138.33,-0.9,5
190424_195054,119.86,0.4,1
180923_142610,131.33,63.3,14
190607_194921,91.58,70.9,14
190908_155722,135.37,35.9,14
210424_192959,114.67,-10.7,4
200517_171047,118.62,-10.8,5
180726_200405,95.9,5.8,4
200509_171417,106.72,81.9,14
190430_192709,142.03,5.1,12
190908_145127,141.43,-15.7,5
190511_170121,151.21,5.0,1
190820_193315,152.18,2.1,1
200802_171727,143.8,-0.4,5
200910_210855,123.51,65.9,14
180401_161325,149.95,-14.2,1
190516_201455,97.16,11.3,5
190414_135948,100.43,29.0,1
180623_194747,124.12,44.7,14
180913_210806,156.38,-4.3,5
200701_203910,139.29,17.6,14
180606_195807,167.63,2.9,5
200707_190946,126.56,12.4,1
180923_161043,148.45,14.1,12
210601_185654,139.28,29.8,2
200626_183335,113.1,25.0,14
190514_201346,131.4,-17.5,8
201015_200448,115.95,60.0,13
200903_212100,113.28,2.0,5
190824_205209,139.82,-17.9,5
200610_194547,148.68,27.4,15
210428_205352,109.22,66.8,13
190521_215954,148.99,8.3,1
190626_195656,158.28,28.0,15
190607_190900,137.65,-9.6,5
190731_203955,117.85,18.7,1
200903_183910,121.68,32.8,14
190502_194247,117.93,23.6,1
190817_195719,89.37,31.9,14
200627_170459,147.45,55.7,14
201008_195052,152.81,14.7,2
180330_215922,156.56,-0.3,5
180527_164319,134.37,23.0,14
190410_204616,165.52,-6.9,1
180907_213217,125.75,12.7,1
180601_194136,118.75,23.8,1
180630_195259,82.35,-26.6,5
180620_195519,153.1,25.3,14
200830_191136,136.38,0.8,5
180403_200444,168.27,12.9,1
210618_211329,134.03,-6.9,5
190711_200227,150.1,10.4,2
201003_185110,153.96,1.5,1
190420_171211,136.33,15.6,1
180720_211327,137.4,20.6,14
180422_161837,117.51,48.4,14
190507_195027,159.28,-6.5,1
200529_212015,151.41,37.7,14
180614_191043,139.28,24.9,2
190817_203833,124.07,22.8,14
190331_171653,103.73,34.4,1
180327_194710,153.36,10.1,1
200719_181652,154.82,51.4,13
200926_181144,143.08,24.5,14
180520_170232,138.95,48.6,14
210505_140500,154.24,35.0,2
190517_210816,127.98,-9.5,1
190910_193220,142.46,23.2,14
180515_200816,84.89,-31.5,4
180327_200332,123.28,56.3,14
200905_180822,129.53,80.1,13
180922_205448,136.75,-10.1,5
190919_183937,159.89,15.0,2
190402_190007,118.57,-13.8,5
200626_201352,83.17,54.5,13
200508_193537,158.57,-4.4,1
180504_211503,146.39,1.9,12
210430_202313,164.38,2.5,1
190921_193112,80.01,62.3,14
200828_205937,110.8,41.7,1
190605_204826,136.89,5.2,1
190702_183902,115.14,84.4,13
200924_212705,142.56,25.1,14
210513_211722,133.32,-8.4,5
190804_200753,148.39,18.5,14
200909_202510,154.84,19.9,14
190901_151846,146.62,1.1,5
210622_191609,146.51,-7.8,8
180405_190708,137.66,13.1,1
190414_171320,143.9,-14.7,1
200610_202331,142.09,-1.3,5
200703_201415,130.9,35.9,14
200512_202520,168.3,-2.8,5
190414_161354,119.07,38.1,14
190611_184531,141.69,31.2,14
210604_204525,141.54,45.6,14
190323_161153,122.59,41.0,14
200522_205706,148.1,16.1,14
180912_191351,148.6,26.5,15
180413_214324,118.37,24.2,1
190516_185113,129.94,60.3,14
201006_221500,106.03,24.5,1
180508_192339,122.01,44.8,17
190727_213508,174.3,28.7,15
210609_215050,139.43,-1.5,5
180511_192916,155.57,13.6,1
190328_203543,149.57,-6.2,1
190926_194951,153.93,-7.8,5
190327_202631,133.17,6.7,12
200726_191051,144.46,9.2,2
210602_191223,150.01,30.8,15
180602_194649,96.83,-0.6,5
190916_213201,110.71,5.9,5
210429_195651,162.48,-19.9,5
190730_195741,111.43,25.8,14
201002_145737,130.22,31.5,14
210418_150158,146.39,26.4,14
200701_185746,100.56,20.5,1
180608_201616,137.04,68.5,13
190717_193133,150.71,34.0,15
200617_193500,151.62,14.3,1
180927_203027,120.31,27.3,14
210611_194704,134.19,40.8,14
190331_174405,102.43,49.1,1
210521_214824,151.51,-3.1,8
210502_170328,169.58,3.2,1
210526_190204,140.13,24.4,14
190828_193334,110.39,43.3,14
180415_155901,95.02,-16.5,1
190414_150716,150.35,-19.7,5
210416_184334,145.56,-15.5,5
210408_194044,157.46,15.7,12
200820_200022,116.45,-9.3,5
180408_145436,154.12,2.0,2
210604_220756,87.57,-3.3,5
210418_144308,130.39,50.3,14
190809_201256,117.18,50.1,14
210422_191142,91.73,0.2,5
190908_151848,102.34,6.4,5
200830_175300,135.35,32.8,14
180624_171548,128.35,10.8,1
180327_193040,127.15,33.3,14
210610_190731,131.8,57.5,14
210501_200443,150.68,23.7,14
180511_210211,113.08,72.3,13
201023_192101,152.97,6.1,1
190522_191117,153.09,36.1,14
201003_164659,123.02,62.6,13
200726_180059,62.61,39.4,5
200814_194038,116.29,-5.7,5
201024_202428,150.46,34.4,15
190621_204304,123.88,-16.5,8
180729_193547,109.3,-15.4,5
200516_151057,155.93,-0.7,1
200625_180000,152.52,25.6,15
180731_195134,135.46,25.8,14
180626_185021,148.33,8.7,1
190412_192748,166.94,-8.5,5
190526_171649,125.31,26.5,14
210410_170935,122.92,-9.9,5
200604_200413,155.44,22.5,2
190606_142450,114.98,42.6,14
200604_191253,116.81,3.8,5
200906_153430,146.86,28.9,15
210423_185700,131.97,-13.9,5
190801_194941,129.53,3.5,12
180411_183524,158.08,6.4,1
210507_203310,148.74,-3.2,5
180404_211943,168.66,8.3,5
190718_183054,114.89,10.2,12
210429_210356,124.54,81.8,13
210526_191947,142.09,12.2,12
201016_205856,146.46,-9.0,1
210706_204432,151.31,-2.3,5
200815_183710,161.91,-0.1,1
180814_184343,167.24,7.3,2
210427_212809,156.21,-3.7,5
180617_200718,154.84,-16.0,5
190608_194250,160.81,22.3,2
200901_195123,163.06,2.1,1
180601_210101,153.11,14.7,1
180419_211703,132.95,52.7,14
210606_195802,131.49,-11.4,1
180412_204112,118.32,62.8,14
180502_205025,126.52,15.2,2
200524_164202,101.34,25.7,1
180324_141759,163.35,-3.8,1
180616_170844,91.2,-14.4,5
190811_195526,151.03,14.2,14
180608_212321,132.52,32.6,14
180808_224309,109.96,7.9,1
180905_195830,129.82,32.4,14
210706_215849,160.05,3.9,1
180421_181107,144.3,12.6,1
210530_165723,122.68,49.0,14
180728_195219,138.17,69.2,14
200912_180625,75.71,28.4,14
200521_191347,133.46,29.9,14
200802_174233,148.78,5.2,1
190419_185929,138.16,30.3,14
180424_191606,122.01,33.5,14
200510_151905,125.63,59.4,14
190419_220604,71.17,-18.8,5
190903_194755,142.87,-4.7,5
190711_194545,72.83,51.6,14
190705_191155,110.51,-9.1,10
190728_195300,153.4,33.5,14
200617_214049,132.65,-1.1,5
180811_205443,110.81,72.0,13
190428_160438,101.87,3.7,8
200708_183042,117.09,50.6,14
210511_193424,131.12,26.5,14
190602_200512,104.48,79.7,13
210627_191334,164.92,13.4,2
210410_152436,149.88,58.1,14
201031_172227,118.2,-8.1,5
190925_190555,142.08,-2.5,5
210622_184126,119.22,56.5,14
180905_192427,146.71,67.6,14
190330_183544,86.0,-12.6,5
190801_192214,156.12,3.3,5
190521_213626,150.73,27.1,14
200627_173434,141.71,-11.7,5
200627_184806,134.87,3.7,1
190423_193541,159.4,-8.4,5
210409_205711,137.21,20.0,14
180522_165822,115.87,0.8,5
190614_211542,152.08,-4.6,5
200806_210301,121.7,-9.7,5
190406_192219,105.26,81.5,14
200516_184523,104.72,-8.8,5
200918_195846,138.14,24.7,14
210602_193604,126.11,10.3,2
201007_183913,156.92,9.3,1
200815_195220,119.69,-10.2,5
190913_144243,121.01,52.1,14
190530_220003,133.93,40.1,13
210409_205926,128.8,-19.3,8
190704_184001,159.44,21.4,15
210627_193843,140.16,-0.6,4
210625_201721,134.23,-4.5,5
200922_201913,126.86,29.7,14
180804_201704,138.39,66.2,14
200828_185218,107.25,21.2,1
190627_190407,117.65,43.5,14
180617_182927,142.56,13.9,1
180518_194657,79.82,9.0,5
190531_203439,133.2,26.0,14
180410_183236,96.05,-12.1,5
200507_212954,131.67,52.1,14
190528_185445,96.25,58.6,13
180726_193102,148.24,9.9,1
180731_183015,153.19,43.4,14
200915_200616,147.76,21.1,14
180515_191525,155.41,18.3,2
190509_185553,127.73,-4.5,5
190917_203432,143.54,3.5,5
190830_191932,98.9,44.0,14
190514_183301,79.1,7.6,1
180815_183535,102.34,-11.6,5
210617_215129,127.11,62.9,14
180427_184327,155.51,-4.1,5
190504_183025,136.83,1.4,8
201009_175116,123.46,14.7,1
210615_222545,123.73,-10.6,5
210527_183430,131.52,55.9,14
190903_202650,122.89,17.9,2
180705_203055,158.01,2.4,5
180612_185039,139.28,68.8,14
180914_204322,116.23,-16.9,5
200627_190846,137.35,-13.8,5
180626_220421,147.34,-1.4,5
180328_190613,104.53,38.9,1
201008_211235,152.62,25.6,2
210606_171103,136.52,27.4,14
201015_204145,138.16,52.7,14
180619_192822,135.07,41.3,14
181013_183415,131.79,14.0,1
180424_214050,109.38,-13.4,5
190614_204620,162.51,14.4,1
200701_211552,152.71,-0.6,1
190508_190024,156.77,12.5,1
180701_192126,162.84,15.5,14
190910_184425,145.32,-9.0,5
180410_191659,93.93,48.3,13
180801_193340,127.11,49.7,14
200527_200755,134.07,-13.9,5
190804_174444,146.35,1.7,5
200516_193029,138.69,66.8,14
180918_214845,132.13,50.1,14
190518_175748,144.24,27.7,14
200906_143855,109.44,-4.5,5
180403_183524,121.99,43.0,14
180415_162102,134.66,10.7,1
190703_211144,134.79,43.0,14
180928_203023,131.53,55.5,14
180414_170639,149.43,6.2,1
180427_204642,149.23,13.1,1
190523_185506,83.7,21.0,5
201007_150537,136.39,19.1,1
200606_155356,141.04,-3.7,5
200527_210034,154.42,14.2,2
200909_193144,126.03,59.3,14
210617_213329,160.1,-0.4,5
190920_192453,124.89,66.2,14
180530_201208,103.21,74.1,13
190815_172308,139.25,-0.6,5
200619_184915,151.48,10.7,2
180622_192153,143.8,-0.8,1
190707_181147,96.29,53.3,14
181010_170130,140.86,31.9,14
180422_151338,171.3,20.6,2
200701_193154,147.31,-13.8,1
190604_205347,148.62,21.5,14
190815_192903,149.01,-3.8,1
190530_221713,130.88,1.0,5
190630_203930,126.5,29.1,14
200724_190509,122.1,24.7,2
200918_202947,113.1,-4.9,5
190901_155221,148.83,5.5,1
190919_153901,109.25,37.2,1
180929_181741,148.45,2.9,5
200917_191849,117.93,51.1,14
190612_213236,111.85,36.6,14
190412_184923,154.54,32.5,14
200904_203834,139.6,-4.7,5
200605_191210,144.58,37.9,14
200607_195621,82.31,-5.4,5
190412_195102,156.05,-2.4,5
180908_202307,109.84,4.2,4
210428_191854,133.7,40.2,14
200829_204139,133.62,27.2,14
190914_180711,117.05,8.8,1
180706_215931,108.03,30.6,14
180424_204824,153.01,-6.3,1
200929_203812,155.64,5.2,1
180920_205003,133.56,76.3,14
200630_193208,112.6,83.4,13
180812_192732,98.49,22.9,1
180909_143516,107.79,-7.1,5
190414_143342,146.52,18.5,2
190613_210938,161.66,5.2,12
201018_155533,106.42,2.1,5
200820_205431,113.52,1.8,4
201006_184452,145.75,12.7,1
210422_185052,147.19,18.2,14
180520_155753,118.61,75.4,13
210609_203442,137.38,15.2,1
180602_200440,150.13,10.8,1
200620_190839,140.82,22.1,14
180410_193426,154.32,9.8,1
180704_183857,155.32,31.1,15
190614_193110,158.6,18.6,2
201004_143233,149.34,14.4,1
190625_200043,144.04,29.6,14
190512_150719,139.99,17.2,12
180616_191317,103.92,-15.9,5
190420_185037,107.64,39.1,14
200607_173201,122.28,58.1,14
180620_204410,141.48,-15.4,5
190410_193315,107.3,61.9,13
190427_192739,129.92,47.4,14
210513_203128,157.83,15.0,2
190618_220047,129.52,23.7,2
180511_203801,145.3,56.1,14
200702_211400,107.55,-5.5,5
180802_210105,140.85,7.4,1
180919_203937,119.8,29.2,14
210513_203736,144.68,0.8,5
190403_201047,165.22,7.1,2
200527_201857,125.94,34.9,14
201016_212535,145.35,13.7,1
200905_180701,141.96,10.8,1
190830_222156,123.95,-2.3,1
210623_192144,140.12,35.2,14
180704_194019,142.31,14.7,12
180914_201753,144.16,36.2,14
180425_185545,126.58,16.1,1
210523_154116,140.8,15.6,14
190929_143218,137.78,11.6,1
190806_213549,138.58,31.6,14
210629_193005,146.22,29.3,15
180814_220517,128.0,11.8,1
190625_210204,110.6,50.3,14
190704_183515,149.99,59.3,14
190324_142347,123.51,-3.9,5
190709_192340,155.46,25.9,14
180720_194239,134.18,22.5,14
190324_150617,100.51,55.8,13
201003_144430,135.32,31.0,14
180607_214452,117.29,-8.0,1
180808_212009,141.46,-7.5,5
200920_154117,136.35,5.1,1
180608_192649,84.16,33.3,14
200912_174752,141.81,7.1,1
210604_215219,134.25,19.1,14
200711_203636,153.3,26.1,14
210509_140121,107.5,-16.2,5
190526_160812,137.42,21.8,14
190728_204916,141.02,-4.4,2
201001_155236,130.77,22.2,14
200925_213605,142.56,-5.8,5
210612_175326,130.75,12.9,1
180405_204241,108.82,-14.2,5
200912_181436,149.37,-6.5,5
180613_191942,123.0,20.9,1
210502_165629,89.16,-14.1,5
200929_194248,153.02,-4.3,5
210422_205313,152.03,-6.5,5
190419_185809,126.01,71.0,13
180414_193606,150.66,-3.2,5
180531_185753,153.29,13.9,14
190705_193554,146.28,9.9,1
190707_194947,135.31,22.3,2
200505_160412,120.11,-0.8,5
200506_205704,144.02,11.9,1
180427_194754,167.35,24.1,15
190404_194909,161.21,10.8,2
190627_182932,117.03,-6.2,5
190402_192200,140.86,16.3,1
190717_203624,84.98,7.5,12
180527_142340,145.68,-8.5,5
180504_191817,92.08,-20.1,5
180505_165140,150.44,-8.4,1
200702_205156,148.88,22.2,2
180706_214318,92.64,-10.4,5
190822_185600,124.07,3.2,5
200505_173511,159.39,42.1,15
200913_153341,141.4,38.0,14
180904_190655,137.8,-3.2,5
180505_163924,105.15,-0.1,5
180928_194324,73.9,-33.0,5
200818_184944,158.4,-5.6,5
200710_183204,133.45,0.1,2
200815_194155,141.24,25.4,14
200614_182351,139.44,17.0,14
180926_142337,87.46,61.3,13
180728_211304,168.35,23.0,15
210502_144735,160.73,-1.7,1
180401_150658,134.37,51.4,14
200917_211756,122.15,33.6,14
180513_155626,148.3,-1.9,1
200728_203119,123.69,7.8,1
180918_193530,115.03,-3.2,5
190901_154915,158.66,20.0,14
190731_191652,138.37,41.8,14
180905_201844,79.68,-25.3,5
190405_204630,147.64,-4.4,2
190428_162419,142.27,23.7,14
180930_155732,151.77,8.0,1
200702_202946,126.38,7.1,1
190509_183323,125.58,7.9,1
190614_192138,150.51,22.2,14
180807_212957,55.42,-19.9,16
200515_214227,140.2,10.2,1
200508_185315,160.98,6.6,5
190512_142825,166.25,-4.7,1
190714_183340,100.14,6.5,5
200522_190724,150.25,-16.1,5
190815_172947,140.82,21.0,14
190531_184123,152.99,1.1,1
201003_141717,139.04,73.3,11
190509_211619,142.98,21.2,14
180909_165844,107.4,75.5,14
190704_203040,105.81,39.4,14
190628_183630,127.81,16.5,1
200703_185537,132.26,40.3,14
200613_182131,147.34,18.2,14
200623_211644,130.01,22.9,14
200514_201835,149.01,32.7,14
200628_195622,100.42,62.9,13
210423_211443,156.31,0.9,5
190421_151753,144.73,19.6,14
200926_183302,139.75,23.4,14
190824_185922,153.51,-3.9,8
200731_215200,161.62,6.9,1
200527_195909,63.51,-10.3,5
180530_211827,118.24,0.9,5
190501_191525,164.39,-6.5,5
180918_192451,136.82,23.8,14
190327_200231,154.01,14.2,12
180624_192911,102.79,-5.1,5
180816_220444,142.23,15.5,1
201029_203221,157.83,9.2,2
190530_195909,145.63,23.6,14
210511_211813,113.53,59.9,14
190329_192434,152.88,13.3,1
180925_145159,162.39,2.6,1
200607_183847,145.94,-10.8,5
180328_202844,143.59,6.6,2
180816_190627,117.75,37.4,14
210417_193140,94.03,25.5,14
180908_203908,135.8,-4.8,5
190601_184702,136.18,31.6,14
180615_193715,67.65,20.5,6
190804_172507,84.04,38.3,14
200909_192700,89.76,12.3,5
180922_170853,109.1,19.5,1
190925_205201,110.46,23.9,1
190810_194637,118.57,37.4,14
210413_205114,146.76,-10.2,5
180617_181534,139.69,-16.3,5
190810_200628,121.41,21.1,1
190410_183611,113.24,17.2,1
180425_193523,122.15,37.5,14
200620_201100,147.67,22.6,14
190421_143008,118.54,2.0,5
190920_201653,136.66,31.2,14
210501_170547,133.23,80.5,4
210706_192727,94.81,-19.4,5
180325_151017,156.96,-7.1,8
201015_195640,154.28,12.1,1
190821_190638,134.61,-6.0,5
190926_184803,128.73,-23.2,5
190702_211916,101.9,14.5,14
200721_211921,163.47,-4.5,1
210501_190942,156.29,8.0,2
190822_210559,107.56,17.1,1
210425_161209,151.71,-0.4,1
180928_195545,139.86,-18.7,5
210624_193626,151.08,-1.3,1
190714_195054,145.78,27.3,14
190916_202245,128.17,21.2,14
180802_203103,159.24,-2.0,5
210612_190506,151.38,17.1,14
200918_192433,93.63,-18.2,5
190811_175609,148.02,21.3,2
180626_210912,157.47,22.9,2
180920_212434,134.82,6.1,1
180907_212217,164.49,22.2,15
200724_194821,141.41,22.7,2
180728_190013,165.02,9.4,2
190501_193820,105.09,35.2,1
180722_200922,153.61,-12.8,8
180419_193146,131.34,-11.2,8
190913_170638,133.89,31.2,14
210615_211837,158.05,13.5,1
200925_195252,118.86,11.9,12
200520_195712,152.34,-4.4,8
190825_192442,132.83,42.3,14
200829_182022,160.23,-8.4,1
210605_192005,120.28,13.0,12
200903_211315,143.9,23.5,14
200701_201138,153.29,25.2,14
200701_193153,125.13,16.9,1
200804_184504,151.28,20.0,2
190913_150040,129.3,4.6,5
201015_195023,137.18,7.9,1
200903_195759,127.55,10.6,1
210601_204545,136.19,-15.6,5
190326_202614,124.09,57.2,14
200923_210339,109.8,72.7,13
190702_184140,83.84,60.6,13
180904_192819,139.03,34.3,14
200731_213941,139.39,6.8,12
200517_170237,115.97,12.4,12
190420_174739,122.34,12.5,12
180731_212631,152.69,21.9,14
180726_210635,125.8,-2.7,5
180913_194454,143.54,28.1,15
190927_211045,131.3,10.4,1
200709_204441,124.67,43.3,14
180720_211432,152.99,19.8,14
180615_185419,150.67,4.0,12
190921_200445,138.76,19.8,2
180519_191327,151.97,28.1,15
200621_192215,143.5,-17.7,5
210601_191832,90.79,23.5,14
200909_211257,157.62,22.7,14
200709_212444,140.35,-7.2,1
190627_213518,144.93,16.1,14
210509_163735,150.58,-4.8,1
200911_190719,135.94,-17.6,5
190423_202934,141.6,2.0,1
200609_215903,110.28,5.5,1
180731_202428,129.33,62.0,14
181012_191324,155.83,14.8,2
180904_213843,139.88,39.6,14
200808_202001,155.24,20.3,14
190924_184955,133.33,9.1,1
201006_214805,114.04,-13.2,5
190928_184722,136.7,1.5,4
200602_192851,146.13,46.0,14
190706_203903,142.08,23.6,2
210527_203448,101.37,29.0,14
210619_200357,130.65,2.0,1
210415_222445,94.56,32.1,1
200621_183544,96.8,-23.4,5
200617_193810,155.12,18.4,2
190529_191002,127.31,21.3,14
200604_185442,140.58,38.4,17
201009_170142,146.04,20.1,14
210420_214534,152.93,10.1,2
190908_151549,139.21,4.8,1
190529_202015,140.29,8.1,1
200724_185637,153.88,-2.0,5
200922_200642,160.5,22.4,15
200621_190657,142.18,26.4,2
210608_211312,108.21,78.9,13
200906_151036,162.88,-3.2,5
180927_202219,130.72,9.8,1
190402_201557,104.94,11.7,4
200602_195008,137.63,24.7,14
200912_171538,158.97,3.3,1
180717_221910,138.61,78.0,14
190912_172504,120.56,17.7,1
200505_141618,156.38,21.0,2
190412_192116,136.65,-14.3,5
181007_152625,151.53,36.8,14
