HIT_VEL,HIT_ANG_VER
114.27,-10.2
166.58,0.1
133.89,-20.2
150.72,15.3
130.2,28.3
144.96,-1.0
111.32,11.6
152.27,16.9
115.78,-4.7
149.28,21.2
96.9,25.9
135.35,56.8
162.51,13.6
139.97,30.6
114.14,64.0
125.17,13.6
132.74,7.6
100.55,4.4
152.83,22.7
146.75,-6.9
150.99,-2.3
131.93,22.0
146.41,28.6
148.52,27.2
126.05,-3.6
157.63,-6.0
146.45,4.1
116.43,-5.9
130.39,-13.5
130.41,-3.2
157.53,23.0
151.07,-9.3
155.02,32.0
156.42,12.5
130.86,64.1
122.29,-5.4
161.53,-3.6
131.99,48.0
137.52,19.9
144.51,19.8
139.68,2.8
135.97,17.3
128.31,-7.8
148.24,26.4
137.61,39.8
107.68,-1.8
106.97,-9.8
136.76,50.6
160.63,4.1
152.76,17.9
133.4,28.8
151.65,12.5
158.16,5.7
130.54,-13.0
134.4,17.0
143.84,27.1
129.19,5.0
147.88,-0.2
146.93,-3.5
129.61,-5.2
143.13,53.8
107.31,-14.0
104.57,-9.0
116.93,72.4
95.99,-10.5
133.73,0.2
139.33,43.2
132.91,24.5
120.91,6.1
34.55,4.3
138.91,12.0
128.22,2.4
107.38,39.8
152.51,16.2
158.88,43.9
120.58,23.8
93.29,73.0
124.18,32.1
115.98,60.4
140.33,-13.8
109.38,-5.8
123.24,10.8
144.92,2.8
160.46,29.5
128.24,-21.4
133.82,29.0
140.45,22.9
153.76,6.4
145.26,-3.5
145.99,4.5
150.52,29.9
121.34,46.3
162.22,13.4
146.59,34.2
142.41,14.3
119.56,-2.6
134.86,64.7
159.65,4.0
122.49,14.4
165.57,-3.7
135.86,-5.1
155.84,1.4
150.76,21.8
141.24,-8.8
150.21,29.5
86.87,19.3
141.65,8.3
124.38,12.2
153.81,39.1
150.32,-8.0
153.18,28.3
136.21,14.0
148.68,9.3
131.51,18.4
124.61,28.1
137.19,15.4
116.3,-4.1
147.21,17.8
158.67,14.5
114.54,42.3
159.03,17.0
103.36,73.1
148.13,1.8
130.52,50.9
148.64,-1.3
99.22,42.7
158.4,-12.9
140.79,34.9
99.0,81.4
150.98,27.3
133.48,-17.2
129.07,24.8
117.77,35.1
117.02,29.6
110.45,12.5
129.92,50.3
135.43,69.9
165.39,24.5
106.43,-15.0
61.79,41.4
145.39,6.8
156.05,7.2
115.94,-8.1
108.22,35.3
155.31,17.4
113.09,75.6
124.19,-10.7
116.06,20.1
148.42,-4.3
106.02,61.1
156.55,-14.0
131.45,42.5
155.72,17.5
137.71,11.0
99.91,46.1
132.24,43.1
117.86,80.2
155.14,22.1
104.46,-5.1
159.32,10.1
119.6,4.5
140.17,-15.9
148.48,24.7
113.17,86.7
137.67,33.7
137.95,41.3
167.08,-5.5
150.65,58.1
129.07,23.1
160.29,-9.6
148.12,32.3
138.46,-4.5
98.1,-26.3
145.12,33.0
115.99,39.7
82.86,-30.9
104.85,15.2
151.74,5.2
156.21,3.6
137.08,-8.2
148.97,-12.1
147.36,1.2
152.36,1.5
160.06,0.4
153.93,26.5
145.66,30.5
139.38,17.7
142.56,-16.7
81.58,-22.7
171.16,-3.7
148.95,-16.3
130.99,48.1
124.94,31.8
136.74,39.8
138.06,53.8
147.15,-12.5
132.76,38.4
123.65,34.9
154.86,8.5
151.88,-6.7
167.21,-4.5
132.25,30.2
134.46,49.4
155.5,1.7
156.15,11.1
151.31,2.5
132.77,68.7
133.72,-9.9
141.05,36.9
145.89,6.7
98.51,45.3
104.82,-21.3
145.74,12.0
135.14,57.3
136.25,36.3
118.74,10.8
153.5,-3.6
122.71,49.9
128.69,61.3
162.94,7.3
134.14,41.7
170.2,-3.5
145.29,-0.7
128.58,61.9
134.5,47.0
145.03,5.9
151.77,19.1
143.24,52.8
146.63,9.5
150.33,4.1
141.51,-23.7
136.37,-0.3
130.97,-8.3
130.3,24.2
156.83,29.7
157.39,20.4
145.96,36.8
102.18,-3.3
145.45,42.7
108.77,-7.3
118.36,81.1
102.71,77.9
155.61,6.6
148.66,11.1
133.02,-0.7
156.54,14.0
163.81,28.6
159.1,14.7
124.69,-19.4
125.91,-1.9
118.84,3.9
151.36,-6.0
151.31,4.6
90.47,59.5
158.82,10.5
160.22,27.8
153.81,26.6
116.57,-6.5
152.73,11.6
108.81,76.3
79.05,-23.9
164.43,13.5
139.59,13.1
149.63,51.7
124.6,32.9
109.66,33.0
110.74,0.4
150.93,4.6
122.95,22.2
112.89,-5.9
138.42,-1.7
123.62,13.3
139.54,22.9
124.16,13.0
105.31,-10.8
142.24,6.4
156.45,11.6
135.59,73.8
116.21,62.5
165.48,9.9
109.73,0.7
153.72,21.0
136.14,5.5
141.0,15.8
129.05,42.9
109.41,-13.6
135.67,-2.7
143.32,9.0
130.69,44.7
138.66,2.5
121.82,-3.5
156.7,13.7
100.05,75.0
155.1,-5.5
155.24,18.2
105.16,9.0
149.4,0.4
140.37,25.7
145.0,-11.8
94.26,51.5
145.18,7.7
143.15,46.1
118.9,-5.1
143.46,0.1
145.64,3.2
161.86,-9.2
150.77,3.8
119.64,4.6
143.82,21.1
137.21,4.7
158.46,-4.3
109.34,47.4
116.28,-19.3
103.12,-17.1
146.55,-6.6
145.39,14.8
144.15,34.9
112.87,72.7
153.82,-6.4
135.86,28.6
127.71,15.4
154.21,-4.1
78.1,-10.8
118.37,1.9
128.81,57.2
99.8,26.2
125.44,-2.7
149.69,27.7
124.57,50.4
136.04,60.1
129.36,10.1
125.98,8.6
87.44,27.1
159.96,9.0
125.52,-2.6
147.68,1.5
125.1,38.5
159.52,20.9
157.87,8.8
151.06,7.6
140.88,14.8
130.2,65.9
159.52,-3.4
110.08,0.5
158.31,8.9
145.37,52.8
135.84,2.5
160.39,2.9
153.79,13.4
143.46,22.1
138.65,1.4
129.57,-9.4
109.83,36.1
130.72,31.9
137.22,22.2
141.1,19.7
126.07,24.0
147.41,27.7
130.45,2.7
147.85,33.8
140.32,28.7
143.23,-2.4
147.55,28.3
152.03,5.8
89.35,29.1
153.17,10.1
145.83,22.2
139.88,27.3
131.81,75.2
147.1,-8.7
140.93,12.8
99.9,9.4
97.92,-11.2
148.02,11.7
128.96,55.8
116.8,4.5
111.54,67.0
160.95,-1.4
129.96,19.7
152.06,27.1
149.9,-12.9
144.5,16.6
132.52,25.0
123.49,6.8
126.71,67.9
123.87,43.3
147.89,-4.7
116.91,41.0
125.41,38.8
167.51,-3.9
146.13,3.2
136.83,-0.7
141.97,3.1
137.62,38.5
161.08,13.3
156.8,28.6
107.46,15.7
126.7,44.9
151.18,-5.4
137.83,8.6
153.42,7.3
163.01,11.1
145.48,4.7
145.25,30.5
140.55,-6.9
153.53,-9.4
155.38,7.8
141.28,-5.4
122.1,27.8
135.07,5.3
150.65,1.1
147.5,49.1
146.07,21.8
122.67,11.0
110.78,-8.0
154.78,24.7
140.68,44.5
121.62,43.3
136.84,46.3
78.42,41.8
122.46,6.3
147.57,16.0
139.03,18.5
109.87,8.3
142.3,5.8
161.3,19.6
114.67,-8.6
126.41,58.5
102.07,22.0
152.1,13.4
140.95,2.6
95.83,4.2
155.91,18.7
157.02,16.5
155.26,41.6
140.41,17.6
136.99,17.1
128.09,78.8
150.72,18.5
141.39,23.6
123.16,5.0
152.88,26.9
148.01,21.6
149.05,-5.6
104.46,-9.9
133.55,27.5
155.19,14.5
147.36,-8.8
123.18,72.6
133.42,25.0
152.97,12.6
161.71,5.2
156.62,57.5
151.16,7.1
118.87,-2.8
124.92,48.6
125.95,17.2
114.26,-9.7
155.72,16.0
129.36,-5.3
139.55,9.3
151.86,-15.0
146.33,-6.3
147.55,5.2
146.71,2.5
143.94,60.3
122.17,29.8
90.99,-16.0
142.05,32.9
125.46,21.8
147.28,50.2
102.77,15.8
132.01,31.0
121.21,35.3
133.76,8.3
132.2,19.5
157.75,34.0
157.06,42.9
137.53,18.4
146.62,44.1
147.62,2.0
174.45,36.3
113.79,-1.3
136.94,21.8
104.73,-8.3
135.31,18.8
142.0,26.1
111.64,-1.1
116.86,82.0
90.69,-22.1
151.68,21.2
159.19,24.4
158.2,0.6
149.27,8.2
140.79,15.7
154.55,37.6
135.37,17.6
107.36,43.3
98.81,-4.1
133.89,6.6
139.5,5.6
115.39,33.2
125.45,30.4
112.7,74.3
104.43,-20.0
163.51,18.6
144.6,23.4
171.3,24.2
114.56,32.9
160.41,5.9
105.56,34.2
156.64,24.8
116.51,0.5
149.23,32.3
153.77,-10.2
114.61,19.6
150.28,24.7
138.61,-12.5
167.08,-2.3
152.59,14.6
146.46,14.7
154.98,14.3
116.57,-13.1
160.33,5.6
154.22,3.0
138.51,5.5
137.08,-7.6
63.61,-31.4
103.88,-19.6
124.23,25.1
117.16,-8.4
83.51,22.3
154.77,-14.6
138.45,12.5
120.31,58.2
114.01,-3.4
136.32,-7.2
132.14,15.7
118.14,31.4
138.55,-12.1
143.98,55.2
136.59,52.6
137.96,51.2
156.45,-16.2
94.12,72.1
154.87,-10.8
152.28,21.4
141.07,-13.6
149.15,1.0
108.54,20.0
97.43,21.2
147.8,-9.2
154.21,2.4
152.7,15.8
144.55,-0.4
147.59,9.8
136.2,-6.5
133.47,35.7
164.28,5.9
161.64,-1.5
119.14,66.3
102.16,-11.0
104.27,31.4
116.81,83.8
122.28,28.0
135.99,25.8
131.78,-1.2
140.19,40.0
157.55,10.2
147.77,37.4
137.13,38.0
156.04,38.3
129.68,9.4
128.28,17.2
140.09,9.7
131.6,4.3
124.84,28.6
160.67,6.3
140.32,40.5
152.74,32.4
160.88,18.5
102.3,12.6
145.34,7.5
130.0,2.6
135.98,11.7
110.41,-5.8
93.45,-15.5
134.45,4.3
108.55,26.8
108.16,75.3
152.19,-7.9
142.25,-8.1
123.39,62.6
125.85,19.8
157.02,0.8
115.26,18.5
142.48,-6.7
146.51,-1.2
139.01,39.0
158.97,8.0
120.19,21.6
128.89,9.0
134.4,56.6
130.57,20.5
161.25,-5.3
80.64,55.0
42.39,-2.3
119.03,-20.4
76.03,-26.1
62.89,-26.8
121.27,-16.7
151.33,16.4
149.97,32.7
124.68,63.5
129.03,-1.6
114.49,29.5
151.47,15.0
149.17,17.4
105.95,28.9
151.08,17.5
144.48,30.0
156.29,29.9
139.12,12.3
146.87,27.3
137.51,6.8
133.84,3.6
121.34,-9.0
150.87,2.8
142.35,36.4
150.11,15.0
110.16,-10.5
153.09,31.0
84.17,0.6
155.8,2.6
156.88,18.7
156.5,3.9
162.65,21.0
137.81,29.6
152.36,-9.0
149.4,-1.1
167.43,28.9
144.52,20.7
128.99,22.4
149.34,4.9
122.77,54.6
116.29,39.6
122.48,29.8
141.48,-15.4
114.86,51.8
110.55,71.7
150.42,-15.8
160.42,-12.5
146.29,-9.2
134.28,-25.7
139.23,12.0
60.12,81.3
161.97,-11.7
152.21,6.9
148.48,12.8
107.56,17.1
148.11,-19.7
158.43,8.3
130.92,11.6
149.66,5.7
125.02,19.6
158.46,-7.7
157.23,-3.7
32.3,34.7
144.11,24.5
149.88,1.2
156.33,12.9
150.02,-2.9
159.0,-9.1
133.03,11.6
119.35,1.2
111.5,30.1
77.18,-31.4
115.6,20.8
141.37,27.8
159.09,23.7
152.78,21.5
110.02,19.6
119.92,-9.8
149.83,-8.2
97.98,-18.7
131.86,24.7
162.38,11.1
155.07,-10.9
101.49,-24.4
144.46,8.3
127.67,20.9
117.4,-12.1
153.32,11.2
127.68,72.4
136.63,45.4
121.84,64.8
143.64,31.1
114.4,44.9
140.87,-3.0
131.33,60.5
146.09,20.2
149.98,-7.5
111.68,53.3
146.37,10.3
138.78,-9.0
160.65,-0.5
116.81,45.7
114.09,-6.1
132.9,-3.6
106.82,35.2
152.35,-9.9
158.63,3.2
153.98,17.4
144.34,23.0
144.92,14.6
131.58,35.2
131.38,3.1
139.4,38.2
154.23,10.9
150.31,-6.7
164.31,27.7
125.06,33.5
151.04,0.8
148.58,-10.5
146.04,21.5
118.83,38.5
120.74,48.7
143.89,-2.9
127.29,47.3
97.88,72.0
96.33,36.2
115.6,26.1
125.42,38.9
130.81,9.6
136.54,3.6
117.62,24.4
120.37,23.3
107.84,-4.4
101.38,-25.0
129.8,20.8
153.2,25.6
135.89,10.4
109.97,-5.2
156.76,6.9
122.54,54.5
147.96,20.3
109.42,49.1
146.54,1.2
167.84,-18.3
100.95,7.9
111.19,-23.7
130.22,-1.5
154.24,27.7
98.85,-13.3
133.83,51.4
82.71,79.8
97.8,-3.9
76.5,-9.1
142.2,-6.5
148.59,30.0
148.86,1.1
143.08,5.4
121.43,12.4
144.31,-22.5
127.93,15.3
140.95,44.0
178.9,-9.2
120.25,17.7
151.0,-12.3
110.46,19.6
144.76,11.1
145.12,33.9
151.19,-8.1
110.79,16.1
156.13,-10.1
121.35,13.5
126.5,39.3
140.74,17.3
93.58,11.7
153.94,31.4
126.9,63.2
153.36,10.7
120.13,-11.5
125.24,27.5
124.4,33.3
156.17,2.9
119.19,9.7
143.86,1.7
134.35,29.1
155.83,-18.5
115.94,-4.0
89.73,-24.0
142.94,14.8
125.85,-4.3
127.5,29.4
90.9,-20.1
133.23,7.7
113.85,0.3
141.04,33.0
164.02,10.5
135.62,23.7
123.24,57.8
93.96,28.3
88.65,12.0
155.58,-12.4
106.09,-26.0
115.72,55.5
134.98,7.7
121.3,-2.4
148.8,-2.5
157.1,-4.6
133.7,41.6
161.37,4.5
111.31,46.2
139.83,7.3
139.02,56.5
132.72,-10.7
160.25,9.1
139.9,38.9
149.51,-9.6
118.36,-6.2
116.71,9.8
138.06,31.4
151.83,-13.5
152.5,18.6
134.33,3.9
135.47,47.0
151.97,60.1
140.89,60.6
137.34,-2.5
147.81,27.3
127.05,56.4
137.37,60.2
124.68,7.4
138.42,35.7
123.18,-3.3
155.57,6.7
156.18,21.1
127.36,18.4
85.65,-20.7
123.79,43.8
142.55,-2.9
136.33,40.1
52.03,43.7
145.75,67.8
161.86,-0.8
134.16,-9.2
123.75,73.1
130.67,39.3
102.87,-18.2
66.13,54.2
147.86,10.0
112.7,26.2
128.53,-0.9
156.06,33.5
156.42,17.6
96.98,66.0
128.19,13.9
157.2,9.0
148.24,-3.6
143.54,-1.0
120.45,4.1
99.8,50.4
118.4,51.3
138.99,21.2
145.9,22.9
144.37,25.2
139.72,4.2
142.46,-4.9
118.63,1.0
143.51,26.5
88.93,76.8
156.72,3.7
74.86,3.7
115.16,62.6
146.81,-7.1
157.75,24.5
94.62,39.9
111.72,43.4
128.92,14.4
78.36,-22.9
136.18,8.8
154.65,6.5
140.61,25.4
135.26,24.4
153.55,-5.5
68.44,43.4
78.73,-18.2
100.2,-5.5
159.3,-15.1
135.01,22.6
125.53,10.2
127.26,-14.2
143.0,29.5
132.02,61.5
105.32,-1.2
143.49,-13.0
115.27,-16.3
139.25,5.0
138.94,18.2
142.35,48.1
132.44,65.0
134.24,57.5
97.34,-17.6
133.76,11.9
135.82,-2.7
156.26,-2.4
134.62,33.4
143.3,20.9
146.65,7.5
153.75,13.6
147.33,43.6
164.79,-12.5
156.51,16.4
144.36,6.7
158.41,-1.1
97.48,-14.6
152.24,25.8
158.81,15.6
88.31,74.3
136.0,-2.7
155.27,3.4
153.9,24.3
128.81,-14.3
145.21,31.1
134.52,70.9
125.35,5.4
110.48,67.8
144.86,-9.7
84.36,-18.8
152.42,30.7
100.74,-12.9
148.12,6.8
101.39,8.2
138.18,22.7
89.72,71.8
147.91,29.9
141.19,-2.8
110.48,51.1
107.05,10.8
127.33,13.8
110.74,13.3
155.53,-7.0
149.88,-17.5
146.47,4.4
111.6,-32.3
142.72,2.0
143.55,15.3
145.73,6.0
158.47,2.8
157.71,18.3
142.57,0.2
128.73,-22.9
138.12,-4.7
123.94,-2.8
126.62,-17.0
136.66,45.8
127.16,54.9
139.87,-20.9
162.81,7.6
113.36,-2.0
124.39,33.9
143.23,2.2
148.5,43.8
158.03,-0.2
98.6,27.1
106.85,0.7
157.71,0.3
151.71,44.4
98.41,77.5
140.98,44.0
116.04,5.3
138.52,38.8
130.72,59.7
141.95,20.1
143.5,9.3
118.89,35.0
87.18,29.9
149.16,-1.8
152.88,37.8
124.45,17.7
148.85,32.9
136.6,11.0
160.68,-10.2
152.44,-12.3
116.26,10.7
152.15,28.6
151.88,4.1
100.4,3.8
122.36,20.9
138.76,-10.3
157.48,11.7
135.01,59.5
138.3,-3.2
118.38,-0.6
131.49,34.2
149.89,43.6
118.22,41.1
121.11,-6.0
140.82,55.5
136.99,60.6
120.3,10.0
119.12,21.3
155.74,28.4
159.69,16.2
137.79,23.2
151.56,-0.5
152.82,15.3
148.79,26.1
148.33,0.1
141.19,-11.2
117.41,9.4
139.87,-0.6
118.83,67.4
92.13,14.3
153.24,19.4
95.16,48.1
153.77,-3.9
151.97,36.0
105.72,25.2
162.77,-2.4
155.82,23.5
126.14,15.6
146.98,27.5
142.77,43.5
154.53,20.3
77.55,-18.4
135.18,-20.3
148.92,9.9
133.31,-5.8
112.68,-1.2
132.06,-5.3
150.75,16.6
163.84,26.7
152.84,11.2
153.97,31.9
138.81,10.9
115.65,6.3
150.18,-11.5
132.22,16.5
147.04,19.1
135.64,20.5
157.26,0.3
98.7,63.1
144.24,27.7
156.73,15.3
165.68,32.3
131.47,24.5
101.2,34.2
153.6,29.2
114.23,-1.3
147.49,-8.0
97.69,-14.7
118.73,45.9
112.49,29.7
98.84,27.1
134.33,59.3
104.02,8.3
146.94,15.4
132.62,37.2
161.76,28.4
102.91,-7.7
104.72,-6.2
122.46,22.8
139.83,6.2
138.26,68.9
144.02,1.2
151.2,-2.3
158.02,-0.7
99.47,32.7
108.81,30.1
139.06,12.8
136.8,29.7
154.63,-4.8
146.56,51.8
145.05,37.2
138.0,40.1
136.71,4.9
126.15,-6.3
115.28,38.1
136.2,-4.3
131.59,57.4
133.74,18.5
159.3,7.0
161.87,-4.2
117.78,-4.7
151.66,-7.8
144.87,0.0
84.64,-25.9
103.12,73.7
136.56,8.1
148.45,-10.4
141.24,18.3
125.68,31.2
146.91,5.6
135.68,15.1
133.47,-3.4
149.31,-8.8
140.3,30.0
141.73,42.2
152.1,25.8
103.56,72.1
82.36,33.5
9.88,77.8
97.06,40.6
138.46,57.4
105.52,-3.3
146.99,21.1
136.44,40.7
156.99,7.5
134.84,27.3
140.04,21.0
120.69,75.3
147.73,-16.8
125.14,73.5
149.18,38.0
156.2,11.9
106.04,65.7
131.15,-2.0
132.54,40.4
134.1,36.6
156.0,-5.2
131.55,30.6
147.51,18.6
51.09,-30.2
138.88,57.7
104.44,68.8
103.18,20.1
138.29,28.3
142.9,15.9
152.34,8.9
142.69,29.1
140.23,-9.0
151.58,25.7
117.1,1.6
146.29,25.2
120.65,65.0
139.21,19.2
137.81,69.6
122.12,-15.9
158.46,23.2
139.09,2.4
145.99,67.8
113.79,42.2
154.28,-9.8
142.21,50.9
124.09,0.0
127.51,41.5
127.44,3.4
144.65,-5.5
61.69,-28.2
132.7,20.1
160.36,10.8
121.3,58.2
143.56,10.4
132.86,-14.0
140.98,-13.9
149.06,15.8
145.04,-8.6
109.75,76.5
144.17,23.5
130.79,43.4
74.33,-8.9
164.69,-8.0
153.97,19.3
140.06,47.6
138.09,-2.6
176.05,-7.5
135.45,42.3
124.74,20.8
126.88,24.1
113.81,-7.9
129.88,27.9
95.56,-16.2
74.19,-32.8
154.55,-9.7
71.74,24.2
141.73,-11.6
152.47,2.3
166.82,-8.7
123.86,65.7
148.18,-3.7
125.84,55.2
145.76,18.2
160.0,-8.3
136.42,-8.3
153.33,-11.5
154.23,27.8
156.33,-15.4
128.49,9.5
82.34,-28.7
151.95,-1.8
163.45,2.5
107.09,19.6
121.1,60.0
84.44,-15.1
138.0,18.5
150.42,16.9
152.18,11.2
105.37,33.1
140.59,5.3
160.34,-7.1
85.46,13.5
128.25,-25.7
151.91,-6.5
132.91,29.5
142.51,20.6
138.03,46.4
137.59,20.4
159.37,-6.1
131.76,51.8
144.9,51.9
162.05,-9.1
145.52,14.3
154.77,0.5
148.18,-11.3
139.89,-3.3
154.44,-18.4
138.48,45.2
144.11,-2.2
80.67,-11.1
139.19,27.9
119.02,41.7
159.55,11.9
139.0,-17.8
101.45,37.5
91.84,40.7
132.95,1.2
135.77,46.3
148.92,39.4
149.37,49.0
142.24,-2.9
148.47,-4.2
135.64,21.1
154.76,20.8
155.45,21.1
150.66,11.5
157.03,1.0
146.99,11.7
134.39,-22.0
126.81,52.5
139.95,-13.9
95.3,41.5
144.94,9.0
150.96,14.2
135.6,24.6
154.62,21.8
115.9,-32.9
73.9,-33.0
139.88,26.1
150.82,-4.6
125.54,39.2
131.55,29.4
137.32,37.2
122.93,14.1
155.46,7.8
151.52,-15.4
154.47,8.3
97.87,70.0
144.21,-4.4
117.08,70.6
115.08,8.7
158.12,-6.4
140.92,28.6
125.41,-9.2
153.99,11.2
144.96,14.0
164.52,1.4
126.65,-5.8
160.97,-6.3
131.92,24.1
160.19,-3.3
151.26,8.9
108.99,76.5
149.6,10.6
126.14,3.2
148.24,15.8
98.75,36.2
144.58,26.6
135.94,-14.6
162.6,1.9
143.22,-21.5
122.16,76.4
139.23,37.2
137.18,18.3
142.25,-9.4
91.11,-7.9
126.81,-3.1
139.25,16.6
153.72,-2.0
155.48,0.8
132.63,24.0
152.84,6.7
144.93,41.7
143.37,15.2
138.17,10.3
140.7,-1.5
114.43,-0.6
152.27,-1.4
140.52,13.9
141.8,-10.7
110.43,70.9
113.3,17.5
130.67,-4.8
84.62,18.8
93.84,-13.9
144.64,2.4
120.99,20.3
132.63,17.7
156.53,26.5
160.9,-8.5
125.97,48.2
162.55,24.1
142.18,31.6
103.16,29.5
145.5,50.4
116.87,19.1
132.51,60.1
156.74,34.5
78.08,16.8
139.16,11.8
137.56,36.8
171.32,-5.9
109.21,-12.3
115.73,65.1
133.66,-3.1
121.66,60.9
118.36,22.2
112.88,9.7
119.67,3.3
154.84,26.6
157.24,17.2
123.9,28.5
125.14,-12.6
94.43,35.1
155.79,19.9
113.09,25.9
172.82,-5.2
160.87,16.2
142.9,20.8
158.13,-9.1
