PCODE,GYEAR,G_ID,STADIUM,AVG1,PA,AB,R,H,2B,3B,HR,RBI,barrel_per,1B,SLG,SLG_cumsum
50165,2021,20210509,1.0,0.400,5,5,0,2,0,0,0,0,1.2,2,0.4,0.39814814814814814
50165,2021,20210512,4.0,0.000,5,4,0,0,0,0,0,0,0.0,0,0.0,0.38392857142857145
50165,2021,20210513,4.0,0.500,4,4,0,2,0,0,0,0,0.25,2,0.5,0.3879310344827586
50165,2021,20210515,1.0,0.200,5,5,1,1,0,0,1,1,0.4,0,0.8,0.4049586776859504
50165,2021,20210518,1.0,0.000,4,3,0,0,0,0,0,0,0.25,0,0.0,0.3951612903225806
50165,2021,20210519,1.0,0.500,4,4,0,2,1,0,0,2,0.5,1,0.75,0.40625
50165,2021,20210520,1.0,0.667,3,3,0,2,0,0,0,1,0.6666666666666666,2,0.6666666666666666,0.4122137404580153
50165,2021,20210521,3.0,0.250,5,4,1,1,0,0,1,1,0.4,0,1.0,0.42962962962962964
50165,2021,20210522,3.0,0.250,4,4,0,1,0,0,0,1,0.5,1,0.25,0.4244604316546763
50165,2021,20210523,3.0,0.250,4,4,0,1,1,0,0,0,0.25,0,0.5,0.42657342657342656
50165,2021,20210526,9.0,0.250,5,4,1,1,0,0,1,1,0.4,0,1.0,0.4421768707482993
50165,2021,20210527,9.0,0.333,5,3,2,1,1,0,0,2,0.4,0,0.6666666666666666,0.44666666666666666
50165,2021,20210528,1.0,0.000,4,4,0,0,0,0,0,0,0.75,0,0.0,0.43506493506493504
50165,2021,20210529,1.0,0.000,4,2,0,0,0,0,0,0,0.0,0,0.0,0.42948717948717946
50165,2021,20210530,1.0,0.000,4,4,0,0,0,0,0,0,0.25,0,0.0,0.41875
50165,2021,20210602,1.0,1.000,1,1,0,1,0,1,0,1,1.0,0,3.0,0.43478260869565216
50165,2021,20210604,4.0,0.000,3,3,0,0,0,0,0,0,0.0,0,0.0,0.4268292682926829
50165,2021,20210605,4.0,0.200,5,5,0,1,0,0,0,1,0.6,1,0.2,0.42011834319526625
50165,2021,20210606,4.0,0.667,4,3,1,2,0,0,1,3,0.5,1,1.6666666666666667,0.4418604651162791
50165,2021,20210608,1.0,0.500,4,4,0,2,0,0,0,0,0.75,2,0.5,0.4431818181818182
50458,2021,20210408,1.0,0.000,1,1,0,0,0,0,0,0,0.0,0,0.0,0.0
50458,2021,20210409,8.0,0.000,1,1,0,0,0,0,0,0,0.0,0,0.0,0.0
50458,2021,20210411,8.0,1.000,3,2,0,2,1,0,0,0,0.3333333333333333,1,1.5,0.75
50458,2021,20210415,8.0,0.000,3,2,0,0,0,0,0,0,0.0,0,0.0,0.5
50458,2021,20210416,9.0,0.400,5,5,0,2,0,0,0,0,0.2,2,0.4,0.45454545454545453
50458,2021,20210417,9.0,0.600,5,5,2,3,1,0,0,1,0.4,2,0.8,0.5625
50458,2021,20210418,9.0,0.000,4,4,0,0,0,0,0,0,0.25,0,0.0,0.45
50458,2021,20210420,8.0,0.333,4,3,1,1,1,0,0,0,0.25,0,0.6666666666666666,0.4782608695652174
50458,2021,20210421,8.0,0.667,5,3,2,2,0,0,0,2,0.6,2,0.6666666666666666,0.5
50458,2021,20210422,8.0,0.250,4,4,1,1,0,0,0,0,0.25,1,0.25,0.4666666666666667
50458,2021,20210424,4.0,0.000,4,4,0,0,0,0,0,0,0.75,0,0.0,0.4117647058823529
50458,2021,20210425,4.0,0.200,5,5,0,1,0,0,0,0,0.2,1,0.2,0.38461538461538464
50458,2021,20210427,8.0,0.250,4,4,1,1,0,0,0,2,0.5,1,0.25,0.37209302325581395
50458,2021,20210428,8.0,0.333,3,3,0,1,0,0,0,0,0.3333333333333333,1,0.3333333333333333,0.3695652173913043
50458,2021,20210505,10.0,0.000,1,1,1,0,0,0,0,0,1.0,0,0.0,0.3617021276595745
50458,2021,20210512,2.0,0.500,4,2,2,1,0,0,0,1,0.25,1,0.5,0.3673469387755102
50458,2021,20210513,2.0,0.333,4,3,1,1,0,0,0,1,0.25,1,0.3333333333333333,0.36538461538461536
50458,2021,20210514,1.0,0.250,4,4,0,1,0,0,0,0,0.25,1,0.25,0.35714285714285715
50458,2021,20210515,1.0,0.000,3,3,0,0,0,0,0,0,0.0,0,0.0,0.3389830508474576
50458,2021,20210518,8.0,0.000,4,4,0,0,0,0,0,0,0.25,0,0.0,0.31746031746031744
50458,2021,20210521,8.0,0.333,4,3,0,1,0,0,0,0,0.5,1,0.3333333333333333,0.3181818181818182
50458,2021,20210522,8.0,0.000,3,1,0,0,0,0,0,2,0.3333333333333333,0,0.0,0.31343283582089554
50458,2021,20210523,8.0,0.500,4,4,1,2,0,0,0,0,0.25,2,0.5,0.323943661971831
50458,2021,20210526,7.0,0.000,5,4,2,0,0,0,0,0,0.2,0,0.0,0.30666666666666664
50458,2021,20210527,7.0,0.250,4,4,0,1,1,0,0,0,0.5,0,0.5,0.31645569620253167
50458,2021,20210528,8.0,1.000,4,3,1,3,0,0,0,0,0.5,3,1.0,0.34146341463414637
50458,2021,20210529,8.0,0.200,5,5,1,1,0,0,0,0,0.6,1,0.2,0.3333333333333333
50458,2021,20210530,8.0,0.000,3,2,1,0,0,0,0,0,0.0,0,0.0,0.3258426966292135
50458,2021,20210601,3.0,0.000,4,4,0,0,0,0,0,0,0.5,0,0.0,0.3118279569892473
50458,2021,20210602,3.0,0.167,6,6,1,1,0,0,1,2,0.5,0,0.6666666666666666,0.3333333333333333
50458,2021,20210604,5.0,0.500,4,4,1,2,0,0,0,0,0.5,2,0.5,0.33980582524271846
50458,2021,20210606,5.0,0.000,4,2,0,0,0,0,0,0,0.25,0,0.0,0.3333333333333333
50458,2021,20210608,8.0,0.500,4,4,1,2,1,0,0,1,0.25,1,0.75,0.3486238532110092
50458,2021,20210610,8.0,0.000,4,4,0,0,0,0,0,0,0.25,0,0.0,0.336283185840708
50458,2021,20210615,1.0,0.250,4,4,1,1,0,0,0,0,0.0,1,0.25,0.3333333333333333
50458,2021,20210617,1.0,0.667,3,3,1,2,0,0,0,0,0.6666666666666666,2,0.6666666666666666,0.3416666666666667
50458,2021,20210618,9.0,0.250,4,4,0,1,0,0,0,0,0.75,1,0.25,0.3387096774193548
50458,2021,20210619,9.0,0.500,5,4,2,2,0,0,0,0,0.2,2,0.5,0.34375
50458,2021,20210620,9.0,0.250,4,4,1,1,0,0,0,1,0.5,1,0.25,0.3409090909090909
50458,2021,20210622,8.0,0.000,4,4,0,0,0,0,0,0,0.0,0,0.0,0.33088235294117646
50458,2021,20210623,8.0,0.500,4,4,0,2,0,0,0,1,0.25,2,0.5,0.3357142857142857
50458,2021,20210624,8.0,0.000,4,3,0,0,0,0,0,0,0.5,0,0.0,0.32867132867132864
50458,2021,20210627,8.0,0.500,4,4,2,2,0,0,0,1,0.5,2,0.5,0.3333333333333333
50458,2021,20210630,3.0,0.333,3,3,2,1,0,0,0,0,0.6666666666666666,1,0.3333333333333333,0.3333333333333333
50458,2021,20210630,3.0,0.000,3,3,0,0,0,0,0,0,0.6666666666666666,0,0.0,0.32679738562091504
50458,2021,20210709,8.0,0.500,3,2,1,1,0,0,0,0,0.3333333333333333,1,0.5,0.32903225806451614
50458,2021,20210711,8.0,0.333,4,3,0,1,0,0,0,1,0.0,1,0.3333333333333333,0.3291139240506329
50506,2021,20210404,3.0,0.250,4,4,0,1,0,0,0,0,0.5,1,0.25,0.25
50506,2021,20210413,4.0,0.250,5,4,1,1,0,0,0,2,0.6,1,0.25,0.25
50506,2021,20210414,4.0,0.200,5,5,1,1,0,0,0,0,0.4,1,0.2,0.23076923076923078
50506,2021,20210415,4.0,0.500,5,2,1,1,1,0,0,1,0.6,0,1.0,0.3333333333333333
50506,2021,20210416,9.0,0.333,4,3,1,1,1,0,0,0,0.0,0,0.6666666666666666,0.3888888888888889
50506,2021,20210417,9.0,0.000,4,3,0,0,0,0,0,0,0.25,0,0.0,0.3333333333333333
50506,2021,20210418,9.0,0.250,4,4,0,1,1,0,0,0,0.5,0,0.5,0.36
50506,2021,20210420,9.0,0.200,5,5,1,1,0,0,0,2,0.6,1,0.2,0.3333333333333333
50506,2021,20210421,9.0,0.200,5,5,0,1,0,0,0,0,0.4,1,0.2,0.3142857142857143
50506,2021,20210422,9.0,1.000,2,1,1,1,0,0,0,0,0.0,1,1.0,0.3333333333333333
50506,2021,20210423,2.0,0.000,4,4,0,0,0,0,0,0,0.5,0,0.0,0.3
50506,2021,20210424,2.0,0.333,4,3,1,1,0,0,0,0,0.25,1,0.3333333333333333,0.3023255813953488
50506,2021,20210425,2.0,0.000,1,1,0,0,0,0,0,0,1.0,0,0.0,0.29545454545454547
50506,2021,20210427,1.0,0.250,4,4,0,1,0,0,0,0,0.25,1,0.25,0.2916666666666667
50506,2021,20210428,1.0,0.250,4,4,0,1,0,0,0,0,0.75,1,0.25,0.28846153846153844
50506,2021,20210429,1.0,0.750,4,4,1,3,0,0,0,1,0.75,3,0.75,0.32142857142857145
50506,2021,20210430,9.0,0.333,4,3,2,1,1,0,0,0,0.25,0,0.6666666666666666,0.3389830508474576
50506,2021,20210501,9.0,0.500,2,2,0,1,0,0,0,0,1.0,1,0.5,0.3442622950819672
50506,2021,20210502,9.0,0.000,4,3,0,0,0,0,0,0,0.5,0,0.0,0.328125
50506,2021,20210505,9.0,0.000,4,3,0,0,0,0,0,1,0.25,0,0.0,0.31343283582089554
50506,2021,20210506,9.0,0.500,5,4,3,2,0,0,1,4,0.6,1,1.25,0.36619718309859156
50506,2021,20210507,8.0,0.333,3,3,0,1,0,0,0,1,0.3333333333333333,1,0.3333333333333333,0.36486486486486486
50506,2021,20210508,8.0,0.400,5,5,1,2,2,0,0,1,0.6,0,0.8,0.3924050632911392
50506,2021,20210509,8.0,0.333,5,3,1,1,0,0,1,1,0.6,0,1.3333333333333333,0.4268292682926829
50506,2021,20210511,9.0,0.000,5,1,1,0,0,0,0,1,0.2,0,0.0,0.42168674698795183
50506,2021,20210512,9.0,0.000,4,2,1,0,0,0,0,0,0.25,0,0.0,0.4117647058823529
50506,2021,20210513,9.0,0.667,4,3,1,2,0,0,1,2,0.5,1,1.6666666666666667,0.45454545454545453
50506,2021,20210514,9.0,0.250,4,4,0,1,0,0,0,1,0.25,1,0.25,0.44565217391304346
50506,2021,20210515,9.0,0.000,1,1,0,0,0,0,0,0,1.0,0,0.0,0.44086021505376344
50506,2021,20210518,10.0,0.333,4,3,0,1,0,0,0,0,0.25,1,0.3333333333333333,0.4375
50506,2021,20210519,10.0,0.250,4,4,1,1,0,0,0,0,0.75,1,0.25,0.43
50506,2021,20210521,1.0,0.250,4,4,2,1,0,0,0,0,0.5,1,0.25,0.4230769230769231
50506,2021,20210522,1.0,0.400,5,5,0,2,0,0,0,0,0.6,2,0.4,0.42201834862385323
50506,2021,20210523,1.0,0.000,4,3,0,0,0,0,0,0,0.25,0,0.0,0.4107142857142857
50506,2021,20210526,9.0,0.000,4,3,1,0,0,0,0,0,0.5,0,0.0,0.4
50506,2021,20210527,9.0,0.500,3,2,0,1,1,0,0,0,0.6666666666666666,0,1.0,0.41025641025641024
50506,2021,20210529,9.0,0.400,5,5,1,2,1,0,1,1,0.4,0,1.2,0.4426229508196721
50506,2021,20210529,9.0,0.000,3,3,0,0,0,0,0,0,0.6666666666666666,0,0.0,0.432
50506,2021,20210530,9.0,0.000,1,1,0,0,0,0,0,0,0.0,0,0.0,0.42857142857142855
50506,2021,20210601,5.0,0.333,4,3,0,1,0,0,0,1,0.75,1,0.3333333333333333,0.4263565891472868
50506,2021,20210602,5.0,0.250,4,4,0,1,0,0,0,1,0.5,1,0.25,0.42105263157894735
50506,2021,20210603,5.0,0.200,5,5,1,1,1,0,0,2,0.2,0,0.4,0.42028985507246375
50506,2021,20210604,2.0,0.500,6,4,3,2,0,0,0,2,0.16666666666666666,2,0.5,0.4225352112676056
50506,2021,20210605,2.0,0.250,4,4,0,1,0,0,0,0,0.25,1,0.25,0.4178082191780822
50506,2021,20210606,2.0,0.400,6,5,2,2,0,0,0,0,0.5,2,0.4,0.41721854304635764
50506,2021,20210608,9.0,0.000,4,3,1,0,0,0,0,1,0.5,0,0.0,0.4090909090909091
50506,2021,20210609,9.0,0.250,5,4,1,1,0,0,0,2,0.2,1,0.25,0.4050632911392405
50506,2021,20210610,9.0,0.750,4,4,2,3,2,0,0,1,0.75,1,1.25,0.42592592592592593
50506,2021,20210613,9.0,0.333,4,3,1,1,1,0,0,0,1.25,0,0.6666666666666666,0.4303030303030303
50506,2021,20210613,9.0,0.250,5,4,1,1,0,0,0,0,1.0,1,0.25,0.4260355029585799
50506,2021,20210615,10.0,0.500,4,2,0,1,0,0,0,0,0.0,1,0.5,0.4269005847953216
50506,2021,20210616,10.0,0.000,5,5,0,0,0,0,0,0,0.2,0,0.0,0.4147727272727273
50506,2021,20210617,10.0,0.200,5,5,1,1,0,0,0,0,0.6,1,0.2,0.4088397790055249
50506,2021,20210618,9.0,0.000,4,3,1,0,0,0,0,0,0.25,0,0.0,0.40217391304347827
50506,2021,20210619,9.0,0.333,3,3,0,1,1,0,0,0,0.6666666666666666,0,0.6666666666666666,0.40641711229946526
50506,2021,20210620,9.0,0.667,3,3,2,2,0,0,0,0,0.0,2,0.6666666666666666,0.4105263157894737
50506,2021,20210622,9.0,0.000,5,5,0,0,0,0,0,0,0.6,0,0.0,0.4
50506,2021,20210623,9.0,0.750,5,4,2,3,1,0,0,3,0.6,2,1.0,0.4120603015075377
50506,2021,20210624,9.0,0.500,5,4,1,2,0,0,0,0,0.2,2,0.5,0.41379310344827586
50506,2021,20210626,1.0,0.200,5,5,0,1,0,0,0,0,0.8,1,0.2,0.40865384615384615
50506,2021,20210629,5.0,0.400,6,5,0,2,0,0,0,0,0.5,2,0.4,0.4084507042253521
50506,2021,20210630,5.0,0.000,5,5,0,0,0,0,0,0,0.0,0,0.0,0.39908256880733944
50506,2021,20210701,5.0,0.250,4,4,0,1,0,0,0,0,0.25,1,0.25,0.3963963963963964
50506,2021,20210702,3.0,0.250,5,4,0,1,0,0,0,1,0.4,1,0.25,0.3938053097345133
50506,2021,20210704,3.0,0.000,5,3,1,0,0,0,0,0,0.2,0,0.0,0.388646288209607
50506,2021,20210705,3.0,0.500,2,2,1,1,0,0,0,0,0.5,1,0.5,0.38961038961038963
50854,2021,20210406,3.0,0.500,4,2,0,1,0,0,0,1,0.25,1,0.5,0.5
50854,2021,20210407,3.0,0.000,4,4,0,0,0,0,0,0,0.5,0,0.0,0.16666666666666666
50854,2021,20210408,3.0,0.200,5,5,1,1,0,0,0,0,0.2,1,0.2,0.18181818181818182
50854,2021,20210409,1.0,0.000,5,4,0,0,0,0,0,1,0.2,0,0.0,0.13333333333333333
50854,2021,20210410,1.0,0.200,5,5,0,1,0,0,0,1,0.6,1,0.2,0.15
50854,2021,20210413,3.0,0.000,4,3,0,0,0,0,0,0,0.5,0,0.0,0.13043478260869565
50854,2021,20210415,3.0,0.000,4,4,0,0,0,0,0,0,0.5,0,0.0,0.1111111111111111
50854,2021,20210416,3.0,0.500,4,2,0,1,0,0,0,0,0.25,1,0.5,0.13793103448275862
50854,2021,20210417,3.0,0.500,2,2,0,1,0,0,0,0,1.0,1,0.5,0.16129032258064516
50854,2021,20210421,8.0,0.000,5,4,1,0,0,0,0,0,0.2,0,0.0,0.14285714285714285
50854,2021,20210423,5.0,0.000,2,2,0,0,0,0,0,0,0.0,0,0.0,0.13513513513513514
50854,2021,20210425,5.0,0.000,4,2,0,0,0,0,0,1,0.25,0,0.0,0.1282051282051282
50854,2021,20210508,3.0,1.000,1,1,1,1,0,0,0,0,1.0,1,1.0,0.15
50854,2021,20210509,3.0,-,0,0,0,0,0,0,0,0,inf,0,,0.15
50854,2021,20210509,3.0,0.000,3,2,1,0,0,0,0,0,0.3333333333333333,0,0.0,0.14285714285714285
50854,2021,20210511,9.0,0.500,5,4,2,2,0,0,1,1,0.6,1,1.25,0.2391304347826087
50854,2021,20210512,9.0,0.000,6,5,0,0,0,0,0,0,0.5,0,0.0,0.21568627450980393
50854,2021,20210514,3.0,0.250,5,4,0,1,0,0,0,0,0.0,1,0.25,0.21818181818181817
50854,2021,20210517,3.0,0.600,5,5,1,3,2,0,0,1,0.6,1,1.0,0.2833333333333333
50854,2021,20210518,4.0,0.200,5,5,1,1,0,1,0,0,0.4,0,0.6,0.3076923076923077
50854,2021,20210519,4.0,0.200,6,5,2,1,0,0,0,0,0.16666666666666666,1,0.2,0.3
50854,2021,20210521,3.0,0.500,5,4,2,2,0,0,0,1,0.2,2,0.5,0.3108108108108108
50854,2021,20210522,3.0,0.750,5,4,3,3,0,0,1,2,0.6,2,1.5,0.3717948717948718
50854,2021,20210523,3.0,0.600,5,5,1,3,2,0,0,0,0.4,1,1.0,0.40963855421686746
50854,2021,20210526,2.0,0.200,7,5,1,1,0,0,0,0,0.14285714285714285,1,0.2,0.3977272727272727
50854,2021,20210527,2.0,0.200,5,5,1,1,0,0,0,0,0.4,1,0.2,0.3870967741935484
50854,2021,20210528,10.0,0.400,6,5,1,2,0,0,0,2,0.16666666666666666,2,0.4,0.3877551020408163
50854,2021,20210529,10.0,0.000,6,5,2,0,0,0,0,0,0.3333333333333333,0,0.0,0.36893203883495146
50854,2021,20210530,10.0,0.250,5,4,0,1,0,0,0,0,0.4,1,0.25,0.3644859813084112
50854,2021,20210602,3.0,0.500,4,2,2,1,0,0,1,1,0.25,0,2.0,0.3944954128440367
50854,2021,20210604,1.0,0.200,5,5,0,1,0,0,0,0,0.6,1,0.2,0.38596491228070173
50854,2021,20210605,1.0,0.000,5,5,0,0,0,0,0,0,0.4,0,0.0,0.3697478991596639
50854,2021,20210608,3.0,0.200,5,5,0,1,0,0,0,0,0.4,1,0.2,0.3629032258064516
50854,2021,20210609,3.0,0.250,4,4,1,1,0,0,0,0,0.0,1,0.25,0.359375
50854,2021,20210611,3.0,0.400,5,5,1,2,0,0,0,0,0.8,2,0.4,0.3609022556390977
50854,2021,20210612,3.0,0.250,5,4,2,1,0,0,0,0,0.4,1,0.25,0.35766423357664234
50854,2021,20210613,3.0,0.250,4,4,0,1,0,0,0,1,0.0,1,0.25,0.3546099290780142
50854,2021,20210616,4.0,0.200,6,5,1,1,1,0,0,2,0.6666666666666666,0,0.4,0.3561643835616438
50854,2021,20210616,4.0,0.000,2,2,0,0,0,0,0,0,2.0,0,0.0,0.35135135135135137
50854,2021,20210617,4.0,0.000,4,4,0,0,0,0,0,0,0.25,0,0.0,0.34210526315789475
50854,2021,20210618,10.0,0.667,3,3,1,2,0,1,0,0,0.3333333333333333,1,1.3333333333333333,0.36129032258064514
50854,2021,20210619,10.0,0.200,5,5,0,1,0,0,0,0,0.0,1,0.2,0.35625
50854,2021,20210620,10.0,1.000,4,3,1,3,0,0,1,1,0.5,2,2.0,0.38650306748466257
50854,2021,20210622,3.0,0.333,4,3,0,1,0,0,0,0,0.75,1,0.3333333333333333,0.3855421686746988
50854,2021,20210623,3.0,0.250,5,4,1,1,1,0,0,1,0.8,0,0.5,0.38823529411764707
50854,2021,20210624,3.0,0.333,5,3,0,1,0,0,0,2,0.4,1,0.3333333333333333,0.3872832369942196
50854,2021,20210625,7.0,0.500,6,4,2,2,1,0,0,1,0.5,1,0.75,0.3954802259887006
50854,2021,20210626,7.0,0.400,6,5,1,2,0,0,0,0,0.16666666666666666,2,0.4,0.3956043956043956
50854,2021,20210627,7.0,0.500,5,2,2,1,0,0,0,0,0.0,1,0.5,0.3967391304347826
50854,2021,20210629,3.0,0.200,5,5,0,1,0,0,0,0,0.4,1,0.2,0.3915343915343915
50854,2021,20210630,3.0,0.500,4,4,0,2,0,0,0,0,1.25,2,0.5,0.39378238341968913
50854,2021,20210630,3.0,0.400,5,5,1,2,1,0,0,1,1.0,1,0.6,0.398989898989899
50854,2021,20210701,3.0,0.200,6,5,2,1,1,0,0,0,0.3333333333333333,0,0.4,0.39901477832512317
50854,2021,20210702,3.0,0.000,6,6,0,0,0,0,0,0,0.6666666666666666,0,0.0,0.3875598086124402
50854,2021,20210705,3.0,0.400,5,5,1,2,1,0,0,0,0.4,1,0.6,0.3925233644859813
50854,2021,20210706,5.0,0.250,4,4,0,1,0,0,0,0,0.75,1,0.25,0.38990825688073394
50854,2021,20210709,3.0,0.000,5,3,0,0,0,0,0,0,0.4,0,0.0,0.38461538461538464
50854,2021,20210710,3.0,0.000,4,2,0,0,0,0,0,0,0.25,0,0.0,0.3811659192825112
50854,2021,20210711,3.0,0.400,5,5,1,2,0,0,0,0,0.4,2,0.4,0.3815789473684211
50923,2021,20210404,7.0,0.250,4,4,0,1,0,0,0,0,0.25,1,0.25,0.25
50923,2021,20210406,7.0,0.250,4,4,1,1,0,0,1,1,0.25,0,1.0,0.625
50923,2021,20210407,7.0,0.200,5,5,1,1,0,0,1,2,0.4,0,0.8,0.6923076923076923
50923,2021,20210408,7.0,0.200,5,5,0,1,0,0,0,0,0.2,1,0.2,0.5555555555555556
50923,2021,20210409,4.0,1.000,4,3,2,3,1,0,0,1,0.5,2,1.3333333333333333,0.6666666666666666
50923,2021,20210410,4.0,0.500,4,4,1,2,0,0,1,3,0.75,1,1.25,0.76
50923,2021,20210411,4.0,0.500,5,4,1,2,1,0,1,2,0.4,0,1.5,0.8620689655172413
50923,2021,20210413,3.0,0.667,4,3,2,2,0,0,1,1,0.25,1,1.6666666666666667,0.9375
50923,2021,20210414,3.0,0.000,4,4,0,0,0,0,0,0,0.75,0,0.0,0.8333333333333334
50923,2021,20210415,3.0,0.000,3,3,0,0,0,0,0,0,0.3333333333333333,0,0.0,0.7692307692307693
50923,2021,20210416,7.0,0.500,4,4,1,2,0,0,1,5,0.75,1,1.25,0.813953488372093
50923,2021,20210417,7.0,0.250,5,4,1,1,0,0,1,1,0.2,0,1.0,0.8297872340425532
50923,2021,20210418,7.0,0.000,4,3,0,0,0,0,0,0,0.0,0,0.0,0.78
50923,2021,20210420,7.0,0.333,4,3,2,1,0,0,1,1,0.25,0,1.3333333333333333,0.8113207547169812
50923,2021,20210421,7.0,0.333,4,3,0,1,1,0,0,2,0.5,0,0.6666666666666666,0.8035714285714286
50923,2021,20210422,7.0,0.000,3,3,0,0,0,0,0,0,0.6666666666666666,0,0.0,0.7627118644067796
50923,2021,20210423,1.0,0.333,4,3,0,1,0,0,0,0,0.5,1,0.3333333333333333,0.7419354838709677
50923,2021,20210424,1.0,0.200,5,5,0,1,0,0,0,0,0.2,1,0.2,0.7014925373134329
50923,2021,20210425,1.0,1.000,4,4,3,4,1,0,1,2,0.75,2,2.0,0.7746478873239436
50923,2021,20210427,8.0,0.667,3,3,0,2,1,0,0,0,0.0,1,1.0,0.7837837837837838
50923,2021,20210428,8.0,0.000,4,3,0,0,0,0,0,0,0.25,0,0.0,0.7532467532467533
50923,2021,20210429,8.0,0.500,4,4,0,2,0,0,0,1,0.25,2,0.5,0.7407407407407407
50923,2021,20210430,7.0,0.333,4,3,1,1,0,0,0,0,0.0,1,0.3333333333333333,0.7261904761904762
50923,2021,20210501,7.0,0.200,5,5,1,1,0,0,1,3,0.6,0,0.8,0.7303370786516854
50923,2021,20210502,7.0,0.333,4,3,0,1,0,0,0,0,0.25,1,0.3333333333333333,0.717391304347826
50923,2021,20210505,7.0,0.750,5,4,1,3,1,0,1,1,0.4,1,1.75,0.7604166666666666
50923,2021,20210506,7.0,0.250,5,4,2,1,0,0,0,0,0.0,1,0.25,0.74
50923,2021,20210508,2.0,0.250,5,4,1,1,0,0,0,0,0.4,1,0.25,0.7211538461538461
50923,2021,20210509,2.0,0.333,6,6,3,2,1,0,0,0,0.5,1,0.5,0.7090909090909091
50923,2021,20210509,2.0,0.000,3,3,0,0,0,0,0,0,1.0,0,0.0,0.6902654867256637
50923,2021,20210511,10.0,0.000,5,4,0,0,0,0,0,1,0.0,0,0.0,0.6666666666666666
50923,2021,20210512,10.0,0.333,4,3,0,1,0,0,0,1,0.5,1,0.3333333333333333,0.6583333333333333
50923,2021,20210515,7.0,0.750,4,4,1,3,1,0,1,3,0.5,1,1.75,0.6935483870967742
50923,2021,20210518,1.0,0.000,4,2,0,0,0,0,0,0,0.0,0,0.0,0.6825396825396826
50923,2021,20210519,1.0,0.000,5,4,0,0,0,0,0,0,0.0,0,0.0,0.6615384615384615
50923,2021,20210520,1.0,0.400,5,5,2,2,0,0,1,1,0.4,1,1.0,0.674074074074074
50923,2021,20210521,5.0,0.250,4,4,0,1,1,0,0,0,0.25,0,0.5,0.6690647482014388
50923,2021,20210526,7.0,0.000,4,4,0,0,0,0,0,0,0.0,0,0.0,0.6503496503496503
50923,2021,20210527,7.0,0.500,4,4,0,2,0,0,0,0,0.25,2,0.5,0.6462585034013606
50923,2021,20210529,9.0,0.333,3,3,0,1,0,0,0,1,0.6666666666666666,1,0.3333333333333333,0.64
