PIT_ID,HIT_VEL,HIT_ANG_VER,HIT_RESULT
180613_201810,126.69,11.1,12
200625_202924,153.82,9.8,2
200824_192658,153.95,-10.5,1
200623_203725,173.11,24.4,15
190913_165441,151.64,7.9,4
181002_213911,154.09,11.9,2
180601_220239,155.24,-6.8,5
181011_205926,132.73,1.7,5
180729_211902,97.12,-2.4,5
190711_183231,116.71,31.0,14
180422_145613,149.87,9.1,1
180602_200649,145.53,15.1,1
190821_204014,129.52,32.8,14
200818_192328,87.61,76.2,14
190904_192007,113.35,2.3,4
200812_192319,149.47,-3.5,1
190612_201513,165.37,2.3,5
200513_204541,127.42,-1.4,2
200829_201338,131.73,60.9,11
180807_203257,156.25,12.4,1
200924_184653,132.76,26.0,14
190920_185103,148.36,-10.5,8
200806_205230,110.39,61.9,14
190416_190545,160.86,4.0,2
190418_195707,145.04,6.1,1
180622_190544,144.61,46.8,14
190514_190408,140.07,-5.7,1
200730_195418,144.54,-13.4,5
180415_155337,100.55,7.0,8
190726_203745,130.86,-10.7,5
180531_183447,100.61,6.3,5
180327_190320,108.7,-13.7,5
180705_211517,109.73,11.3,12
200616_183946,151.88,4.1,12
180608_205348,139.25,8.2,1
200911_204015,142.45,14.2,1
190822_185437,159.09,45.3,14
190430_185729,64.1,43.0,14
181013_170458,100.47,-15.2,5
210519_143642,147.27,33.9,15
190831_205923,137.02,-10.5,4
210709_185202,108.06,40.6,14
200908_215413,129.7,23.3,14
210508_194628,146.84,-4.6,5
210609_202139,132.42,10.6,1
190707_210419,146.86,20.2,14
180928_221124,69.84,-22.4,5
190730_185140,93.21,79.8,14
190424_212916,105.8,42.0,1
200823_174802,142.82,38.2,15
210429_183932,131.85,2.8,5
180731_201138,29.51,-1.6,16
190711_205319,91.65,20.0,14
180812_180101,138.01,31.2,14
190503_201929,112.02,68.0,13
190714_190104,166.77,18.6,15
200904_193000,143.65,-6.5,5
180718_194738,98.74,17.7,1
181009_171739,144.95,-4.4,5
180925_155215,121.55,-2.7,5
200607_203416,152.46,33.6,14
210408_190839,117.18,75.5,13
200524_154234,110.63,17.0,1
200903_202620,121.09,-19.6,5
200730_193241,153.56,43.3,14
200917_190500,131.22,-14.8,5
200703_191455,121.6,84.7,13
200710_194111,95.39,-20.4,5
180526_194134,130.5,2.2,1
190714_183823,148.52,20.1,14
200607_200853,143.09,29.9,14
200827_192159,155.98,11.6,1
190530_192151,156.33,-9.9,5
180622_212414,102.34,40.9,14
200927_202651,118.66,42.6,17
180925_165822,136.49,35.6,17
180422_161655,159.57,7.4,1
200514_204005,153.17,44.5,14
190801_204626,133.35,3.0,5
190706_183133,121.47,73.0,11
190501_193854,157.11,-2.0,1
180613_200004,114.83,-2.1,5
180520_144040,124.75,25.3,14
200925_183758,136.21,49.3,14
201008_185301,143.43,18.2,14
201004_164100,146.45,11.4,1
201024_173421,125.5,46.9,14
190711_202823,140.79,28.4,15
180328_200352,115.58,-9.0,5
210705_210617,131.13,28.2,14
200526_204755,161.05,18.5,14
190605_211102,157.49,-2.5,1
210418_153541,127.12,50.0,14
180605_195126,118.02,20.2,1
200806_200340,127.95,44.5,14
200606_173827,136.05,28.8,14
200704_194253,131.64,-4.7,5
190424_202601,135.78,-0.1,8
190508_205243,152.58,25.3,14
201023_194801,120.55,33.6,14
180707_191348,101.6,61.2,14
200703_192500,137.34,-13.0,8
200530_153042,127.66,17.3,1
190920_183344,124.21,25.9,14
210529_171552,147.61,11.5,1
200607_185632,108.92,-11.8,5
180627_210725,133.26,1.8,1
200929_191525,127.79,47.7,14
190801_220035,98.55,6.3,5
210627_174405,137.32,28.7,15
180526_195002,147.91,23.7,14
200516_191552,134.24,-14.9,5
200715_212723,165.1,-8.7,1
190529_201313,118.95,44.2,14
190803_211429,144.85,-9.6,4
200923_201356,138.09,35.3,14
200602_212243,153.35,10.1,1
190830_191913,134.95,32.2,14
180801_203058,120.31,18.6,1
180601_201620,124.04,77.8,14
200925_192509,130.61,42.7,14
180606_165030,170.11,-4.8,1
200621_184543,120.39,8.0,12
190810_181036,138.91,35.4,15
190416_191324,126.86,47.8,14
200826_202921,88.43,31.8,14
200626_190641,110.93,52.7,14
190403_194518,115.51,43.1,14
190921_173510,140.77,-3.8,8
201025_141331,116.39,48.1,1
180421_185820,150.91,-4.6,5
210513_214910,138.65,27.8,14
190618_202618,130.0,-3.4,5
210508_171037,146.62,19.7,14
180513_144055,133.52,47.3,14
200927_164355,137.8,7.3,1
200819_210506,137.8,37.6,14
190806_214128,143.45,-6.2,8
190330_193921,145.33,4.7,12
200818_205402,145.05,12.4,1
181011_200003,143.18,23.1,14
180621_185214,149.28,1.6,1
200806_211036,150.09,23.0,2
200906_153439,96.51,-0.4,5
180526_171539,162.91,-12.7,1
210429_192453,144.66,56.5,14
210407_184352,145.35,7.5,1
200711_180818,156.02,-2.2,1
200822_194206,151.91,-6.8,5
210406_190631,118.16,9.3,12
190430_184307,143.35,18.7,14
190914_204353,154.42,-18.7,1
180729_193906,124.21,50.1,14
180429_153525,136.41,35.3,14
181010_153218,94.71,-20.6,5
210617_184946,150.55,26.7,2
210509_142613,145.32,38.8,14
180418_205752,88.91,-21.1,5
190411_185535,143.78,36.5,14
210622_192112,129.93,-24.4,5
201025_142231,148.13,47.0,14
180407_191006,101.26,-43.2,5
210520_203550,155.35,22.3,2
210416_213454,154.31,-6.4,5
210509_151317,157.28,28.0,15
210509_161709,165.52,7.3,1
180503_223232,171.47,3.6,1
190807_185630,150.74,-3.8,8
210618_191142,55.98,-13.3,5
180807_213919,159.82,33.8,15
180706_200658,133.7,39.2,14
210618_185304,143.71,23.3,14
200829_181451,156.4,5.2,1
190406_172250,111.73,8.1,12
190528_184746,141.3,9.8,2
200726_201105,139.83,2.9,8
190601_172902,161.84,21.6,15
201007_162518,157.13,10.6,1
201018_161226,161.05,43.0,14
210521_192156,125.67,70.6,14
210615_192056,146.46,-3.5,5
190628_200412,94.28,38.4,14
180906_184041,125.44,-16.0,5
210616_153844,108.73,61.1,14
180531_202145,164.07,7.8,2
180706_183042,117.73,14.9,1
200529_211802,145.5,-8.5,5
180622_200333,124.41,-15.3,5
200913_140708,126.38,62.1,14
210411_151229,110.29,79.8,13
201011_142649,146.43,1.7,5
210516_160319,155.76,-4.9,1
190503_210442,150.3,10.9,1
210622_193349,149.91,22.8,14
200527_201158,148.28,-2.3,5
180905_195417,126.06,60.4,14
201020_214343,144.38,-4.3,5
180915_192844,138.61,22.6,2
200927_151119,151.71,17.4,2
180605_214016,70.09,-38.3,5
201013_202717,105.44,6.1,5
200801_204904,143.79,-4.4,5
190709_201841,159.19,6.1,1
200926_185227,106.5,-2.3,5
190407_150445,109.63,0.5,5
190714_211658,136.72,23.0,14
200922_203913,146.7,44.4,14
180707_203355,111.85,22.4,1
181010_214626,175.34,38.4,15
210418_160007,140.06,35.0,14
190430_190719,118.32,52.9,14
190707_211035,133.45,-11.5,5
210427_185739,156.38,22.4,2
200726_194636,98.53,-5.0,5
190407_161235,123.77,52.7,14
190518_170156,147.28,12.8,2
180412_213733,141.15,4.2,1
180516_191151,125.14,5.7,5
210413_191314,148.96,-12.8,8
180513_142638,151.57,21.9,2
200524_155121,90.99,60.5,14
190526_163648,104.67,-4.5,5
200613_201145,102.77,-15.4,5
201008_222220,126.26,71.3,11
180718_204126,150.54,-5.2,5
200808_182135,152.73,-10.1,5
180922_185632,144.28,0.3,5
210622_185101,147.74,30.3,17
180324_153155,85.43,-26.5,5
180607_184343,159.78,-6.5,4
210423_203540,129.51,41.6,14
200807_214111,124.26,-12.9,5
180629_200317,153.8,13.9,2
200820_202641,94.58,29.7,1
190925_190152,102.68,43.5,14
200804_192558,93.04,7.4,5
180628_194407,124.88,5.1,1
190916_191700,122.48,76.5,11
190423_201736,142.97,21.2,14
210406_183112,139.99,13.4,1
200605_191305,148.18,25.8,2
210602_192942,141.74,17.9,14
200804_202316,157.15,11.4,1
180920_194530,137.73,48.3,14
180927_194859,151.36,33.9,14
200903_204414,95.97,43.2,1
180914_194551,161.41,15.5,14
200929_191750,161.8,35.9,15
180811_194738,140.14,1.9,5
180729_202002,132.23,21.7,14
200827_185013,123.65,-10.6,1
180725_201008,106.35,64.0,13
190903_183641,154.72,25.0,15
190530_191402,142.31,30.0,14
210602_195741,159.08,17.0,2
210410_191247,128.73,-5.7,1
180906_213502,114.02,41.9,14
180527_162712,135.74,13.4,1
190518_195342,122.14,29.7,14
210509_152443,146.26,-14.4,5
200731_183932,146.52,4.0,1
180810_183111,148.81,17.5,14
200628_170729,158.69,20.3,14
180922_192427,132.14,62.0,14
180420_191920,153.92,17.8,1
181009_151952,73.25,-24.7,5
180906_210553,161.66,-1.1,1
190824_181742,124.13,28.3,14
180922_194326,122.52,7.7,1
190403_183100,121.75,78.8,13
190604_191607,120.07,10.0,12
180802_185812,163.28,7.9,1
180807_183241,127.92,-8.4,1
180508_203021,145.84,25.3,15
200825_191926,131.83,-5.3,5
200805_191431,150.31,12.5,1
200620_185343,138.61,50.4,14
180911_193811,128.78,19.0,14
200513_200703,102.6,30.3,1
201025_163359,152.62,5.4,1
200611_202804,112.11,44.8,14
180418_192550,135.19,14.0,1
190524_212339,116.62,29.0,14
180325_151713,138.66,-15.9,5
190628_191323,153.17,17.3,2
180726_210925,111.26,-12.1,5
200819_194430,82.86,-13.5,8
190528_203311,130.3,6.2,1
190514_200058,87.99,12.9,5
200616_213203,159.6,-13.6,1
200716_183204,111.11,56.7,14
210505_172537,142.94,-4.2,5
200625_204452,157.94,12.8,14
210626_173937,147.86,-1.5,8
190404_192924,157.83,-12.8,5
190614_184432,130.94,19.4,2
190717_220726,138.01,11.3,1
200617_184101,123.8,61.4,13
181006_171836,132.28,29.6,14
180717_195526,95.79,57.2,14
200508_202339,124.97,27.3,2
190811_172704,139.37,35.1,14
190618_195213,133.68,30.7,14
180607_190514,115.33,65.5,13
200609_184340,143.63,18.1,2
200707_190946,126.56,12.4,1
190920_191741,135.09,-12.2,5
200918_184200,110.09,33.2,1
180731_194327,155.39,-3.0,1
190704_202111,160.17,-2.7,1
190619_213915,122.24,-5.5,5
200704_211518,117.17,52.4,14
200523_194010,148.96,33.8,2
180608_212554,151.67,-6.1,8
190816_193716,134.94,14.6,1
210616_190520,129.83,-3.0,5
200707_210606,128.69,23.8,17
190919_211443,136.23,14.0,12
180408_154006,151.74,-21.1,5
200925_194054,143.97,-2.8,1
190327_184925,146.91,-9.3,1
190524_194757,104.18,13.5,12
190331_163904,95.9,31.8,1
210529_141452,86.03,37.8,14
181002_183848,155.69,18.1,2
190824_185251,138.55,21.5,14
180506_170334,149.88,18.5,2
200719_184604,143.75,-7.3,1
190726_192603,163.06,-2.6,2
190530_201517,134.43,19.7,14
210508_175626,133.46,26.2,14
210529_164631,157.27,27.6,15
201010_155015,136.97,-1.8,1
201016_203624,162.25,8.0,1
190622_182448,147.78,49.3,14
190327_211836,125.54,20.4,1
180414_174124,145.77,-7.9,5
200626_193352,114.3,38.2,14
210530_160847,113.94,66.6,14
210530_162452,133.67,42.4,14
210428_220457,158.89,-3.1,1
190328_210409,140.55,5.2,5
200912_192130,135.16,3.9,1
201002_140339,142.93,45.2,14
200606_180149,98.46,-8.3,5
210420_200725,91.48,21.6,1
190508_190024,156.77,12.5,1
210612_175406,157.19,15.5,14
190907_181952,143.3,9.7,1
200920_174659,153.81,2.5,1
190831_211328,155.5,-4.9,5
210625_223543,137.93,7.8,1
200623_210003,129.31,17.1,1
200725_204154,95.25,7.5,4
200910_192317,109.79,23.4,1
210617_214204,127.18,-13.9,5
180403_183752,112.35,75.4,14
200508_212636,149.45,35.1,14
190607_194720,86.55,29.2,14
190924_184551,146.5,12.8,1
210527_203448,101.37,29.0,14
180404_192556,119.69,-1.7,5
210606_183732,131.53,-15.8,8
180615_183133,137.76,6.4,12
210624_212948,79.4,49.2,14
180505_140508,141.99,15.5,2
181014_144248,143.11,32.2,14
180523_192513,147.8,21.4,14
180324_151818,124.67,66.2,14
200521_201840,122.79,51.7,14
210601_212034,119.17,20.4,1
200627_172440,147.96,2.0,5
210423_202501,74.57,-9.0,5
180418_193058,158.35,4.1,1
200520_185244,94.49,-1.4,5
210629_185029,134.91,9.7,1
180719_190121,119.29,10.2,1
210409_191557,156.22,15.1,2
210528_200041,113.77,-7.7,5
200619_183413,128.78,-9.7,5
190811_185458,120.62,50.6,14
190809_190302,127.19,13.6,1
200704_192924,151.72,20.1,2
201007_185951,103.03,-16.8,5
190825_194553,149.4,-2.4,5
210501_181929,136.96,4.3,1
200510_153044,150.75,20.4,2
180907_215232,90.0,-18.6,5
180520_145113,117.92,-26.9,5
180602_172543,159.77,23.2,15
190427_193315,150.09,34.3,14
200625_192640,118.98,59.4,1
210406_192151,135.19,22.1,14
190727_185442,139.86,40.3,14
201013_183426,147.92,16.3,3
190714_180111,154.83,27.1,3
190813_215009,133.9,2.6,1
210417_200516,139.35,38.8,14
180905_201556,99.81,-20.0,1
200829_182058,143.45,16.7,14
190927_185901,131.29,22.8,17
200913_143031,143.31,-10.0,5
180810_191222,81.98,-20.6,5
201003_152523,117.74,7.6,5
190820_202324,116.77,0.6,4
200507_184705,158.99,3.2,1
200815_183049,117.79,-11.3,5
180920_183825,157.1,-0.2,1
190403_194955,145.71,21.5,14
201022_185449,142.39,25.9,3
190630_190820,122.07,-7.6,5
200813_204340,141.91,3.8,5
201017_202158,105.01,16.3,1
190602_192115,150.22,10.6,1
200531_161658,120.73,61.3,14
200802_175333,154.22,4.8,12
200820_192842,112.65,32.1,3
200813_192245,158.7,-7.2,5
180724_190804,122.98,14.5,1
200830_185148,117.12,24.2,14
190828_184350,127.7,80.4,13
190831_211655,136.29,28.2,17
210415_222554,85.4,29.1,14
200830_181407,94.27,-10.6,5
180429_160226,133.59,-12.8,8
210613_175254,145.38,5.5,1
190613_193128,147.23,16.2,14
180426_193334,85.13,-16.9,5
210605_183326,138.83,34.5,14
190425_191925,138.4,17.4,1
190516_183619,161.31,51.9,17
200814_185510,132.99,6.0,1
200830_172005,143.43,-15.2,5
190507_193032,119.92,26.3,14
180606_165644,126.36,45.8,17
200521_184719,103.26,-7.1,5
210704_180646,97.71,-1.7,5
190627_205348,159.42,9.0,1
190621_194909,134.68,79.0,14
200530_184111,115.7,29.9,14
200603_200321,124.99,5.9,1
190613_183235,149.39,-4.4,5
180731_183420,139.61,-8.0,8
190822_200117,123.7,14.5,1
200801_200525,147.93,-14.1,5
200611_205456,109.8,72.0,14
190728_191720,135.8,15.1,1
180523_203610,81.58,-22.7,8
180616_173021,136.17,68.3,13
180907_190255,164.16,1.4,5
210404_143514,130.6,7.9,1
200730_193856,132.5,15.5,1
210420_185934,145.57,46.2,14
190526_154039,139.42,47.9,14
200604_192628,120.69,-2.8,5
190427_171304,117.54,32.6,14
200904_215139,142.1,17.4,1
180621_213659,138.12,49.1,14
190727_194236,153.7,3.7,1
180915_183040,124.46,21.1,14
190323_150440,133.49,-1.4,5
190703_184011,125.49,-3.4,5
210702_184426,163.68,6.3,2
200609_202658,132.62,-11.5,5
200907_211949,144.18,14.9,14
200930_164924,131.8,5.0,1
190604_210453,146.35,3.7,5
200816_195226,90.3,43.5,14
201017_175836,150.86,44.7,14
190404_185612,152.47,13.6,17
190825_182715,166.43,10.2,2
190612_193818,161.98,9.7,1
210501_175809,105.55,-20.4,5
190420_170541,141.85,-21.3,8
200920_152138,147.59,15.6,3
190327_213844,141.42,16.7,14
190828_201547,94.09,37.3,2
180504_184401,125.72,21.0,1
190324_142918,154.91,-3.6,5
190324_151355,155.03,11.4,1
190420_181528,164.37,10.9,1
180704_222608,117.28,63.7,13
210606_201605,159.44,-12.3,1
201013_195114,162.2,-8.5,1
180616_172434,131.6,24.9,14
200509_171218,61.16,34.2,5
180816_195646,133.33,19.7,14
210519_163323,135.16,41.7,14
190727_184734,154.48,11.5,1
200508_204124,141.93,49.4,14
190829_213612,125.5,27.0,14
201011_164631,105.3,24.7,1
210410_190529,146.58,38.8,15
180613_185820,88.73,32.9,14
200726_184531,133.65,40.7,14
190901_165010,116.58,-6.7,5
180526_195636,139.52,42.5,14
190916_201016,158.72,9.8,1
180401_170820,138.23,-12.8,5
190809_185331,146.51,13.4,1
200917_183318,103.92,33.1,14
210512_204857,162.82,1.3,5
180530_193915,133.3,-14.7,5
190704_192202,157.5,42.9,14
201010_181859,74.33,-8.9,5
200924_195749,139.72,2.3,1
200618_200733,121.53,18.8,1
190504_144251,144.29,-3.2,5
180915_173207,151.56,-2.2,1
201002_155121,115.31,18.7,1
200510_172802,146.33,71.1,14
190704_185832,156.11,-1.6,5
200909_195116,152.84,15.7,14
190811_175710,157.72,-3.6,5
180510_200059,87.35,-21.8,5
190910_204724,156.33,6.2,2
190602_190830,153.64,12.1,2
200811_203024,129.08,68.8,14
190822_183415,148.98,28.6,15
200609_205827,131.53,-11.7,1
200602_202707,157.55,9.2,1
201008_202414,112.91,-7.7,5
190525_183351,111.71,56.4,14
180415_160829,140.62,58.2,2
200827_191433,113.74,52.7,14
210616_192835,146.07,9.3,1
200621_181148,148.9,28.2,3
190421_154747,147.67,10.6,1
200530_201907,117.41,9.4,1
200920_162555,109.98,17.7,1
180802_210748,120.67,35.1,14
190414_143355,163.78,-5.8,1
200528_213434,135.01,-9.2,5
180328_191942,148.1,26.8,15
180814_184507,160.62,12.1,2
190606_181305,140.14,16.0,14
180916_150752,161.01,6.9,1
201007_210215,159.27,-14.7,8
190625_203721,145.53,38.9,14
190410_190440,118.29,-4.1,5
190828_210239,142.58,-9.5,5
210521_202402,144.62,3.1,1
190714_185014,164.17,24.0,15
200709_193028,121.52,59.7,1
190406_191446,86.58,72.2,13
200805_192140,107.41,24.4,1
210605_175246,146.2,15.3,2
180325_154318,156.47,33.3,14
210605_180045,146.43,-16.1,5
200619_205219,149.98,12.8,2
200906_145229,108.96,-25.7,5
200528_200506,144.15,21.6,14
180722_192632,120.81,-0.1,12
190810_204642,139.58,26.1,14
180607_195031,136.02,11.0,2
190505_152842,107.65,-8.4,5
201029_201117,127.32,-1.6,5
180921_211452,168.07,-5.4,5
201027_211920,110.85,19.7,1
210624_195338,156.92,4.1,1
200521_205423,128.75,67.9,14
180602_181715,146.36,10.3,1
200529_194422,114.04,68.8,14
190714_201138,153.18,9.7,1
190803_183041,113.54,15.3,12
190406_180339,147.63,0.5,5
180401_144010,132.67,51.3,14
190704_183125,118.1,8.8,12
180522_170128,153.58,-9.1,1
200913_164701,133.28,8.7,1
200923_210408,150.03,21.4,2
200802_203444,123.07,36.3,13
190815_204512,105.32,-11.9,5
180517_215150,120.45,36.8,14
180501_201701,117.31,12.9,1
201021_215920,130.24,29.6,17
200910_211943,138.41,-3.0,5
201017_192436,124.76,33.6,17
180929_172051,141.04,-3.0,5
190329_194859,146.55,4.1,2
200906_155218,157.16,5.5,2
180324_152527,172.63,7.2,1
200917_192509,147.68,15.7,1
180515_202941,166.39,22.6,15
190421_155339,153.03,-0.5,5
190913_141933,132.99,35.7,14
210521_204508,109.86,8.2,1
180815_201600,156.26,6.5,12
180720_212830,119.56,24.4,14
201029_201620,153.23,26.2,2
200730_190209,107.74,56.4,14
200513_210554,133.48,28.8,14
180530_193920,159.68,31.4,15
180527_162931,156.83,3.0,1
200621_174905,152.13,3.2,12
190903_184744,148.5,9.0,1
180906_195606,140.49,18.6,2
200609_193726,128.06,4.3,5
180913_211734,101.52,-6.2,5
190920_193604,124.87,19.3,1
190508_183515,140.6,33.3,14
200906_143640,150.46,-14.2,5
180523_211845,134.79,25.9,14
190831_193752,148.89,2.1,1
201030_190708,152.42,-9.0,5
210616_212632,122.51,43.6,14
180627_211925,87.99,-21.1,5
190808_201817,137.13,14.3,1
210502_152509,126.36,16.5,1
190417_190715,154.77,-8.9,5
190404_195933,145.17,31.8,15
200906_140701,139.18,41.2,17
190901_152902,156.65,4.6,1
200911_194533,136.17,33.4,17
210407_221233,142.89,9.2,1
190604_194106,140.91,29.3,14
200618_201239,44.37,-14.3,5
190912_194043,69.61,35.9,14
180518_192837,150.07,-5.4,5
201004_162402,150.08,16.9,14
180410_195846,119.42,9.4,12
180515_185917,114.66,78.5,13
180328_214420,133.09,44.3,14
190713_190547,114.98,-4.9,5
190523_194724,36.85,50.8,13
180805_181940,26.51,-17.9,16
210425_141930,159.32,18.5,14
180429_144508,144.83,22.8,14
201015_201144,130.9,70.0,14
180612_193727,134.18,39.9,14
200917_193552,111.19,-10.3,1
210603_213701,135.81,15.1,1
200809_191232,115.44,-8.2,5
180725_213314,146.43,59.9,14
210701_191134,154.29,-0.2,5
180923_161940,131.95,43.0,14
190914_181934,148.02,-6.5,5
210624_202525,110.96,-4.9,5
190607_193143,94.22,-16.6,5
180503_195313,103.37,15.6,1
180810_194101,155.27,5.2,1
200513_185657,147.47,4.1,2
190912_183503,111.24,13.4,12
180926_160409,132.09,14.3,1
210619_181101,160.35,-16.0,5
210530_141623,110.92,-13.4,5
190609_192503,133.06,52.5,14
200806_203322,125.29,-23.8,5
200816_190056,141.28,17.3,2
190901_151846,146.62,1.1,5
180327_183214,144.62,16.6,14
210502_142939,144.58,1.3,1
210427_195312,118.91,57.0,14
180725_202019,156.55,8.0,1
200709_194029,165.33,1.6,8
210513_204839,116.63,73.8,13
190901_144114,138.8,-3.8,8
190718_201651,153.97,-1.8,5
190420_182243,104.77,-6.6,5
200529_211242,127.33,-7.5,5
190807_203115,139.58,59.2,14
200616_195937,147.82,8.2,1
190502_200522,158.63,-8.1,5
200816_182347,127.4,23.5,14
190907_173433,112.09,19.1,1
180523_200349,141.61,25.3,14
200908_214631,135.8,33.9,14
210609_191534,102.98,6.8,5
190818_192749,148.65,5.5,12
180722_193235,135.04,45.0,14
190516_183503,142.75,38.9,14
190427_192148,156.66,13.3,2
181009_164650,166.58,-15.1,1
210509_145930,121.37,24.9,14
180802_201122,118.56,-2.9,4
180325_162001,124.73,39.0,13
180527_145610,106.01,-14.5,5
200529_204632,129.59,60.9,14
181006_212912,146.58,13.9,1
200626_205439,124.15,45.0,14
201025_160641,156.53,-2.8,1
210706_212130,138.0,-3.6,5
180510_192508,151.51,2.2,8
210617_210856,151.16,22.3,2
190327_201728,144.06,40.0,14
200827_203153,133.7,3.8,1
200514_220035,143.02,40.9,14
210611_193656,145.57,-5.0,1
200903_192725,156.34,0.8,8
200614_183046,150.29,9.9,1
201001_155643,125.71,51.7,14
200611_204100,144.03,-2.5,5
190614_210247,118.88,39.7,14
210429_211358,155.14,7.5,1
210613_182004,147.73,-16.8,5
181006_184246,145.3,26.0,2
210622_222031,143.18,14.7,1
180504_210530,176.7,-15.2,5
180719_193222,119.34,8.4,5
190609_185602,148.8,14.2,2
190627_200950,143.72,0.6,1
200729_194008,114.38,21.6,1
200919_182047,109.18,14.6,1
200922_205442,159.22,-13.7,1
200610_200433,134.82,33.8,14
200731_195220,95.85,-17.0,5
180617_202254,133.3,44.2,17
200705_195237,138.65,30.7,15
180504_190021,152.84,11.2,1
190911_194546,142.81,1.2,4
200510_151834,123.38,28.9,14
180329_204944,101.55,-17.5,5
190516_195913,134.34,2.2,1
190514_200425,136.2,69.9,14
190419_195656,124.17,22.1,14
200621_181634,143.16,20.9,14
190820_184109,136.89,11.1,2
200904_214212,108.47,-7.4,4
180324_170932,151.03,3.0,1
180411_183145,155.8,5.4,1
200724_204657,147.18,28.1,2
180810_190729,170.18,-2.9,1
190406_193338,142.54,30.2,15
180527_150625,152.58,30.7,14
190818_170352,156.52,11.6,1
200828_183221,120.0,-14.1,5
180912_200238,130.65,49.0,17
200926_191612,152.74,14.8,12
200908_192222,144.0,-1.0,5
180327_205345,129.48,-13.3,5
190702_195154,149.45,10.3,2
190630_172818,129.24,38.4,14
200912_190150,122.8,-5.8,1
200916_201054,93.49,3.8,8
180905_194347,123.94,50.1,14
190716_203010,137.04,26.6,17
190523_213843,151.78,7.6,1
190822_195254,149.8,23.7,2
180907_202901,141.11,5.6,5
200823_194358,156.9,25.7,2
200710_211739,102.38,67.8,14
190611_194350,119.62,-0.7,5
210506_192245,128.47,6.7,1
190510_213625,135.04,3.3,1
200802_192334,155.17,8.4,1
210427_201522,118.86,0.5,5
210421_201005,97.9,30.5,1
190508_195518,145.46,30.0,2
190704_202625,111.41,41.2,14
190626_203131,135.26,24.4,14
200926_174039,140.06,-6.4,1
190518_185144,149.51,72.2,14
210626_173006,147.08,20.0,14
200707_183716,97.84,23.6,1
180904_215510,133.34,14.8,1
180608_191421,164.03,-8.7,5
210617_213329,160.1,-0.4,5
210502_171231,133.64,62.3,14
200602_193019,126.37,34.5,14
190821_192511,101.03,-12.6,5
180426_192256,150.69,-1.0,5
180518_215706,163.02,6.9,1
200628_192215,95.22,7.3,5
180324_144836,113.61,72.8,14
180508_211440,113.84,28.9,14
200620_182334,101.93,52.8,14
190607_194339,106.08,77.0,13
200505_154438,118.71,24.5,14
200708_211835,121.12,-20.3,8
180920_185046,156.32,3.5,1
200731_205749,135.83,-4.3,1
190906_185341,149.34,12.7,1
190509_211552,130.37,17.8,12
210418_170927,115.83,18.0,1
210617_191531,118.97,-12.8,5
190702_193537,126.25,-10.8,5
200901_212435,152.45,31.2,15
190605_211654,125.48,-17.3,5
200530_174843,118.83,-1.8,5
190831_191456,133.38,8.8,12
190820_183321,129.89,-15.9,5
190525_180403,130.59,18.0,1
190629_185218,144.14,-15.0,4
201017_191423,110.49,-27.8,5
200531_171517,149.62,15.4,14
