PIT_ID,HIT_VEL,HIT_ANG_VER,HIT_RESULT
190804_192214,154.89,12.0,1
201017_181406,138.69,11.2,1
210512_194259,122.06,65.4,14
180617_181534,139.69,-16.3,5
180810_192139,138.44,29.2,14
190528_211252,155.22,42.9,14
210530_143518,149.26,-9.4,5
210421_211331,154.65,-11.5,5
210623_213150,103.79,40.8,14
210506_205346,143.24,52.8,14
180919_184421,148.82,-0.2,1
210608_194950,98.55,78.5,14
180330_185011,153.29,26.4,15
190803_190730,161.71,-11.4,5
180519_194637,153.98,14.6,14
180725_185412,171.53,-2.9,1
180928_212159,144.65,-3.6,4
210427_200636,150.49,10.8,2
180704_191844,102.51,2.3,5
200915_194701,105.81,-26.0,8
190602_201239,166.85,-13.6,5
