GYEAR,PCODE,GAMENUM,PA,AB,BA,HIT,HR,TOTB,SLG,SF,BB,KK,IB,HP,GD,HIT_VEL,HIT_ANG_VER,len_barrel,barrel_per,OBP,OPS,barrel_per_pa,barrel_per_ab
2018,64300,129,576,511,0.28800000000000003,147,20,242,0.474,5,54,81,2,5,16,133.90611548556424,22.478477690288713,20.0,0.05249343832020997,0.3582608695652174,0.8322608695652174,0.034722222222222224,0.03913894324853229
2018,64346,134,447,423,0.293,124,13,198,0.46799999999999997,2,22,119,1,0,6,133.32000000000005,11.867826086956518,17.0,0.07391304347826087,0.32662192393736017,0.7946219239373602,0.03803131991051454,0.04018912529550828
2018,66838,124,446,421,0.252,106,27,202,0.48,3,17,108,0,4,13,133.76375438596494,16.5098245614035,29.0,0.10175438596491228,0.2853932584269663,0.7653932584269663,0.06502242152466367,0.0688836104513064
2018,67025,144,645,564,0.305,172,43,333,0.59,2,71,142,4,7,10,138.8883887468031,16.231202046035804,52.0,0.1329923273657289,0.38819875776397517,0.9781987577639751,0.08062015503875969,0.09219858156028368
2018,67304,136,473,430,0.27,116,5,158,0.36700000000000005,2,33,119,1,5,6,126.64071428571425,8.758646616541348,4.0,0.015037593984962405,0.3276595744680851,0.6946595744680851,0.008456659619450317,0.009302325581395349
2018,67450,137,597,506,0.33,167,33,306,0.605,8,65,107,0,18,17,138.99072046109504,17.890778097982707,34.0,0.09798270893371758,0.4187604690117253,1.0237604690117252,0.05695142378559464,0.06719367588932806
2018,67598,133,505,462,0.268,124,23,237,0.513,0,33,133,2,9,8,133.93130909090914,19.32472727272727,27.0,0.09818181818181818,0.32936507936507936,0.8423650793650794,0.053465346534653464,0.05844155844155844
2018,67650,131,590,513,0.31,159,20,250,0.48700000000000004,1,63,103,3,10,9,137.06941011235952,15.071348314606743,36.0,0.10112359550561797,0.39522998296422485,0.8822299829642248,0.061016949152542375,0.07017543859649122
2018,67935,142,571,501,0.257,129,26,242,0.483,3,55,144,2,12,14,136.2253726708075,22.626708074534157,40.0,0.12422360248447205,0.3432574430823117,0.8262574430823117,0.07005253940455342,0.07984031936127745
2018,68730,142,590,529,0.306,162,30,303,0.573,5,51,93,10,5,5,132.70614583333335,23.070312499999986,35.0,0.09114583333333333,0.3694915254237288,0.9424915254237287,0.059322033898305086,0.0661625708884688
2018,70410,121,471,429,0.34,146,18,223,0.52,10,23,57,5,7,15,136.97245664739876,16.546531791907512,30.0,0.08670520231213873,0.3752665245202559,0.8952665245202559,0.06369426751592357,0.06993006993006994
2018,71564,144,604,543,0.33299999999999996,181,37,322,0.593,4,43,75,7,14,18,137.24601485148517,17.323267326732672,49.0,0.12128712871287128,0.39403973509933776,0.9870397350993377,0.08112582781456953,0.09023941068139964
2018,72133,134,583,524,0.303,159,15,244,0.466,7,47,107,0,5,21,135.56594520547944,15.990410958904102,36.0,0.09863013698630137,0.36192109777015435,0.8279210977701543,0.06174957118353345,0.06870229007633588
2018,72443,143,609,528,0.33899999999999997,179,25,290,0.5489999999999999,8,66,87,7,7,17,139.3132451923076,17.101682692307705,41.0,0.0985576923076923,0.41379310344827586,0.9627931034482757,0.06732348111658457,0.07765151515151515
2018,73113,135,528,458,0.262,120,25,216,0.47200000000000003,3,58,129,2,9,16,135.40612040133774,21.669230769230772,34.0,0.11371237458193979,0.3541666666666667,0.8261666666666667,0.06439393939393939,0.07423580786026202
2018,73136,131,528,485,0.295,143,34,268,0.5529999999999999,2,35,143,3,5,9,140.66435540069676,14.215679442508707,36.0,0.1254355400696864,0.34724857685009486,0.9002485768500947,0.06818181818181818,0.07422680412371134
2018,74163,134,575,491,0.293,144,1,163,0.332,5,59,62,0,12,8,122.54758333333336,11.91694444444445,2.0,0.005555555555555556,0.37918871252204583,0.7111887125220459,0.0034782608695652175,0.004073319755600814
2018,74206,131,467,402,0.311,125,16,193,0.48,6,52,77,1,4,12,132.31199367088604,20.652215189873402,28.0,0.08860759493670886,0.3900862068965517,0.8700862068965517,0.059957173447537475,0.06965174129353234
2018,74215,132,509,460,0.276,127,19,206,0.44799999999999995,3,40,69,2,4,17,134.0930056179775,15.76685393258426,23.0,0.06460674157303371,0.33727810650887574,0.7852781065088756,0.04518664047151277,0.05
2018,74339,121,480,428,0.33899999999999997,145,20,228,0.5329999999999999,1,47,53,3,2,9,133.06772727272735,14.940340909090907,23.0,0.06534090909090909,0.40585774058577406,0.938857740585774,0.04791666666666667,0.053738317757009345
2018,74540,129,477,427,0.26899999999999996,115,22,195,0.457,7,29,96,5,14,11,137.22851724137928,15.018965517241389,26.0,0.0896551724137931,0.3312368972746331,0.7882368972746332,0.05450733752620545,0.06088992974238876
2018,75125,113,488,400,0.345,138,43,287,0.718,3,68,114,10,17,9,143.02916349809897,18.517110266159694,52.0,0.19771863117870722,0.4569672131147541,1.174967213114754,0.10655737704918032,0.13
2018,75334,123,477,401,0.27899999999999997,112,27,216,0.539,10,60,121,2,6,3,141.4007720588234,24.249632352941173,37.0,0.13602941176470587,0.3731656184486373,0.9121656184486373,0.07756813417190776,0.09226932668329177
2018,75566,128,543,479,0.301,144,20,236,0.493,5,52,103,1,7,10,130.9268787878787,21.663636363636364,26.0,0.07878787878787878,0.3738489871086556,0.8668489871086555,0.04788213627992634,0.054279749478079335
2018,76249,118,494,443,0.318,141,17,213,0.48100000000000004,6,35,68,3,8,10,134.52909090909085,16.04363636363637,33.0,0.1,0.37398373983739835,0.8549837398373984,0.06680161943319839,0.0744920993227991
2018,76267,138,590,519,0.33299999999999996,173,26,302,0.5820000000000001,10,51,89,1,10,5,140.20012376237628,19.883910891089112,45.0,0.11138613861386139,0.39661016949152544,0.9786101694915255,0.07627118644067797,0.08670520231213873
2018,76313,142,588,530,0.29600000000000004,157,25,279,0.526,3,49,120,1,4,5,132.06582901554393,25.200777202072526,38.0,0.09844559585492228,0.3583617747440273,0.8843617747440273,0.06462585034013606,0.07169811320754717
2018,76753,113,460,434,0.297,129,18,207,0.47700000000000004,4,18,93,0,4,13,135.33446428571438,13.541785714285725,27.0,0.09642857142857143,0.3282608695652174,0.8052608695652175,0.058695652173913045,0.06221198156682028
2018,76802,135,462,415,0.27699999999999997,115,4,148,0.35700000000000004,3,29,42,0,9,19,124.54835734870323,16.83458213256486,2.0,0.005763688760806916,0.3355263157894737,0.6925263157894737,0.004329004329004329,0.004819277108433735
2018,76812,130,471,407,0.32899999999999996,134,17,209,0.514,5,43,65,0,12,13,134.30088328075718,15.444794952681377,22.0,0.0694006309148265,0.40471092077087795,0.9187109207708779,0.04670912951167728,0.05405405405405406
2018,76849,120,502,447,0.302,135,4,187,0.418,1,40,64,3,3,5,126.1958024691357,7.133641975308647,11.0,0.033950617283950615,0.3625254582484725,0.7805254582484724,0.021912350597609563,0.024608501118568233
2018,77248,132,521,473,0.313,148,15,219,0.46299999999999997,2,41,119,0,2,13,134.4885714285714,12.36103896103897,22.0,0.07142857142857142,0.3687258687258687,0.8317258687258686,0.04222648752399232,0.046511627906976744
2018,77532,141,625,553,0.32899999999999996,182,26,302,0.546,1,68,99,1,2,15,137.97623931623934,10.931054131054136,36.0,0.10256410256410256,0.40384615384615385,0.9498461538461539,0.0576,0.0650994575045208
2018,77564,128,465,413,0.28300000000000003,117,10,171,0.414,5,40,80,3,6,6,132.28911949685528,20.338050314465413,17.0,0.05345911949685535,0.35129310344827586,0.7652931034482758,0.03655913978494624,0.04116222760290557
2018,78135,118,485,437,0.316,138,13,204,0.467,0,31,82,0,12,6,131.2374267100977,12.780456026058635,22.0,0.07166123778501629,0.3770833333333333,0.8440833333333333,0.04536082474226804,0.05034324942791762
2018,78603,127,492,424,0.295,125,4,158,0.373,5,48,42,1,9,10,130.09962318840573,10.772173913043474,13.0,0.03768115942028986,0.37448559670781895,0.7474855967078189,0.026422764227642278,0.030660377358490566
2018,79109,144,617,533,0.278,148,11,211,0.396,6,59,146,3,7,6,132.1733432835822,15.521194029850745,28.0,0.08358208955223881,0.3537190082644628,0.7497190082644628,0.04538087520259319,0.0525328330206379
2018,79240,133,577,516,0.324,167,10,237,0.45899999999999996,8,32,52,0,16,15,133.24896470588246,14.347058823529418,18.0,0.042352941176470586,0.3758741258741259,0.8348741258741259,0.03119584055459272,0.03488372093023256
2018,79402,122,499,453,0.263,119,10,164,0.36200000000000004,3,27,91,0,8,11,130.04111801242237,14.057763975155284,10.0,0.031055900621118012,0.3136456211812627,0.6756456211812627,0.02004008016032064,0.02207505518763797
2018,79608,130,549,494,0.342,169,23,278,0.563,9,36,57,1,10,13,135.3464832535886,16.903110047846877,22.0,0.05263157894736842,0.39162112932604737,0.9546211293260474,0.04007285974499089,0.044534412955465584
2019,61102,132,468,418,0.27,113,16,183,0.43799999999999994,6,30,82,2,13,21,139.97954716981133,18.947547169811305,29.0,0.10943396226415095,0.3340471092077088,0.7720471092077088,0.06196581196581197,0.06937799043062201
2019,61186,138,613,546,0.308,168,2,204,0.374,1,57,82,1,5,13,135.9902465753425,10.18383561643836,9.0,0.024657534246575342,0.37766830870279144,0.7516683087027914,0.01468189233278956,0.016483516483516484
2019,61353,137,513,492,0.32299999999999995,159,3,207,0.42100000000000004,2,18,89,1,1,5,135.88657232704412,12.458176100628938,11.0,0.03459119496855346,0.3469785575048733,0.7679785575048733,0.021442495126705652,0.022357723577235773
2019,61404,114,467,411,0.297,122,5,159,0.387,6,37,41,1,8,18,130.32821428571432,16.436785714285712,7.0,0.025,0.36147186147186144,0.7484718614718615,0.014989293361884369,0.0170316301703163
2019,62244,137,505,441,0.27899999999999997,123,4,172,0.39,6,41,68,1,7,5,130.3381935483871,17.635806451612908,12.0,0.03870967741935484,0.34545454545454546,0.7354545454545455,0.023762376237623763,0.027210884353741496
2019,62404,122,526,475,0.267,127,15,211,0.444,6,38,88,2,7,5,134.6349554896143,21.549258160237393,30.0,0.08902077151335312,0.3269961977186312,0.7709961977186313,0.057034220532319393,0.06315789473684211
2019,62415,144,581,506,0.239,121,5,166,0.32799999999999996,3,58,82,0,2,4,129.68123167155414,18.014076246334316,10.0,0.02932551319648094,0.3181019332161687,0.6461019332161686,0.01721170395869191,0.019762845849802372
2019,62895,125,502,427,0.265,113,12,169,0.396,0,55,100,4,20,6,138.6205902777778,17.42499999999999,17.0,0.059027777777777776,0.3745019920318725,0.7705019920318725,0.03386454183266932,0.03981264637002342
2019,62907,125,526,468,0.344,161,1,203,0.434,6,41,40,1,9,10,130.6052254641909,14.946949602122023,8.0,0.021220159151193633,0.4026717557251908,0.8366717557251908,0.015209125475285171,0.017094017094017096
2019,64004,127,521,466,0.281,131,0,143,0.307,5,32,61,0,13,8,131.9524085365853,11.003963414634137,6.0,0.018292682926829267,0.34108527131782945,0.6480852713178294,0.011516314779270634,0.012875536480686695
2019,64300,139,625,540,0.307,166,19,265,0.491,7,70,80,4,7,12,136.34413705583754,23.22690355329951,36.0,0.09137055837563451,0.3894230769230769,0.880423076923077,0.0576,0.06666666666666667
2019,64560,133,470,400,0.27,108,6,153,0.38299999999999995,5,57,92,0,4,8,130.44879120879122,19.817582417582408,15.0,0.054945054945054944,0.3626609442060086,0.7456609442060085,0.031914893617021274,0.0375
2019,64646,133,541,504,0.26,131,2,160,0.317,2,26,83,0,4,8,127.82076696165197,12.307669616519172,8.0,0.02359882005899705,0.3003731343283582,0.6173731343283582,0.014787430683918669,0.015873015873015872
2019,67025,142,578,521,0.322,168,24,276,0.53,5,49,120,5,3,4,138.68390313390302,20.202564102564104,40.0,0.11396011396011396,0.3806228373702422,0.9106228373702423,0.06920415224913495,0.07677543186180422
2019,67450,133,568,472,0.292,138,22,243,0.515,9,80,87,6,7,18,141.88709779179814,18.703470031545734,33.0,0.10410094637223975,0.3961267605633803,0.9111267605633804,0.058098591549295774,0.06991525423728813
2019,68345,139,613,525,0.305,160,28,285,0.5429999999999999,5,77,101,1,6,17,141.52501385041555,20.426038781163435,55.0,0.1523545706371191,0.3964110929853181,0.9394110929853181,0.08972267536704731,0.10476190476190476
2019,68730,124,525,476,0.284,135,18,219,0.46,5,38,90,5,5,6,133.59966257668705,23.85122699386503,30.0,0.09202453987730061,0.33969465648854963,0.7996946564885496,0.05714285714285714,0.06302521008403361
2019,68743,142,624,564,0.262,148,8,211,0.374,6,48,101,0,0,6,132.37434173669467,14.282913165266107,16.0,0.04481792717086835,0.31715210355987056,0.6911521035598706,0.02564102564102564,0.028368794326241134
2019,69209,144,645,572,0.344,197,15,276,0.483,6,61,54,4,6,16,134.40495555555552,16.885777777777776,27.0,0.06,0.40930232558139534,0.8923023255813953,0.04186046511627907,0.0472027972027972
2019,71564,135,549,485,0.285,138,16,211,0.435,7,47,65,4,10,19,136.28871866295273,17.620055710306406,34.0,0.0947075208913649,0.3551912568306011,0.7901912568306011,0.061930783242258654,0.07010309278350516
2019,71752,127,500,433,0.305,132,6,171,0.395,8,54,94,5,5,15,139.22395104895102,16.346503496503495,20.0,0.06993006993006994,0.382,0.777,0.04,0.046189376443418015
2019,71837,127,460,422,0.27,114,8,156,0.37,3,31,103,3,4,2,130.32607913669065,21.073741007194236,14.0,0.050359712230215826,0.3239130434782609,0.6939130434782609,0.030434782608695653,0.03317535545023697
2019,72443,136,555,456,0.3,137,17,221,0.485,7,85,77,6,7,13,140.97331428571422,19.463714285714303,43.0,0.12285714285714286,0.4126126126126126,0.8976126126126126,0.07747747747747748,0.09429824561403509
2019,73113,137,490,421,0.247,104,10,158,0.375,6,55,102,1,4,14,134.87728813559312,21.765084745762714,24.0,0.08135593220338982,0.33539094650205764,0.7103909465020577,0.04897959183673469,0.057007125890736345
2019,73136,129,476,414,0.256,106,21,192,0.46399999999999997,4,48,114,1,9,7,138.81607142857135,16.492063492063497,32.0,0.12698412698412698,0.3431578947368421,0.8071578947368421,0.06722689075630252,0.07729468599033816
2019,74206,130,470,377,0.268,101,4,135,0.358,11,67,58,3,7,10,130.1211945392492,22.031740614334485,18.0,0.06143344709897611,0.3787878787878788,0.7367878787878788,0.03829787234042553,0.04774535809018567
2019,74339,139,562,501,0.317,159,14,222,0.44299999999999995,5,52,61,1,4,20,135.80058974358974,15.309230769230771,22.0,0.05641025641025641,0.38256227758007116,0.8255622775800711,0.03914590747330961,0.043912175648702596
2019,75125,122,532,432,0.28,121,33,242,0.56,9,78,117,5,13,7,141.67058823529413,22.762629757785472,42.0,0.1453287197231834,0.39849624060150374,0.9584962406015038,0.07894736842105263,0.09722222222222222
2019,75334,130,529,467,0.293,137,21,231,0.495,4,55,99,1,3,5,140.31585798816573,23.69615384615385,43.0,0.12721893491124261,0.3686200378071834,0.8636200378071834,0.08128544423440454,0.09207708779443255
2019,75566,111,455,395,0.24600000000000002,97,19,174,0.441,7,43,73,0,8,10,133.90289752650173,23.73109540636044,20.0,0.0706713780918728,0.32671081677704195,0.7677108167770419,0.04395604395604396,0.05063291139240506
2019,76313,124,507,448,0.28300000000000003,127,20,209,0.467,5,52,71,2,2,10,133.21413994169086,21.0206997084548,27.0,0.07871720116618076,0.35700197238658776,0.8240019723865878,0.05325443786982249,0.060267857142857144
2019,76753,122,486,454,0.264,120,7,162,0.35700000000000004,5,21,91,0,3,18,138.33215053763436,14.405017921146952,22.0,0.07885304659498207,0.2981366459627329,0.655136645962733,0.04526748971193416,0.048458149779735685
2019,76802,144,472,426,0.24600000000000002,105,1,128,0.3,3,33,43,0,2,15,126.77868656716412,16.400597014925374,3.0,0.008955223880597015,0.3017241379310345,0.6017241379310345,0.006355932203389831,0.007042253521126761
2019,76812,139,502,451,0.268,121,12,176,0.39,7,34,59,2,9,16,133.86089635854339,16.7201680672269,24.0,0.06722689075630252,0.3273453093812375,0.7173453093812375,0.04780876494023904,0.05321507760532151
2019,76849,139,547,484,0.293,142,2,171,0.353,4,48,66,2,4,12,129.568643533123,13.914826498422716,4.0,0.012618296529968454,0.3592592592592593,0.7122592592592593,0.007312614259597806,0.008264462809917356
2019,77532,134,568,512,0.295,151,10,205,0.4,2,52,92,1,1,6,135.23350000000008,14.955999999999998,22.0,0.07333333333333333,0.35978835978835977,0.7597883597883598,0.03873239436619718,0.04296875
2019,78135,120,482,419,0.28600000000000003,120,13,185,0.442,10,42,78,1,10,9,134.60460264900655,18.27119205298011,28.0,0.09271523178807947,0.3575883575883576,0.7995883575883576,0.058091286307053944,0.06682577565632458
2019,78168,113,486,426,0.3,128,2,163,0.38299999999999995,5,49,50,1,3,5,132.33594155844162,15.589935064935073,6.0,0.01948051948051948,0.37267080745341613,0.7556708074534161,0.012345679012345678,0.014084507042253521
2019,78288,135,451,373,0.29,108,3,135,0.36200000000000004,4,56,61,0,14,9,135.3601632653061,14.381632653061232,14.0,0.05714285714285714,0.3982102908277405,0.7602102908277406,0.031042128603104215,0.03753351206434316
2019,78603,121,447,394,0.292,115,3,146,0.371,4,43,26,0,1,7,131.99154340836017,15.31768488745981,7.0,0.022508038585209004,0.3597285067873303,0.7307285067873304,0.015659955257270694,0.017766497461928935
2019,78756,122,453,392,0.22399999999999998,88,3,113,0.28800000000000003,3,38,72,0,10,8,129.19079999999997,16.454000000000004,10.0,0.04,0.30699774266365687,0.5949977426636569,0.02207505518763797,0.025510204081632654
2019,79109,134,547,473,0.252,119,9,179,0.37799999999999995,3,57,113,1,7,7,139.77134228187919,16.943624161073828,31.0,0.1040268456375839,0.3388888888888889,0.7168888888888889,0.056672760511883,0.06553911205073996
2019,79231,123,513,441,0.265,117,0,146,0.331,5,57,60,0,6,6,132.63567398119127,15.054231974921633,9.0,0.02821316614420063,0.35363457760314343,0.6846345776031435,0.017543859649122806,0.02040816326530612
2019,79240,133,540,475,0.28800000000000003,137,4,176,0.371,11,34,36,2,17,16,134.58989717223648,15.957326478149115,9.0,0.02313624678663239,0.3500931098696462,0.7210931098696463,0.016666666666666666,0.018947368421052633
2019,79402,129,543,468,0.271,127,5,166,0.355,4,50,67,1,15,14,130.88643292682931,15.964329268292678,9.0,0.027439024390243903,0.3575418994413408,0.7125418994413408,0.016574585635359115,0.019230769230769232
2020,50165,117,494,431,0.278,120,38,255,0.5920000000000001,4,55,136,5,4,7,144.71131386861313,23.547445255474464,56.0,0.20437956204379562,0.3623481781376518,0.9543481781376519,0.11336032388663968,0.12993039443155452
2020,50506,144,560,486,0.28,136,12,205,0.42200000000000004,8,54,60,2,8,20,133.27181818181828,18.50545454545454,14.0,0.03636363636363636,0.35611510791366907,0.7781151079136691,0.025,0.02880658436213992
2020,50854,127,520,466,0.258,120,1,152,0.326,3,38,80,0,5,4,131.1095238095238,17.505442176870726,4.0,0.013605442176870748,0.318359375,0.6443593750000001,0.007692307692307693,0.008583690987124463
2020,50923,136,546,482,0.278,134,31,261,0.541,6,46,149,3,12,10,139.37339743589752,21.933333333333348,44.0,0.14102564102564102,0.3516483516483517,0.8926483516483517,0.08058608058608059,0.0912863070539419
2020,60523,111,476,410,0.295,121,11,175,0.42700000000000005,4,56,85,0,4,8,134.7873103448276,19.224137931034477,16.0,0.05517241379310345,0.3818565400843882,0.8088565400843882,0.03361344537815126,0.03902439024390244
2020,61102,137,478,429,0.261,112,16,178,0.415,2,32,84,1,13,18,137.81349315068493,20.542123287671238,24.0,0.0821917808219178,0.32983193277310924,0.7448319327731092,0.0502092050209205,0.055944055944055944
2020,62265,126,456,391,0.24600000000000002,96,8,143,0.366,4,53,80,1,6,14,136.7022846441947,19.74157303370787,28.0,0.10486891385767791,0.34140969162995594,0.7074096916299559,0.06140350877192982,0.07161125319693094
2020,62404,118,510,446,0.307,137,15,213,0.478,4,51,91,3,8,4,132.8319504643962,20.995665634674925,20.0,0.06191950464396285,0.3850687622789784,0.8630687622789783,0.0392156862745098,0.04484304932735426
2020,62415,132,541,489,0.29,142,11,203,0.415,3,39,77,1,3,7,128.35353260869576,18.730706521739144,16.0,0.043478260869565216,0.3445692883895131,0.7595692883895131,0.029574861367837338,0.032719836400818
2020,62907,126,530,467,0.345,161,8,222,0.475,10,36,48,2,15,12,133.53067885117497,15.183812010443859,12.0,0.031331592689295036,0.4015151515151515,0.8765151515151515,0.022641509433962263,0.02569593147751606
2020,62931,132,484,427,0.27399999999999997,117,20,205,0.48,0,49,106,3,5,8,135.64196491228054,21.603508771929828,26.0,0.0912280701754386,0.35550935550935553,0.8355093555093556,0.05371900826446281,0.06088992974238876
2020,62947,130,584,525,0.324,170,34,313,0.596,1,49,148,2,9,6,141.8592492492492,18.600000000000016,41.0,0.12312312312312312,0.3904109589041096,0.9864109589041096,0.0702054794520548,0.07809523809523809
2020,64006,144,535,476,0.235,112,3,143,0.3,4,37,98,0,2,7,126.90207792207798,18.849025974025984,6.0,0.01948051948051948,0.2909441233140655,0.5909441233140655,0.011214953271028037,0.012605042016806723
2020,64166,144,615,533,0.289,154,13,224,0.42,4,68,142,0,5,9,132.8431195335276,17.694752186588932,20.0,0.05830903790087463,0.3721311475409836,0.7921311475409836,0.032520325203252036,0.0375234521575985
2020,64300,138,622,533,0.306,163,30,279,0.523,3,75,68,3,8,12,138.3300722891567,22.484819277108453,38.0,0.09156626506024096,0.3974151857835218,0.9204151857835219,0.06109324758842444,0.07129455909943715
2020,64646,141,531,480,0.223,107,3,132,0.275,3,36,87,0,0,14,128.7093957703927,15.624169184290015,10.0,0.030211480362537766,0.27552986512524086,0.5505298651252408,0.018832391713747645,0.020833333333333332
2020,64868,132,482,409,0.29600000000000004,121,0,136,0.33299999999999996,2,64,83,1,2,6,129.3210266159696,11.70722433460077,0.0,0.0,0.3920335429769392,0.7250335429769392,0.0,0.0
2020,66108,135,507,408,0.27899999999999997,114,5,170,0.41700000000000004,3,83,87,1,10,8,141.11025179856117,14.518705035971212,18.0,0.06474820143884892,0.4107142857142857,0.8277142857142857,0.03550295857988166,0.04411764705882353
2020,66838,115,451,413,0.312,129,20,210,0.508,4,29,79,0,4,14,136.3686013986015,18.676223776223782,21.0,0.07342657342657342,0.36,0.868,0.04656319290465632,0.05084745762711865
2020,67025,142,628,550,0.349,192,47,374,0.68,8,65,132,5,5,11,145.12887755102057,19.655612244897963,66.0,0.1683673469387755,0.4171974522292994,1.0971974522292993,0.10509554140127389,0.12
2020,67304,142,553,499,0.285,142,7,199,0.39899999999999997,4,46,94,0,2,6,133.80907185628746,14.350598802395199,18.0,0.05389221556886228,0.3448275862068966,0.7438275862068966,0.0325497287522604,0.036072144288577156
2020,68525,135,531,461,0.278,128,17,201,0.436,3,57,97,0,5,15,142.05713355048857,14.26156351791531,25.0,0.08143322475570032,0.3612167300380228,0.7972167300380228,0.047080979284369114,0.05422993492407809
2020,69209,144,668,586,0.34,199,21,291,0.49700000000000005,11,58,42,1,13,26,137.2171966527196,14.933054393305447,30.0,0.06276150627615062,0.4041916167664671,0.9011916167664671,0.04491017964071856,0.051194539249146756
2020,69652,142,631,542,0.306,166,32,302,0.557,4,76,67,3,9,12,139.96493827160492,24.305925925925933,36.0,0.08888888888888889,0.3977812995245642,0.9547812995245643,0.05705229793977813,0.06642066420664207
2020,71564,144,611,542,0.292,158,20,245,0.452,11,53,68,9,5,21,137.60665903890163,16.50366132723111,33.0,0.07551487414187644,0.353518821603928,0.805518821603928,0.054009819967266774,0.06088560885608856
2020,72443,140,600,522,0.354,185,28,308,0.59,3,70,101,5,5,9,141.84023498694506,18.073890339425564,42.0,0.10966057441253264,0.43333333333333335,1.0233333333333334,0.07,0.08045977011494253
2020,74163,120,487,419,0.28600000000000003,120,1,141,0.337,1,59,36,0,6,9,125.25933962264158,16.155031446540875,1.0,0.0031446540880503146,0.38144329896907214,0.7184432989690721,0.002053388090349076,0.002386634844868735
2020,74206,120,458,402,0.289,116,2,139,0.34600000000000003,5,45,45,1,4,17,131.32625786163518,17.17515723270439,10.0,0.031446540880503145,0.3618421052631579,0.7078421052631579,0.021834061135371178,0.024875621890547265
2020,74465,123,448,356,0.306,109,14,166,0.466,4,75,62,2,10,11,136.23363281249993,16.765625000000004,19.0,0.07421875,0.43595505617977526,0.9019550561797753,0.04241071428571429,0.05337078651685393
2020,75334,127,534,471,0.312,147,16,227,0.48200000000000004,2,61,92,1,0,12,140.0920771513353,19.546884272997037,36.0,0.10682492581602374,0.3895131086142322,0.8715131086142323,0.06741573033707865,0.07643312101910828
2020,75566,121,467,403,0.268,108,13,164,0.40700000000000003,12,49,82,1,2,7,130.6424675324676,23.170779220779227,15.0,0.048701298701298704,0.34120171673819744,0.7482017167381975,0.032119914346895075,0.03722084367245657
2020,76267,140,574,509,0.306,156,16,241,0.473,10,47,66,5,7,7,138.38261845386538,22.890773067331686,28.0,0.06982543640897755,0.36649214659685864,0.8394921465968586,0.04878048780487805,0.0550098231827112
2020,76313,134,600,541,0.312,169,21,277,0.512,4,47,98,0,5,12,135.3825495049505,21.755445544554444,28.0,0.06930693069306931,0.37018425460636517,0.8821842546063652,0.04666666666666667,0.051756007393715345
2020,76849,136,540,477,0.306,146,2,176,0.369,4,50,78,0,4,6,131.89196875,13.785624999999996,6.0,0.01875,0.37383177570093457,0.7428317757009346,0.011111111111111112,0.012578616352201259
