PCODE,GYEAR,G_ID,STADIUM,AVG1,PA,AB,R,H,2B,3B,HR,RBI,barrel_per,1B,SLG,SLG_cumsum
61102,2019,20190713,1.0,0.000,4,4,0,0,0,0,0,0,0.25,0,0.0,0.45454545454545453
61102,2019,20190714,1.0,0.000,3,3,0,0,0,0,0,0,0.3333333333333333,0,0.0,0.44921875
61102,2019,20190716,3.0,0.250,4,4,0,1,0,0,0,0,0.25,1,0.25,0.4461538461538462
61102,2019,20190717,3.0,0.250,4,4,0,1,0,0,0,0,0.25,1,0.25,0.4431818181818182
61102,2019,20190718,3.0,0.500,5,4,1,2,0,0,0,0,0.4,2,0.5,0.44402985074626866
61102,2019,20190727,2.0,0.000,4,3,0,0,0,0,0,1,0.5,0,0.0,0.43911439114391143
61102,2019,20190728,2.0,0.000,4,4,0,0,0,0,0,0,0.0,0,0.0,0.43272727272727274
61102,2019,20190730,1.0,0.250,4,4,0,1,0,0,0,1,0.5,1,0.25,0.43010752688172044
61102,2019,20190731,1.0,0.000,1,1,0,0,0,0,0,0,0.0,0,0.0,0.42857142857142855
61102,2019,20190803,1.0,0.667,5,3,1,2,0,0,0,0,0.4,2,0.6666666666666666,0.43109540636042404
61102,2019,20190804,1.0,0.000,3,3,0,0,0,0,0,0,0.3333333333333333,0,0.0,0.42657342657342656
61102,2019,20190806,4.0,0.333,4,3,2,1,0,0,0,0,0.25,1,0.3333333333333333,0.42560553633217996
61102,2019,20190807,4.0,0.000,2,2,0,0,0,0,0,0,0.0,0,0.0,0.422680412371134
61102,2019,20190808,7.0,0.667,3,3,0,2,1,0,0,0,0.6666666666666666,1,1.0,0.42857142857142855
61102,2019,20190809,7.0,0.250,5,4,0,1,0,0,0,1,0.4,1,0.25,0.4261744966442953
61102,2019,20190810,1.0,0.333,4,3,0,1,0,0,0,0,0.25,1,0.3333333333333333,0.42524916943521596
61102,2019,20190811,1.0,0.333,4,3,0,1,1,0,0,0,0.25,0,0.6666666666666666,0.4276315789473684
61102,2019,20190813,1.0,1.000,2,1,0,1,0,0,0,0,0.0,1,1.0,0.42950819672131146
61102,2019,20190816,1.0,0.250,4,4,1,1,0,0,1,2,0.25,0,1.0,0.4368932038834951
61102,2019,20190817,8.0,0.333,4,3,1,1,0,0,1,1,0.25,0,1.3333333333333333,0.44551282051282054
61102,2019,20190818,8.0,0.000,4,2,0,0,0,0,0,1,0.0,0,0.0,0.4426751592356688
61102,2019,20190820,1.0,0.333,4,3,2,1,0,0,0,1,0.5,1,0.3333333333333333,0.4416403785488959
61102,2019,20190821,1.0,0.667,3,3,0,2,0,0,0,0,0.3333333333333333,2,0.6666666666666666,0.44375
61102,2019,20190822,1.0,0.000,4,3,1,0,0,0,0,0,0.0,0,0.0,0.43962848297213625
61102,2019,20190823,1.0,0.333,4,3,1,1,0,0,1,1,0.75,0,1.3333333333333333,0.44785276073619634
61102,2019,20190824,1.0,0.250,4,4,0,1,1,0,0,1,1.0,0,0.5,0.4484848484848485
61102,2019,20190825,1.0,0.333,4,3,0,1,0,0,0,0,0.75,1,0.3333333333333333,0.44744744744744747
61102,2019,20190830,1.0,0.000,4,3,0,0,0,0,0,0,0.25,0,0.0,0.44345238095238093
61102,2019,20190831,3.0,0.000,4,3,0,0,0,0,0,0,0.0,0,0.0,0.43952802359882004
61102,2019,20190901,3.0,0.000,4,4,0,0,0,0,0,0,0.25,0,0.0,0.43440233236151604
61102,2019,20190903,2.0,0.250,4,4,0,1,0,0,0,0,0.25,1,0.25,0.4322766570605187
61102,2019,20190906,1.0,0.250,4,4,0,1,0,0,0,0,0.25,1,0.25,0.4301994301994302
61102,2019,20190908,1.0,0.667,3,3,0,2,0,0,0,0,0.6666666666666666,2,0.6666666666666666,0.4322033898305085
61102,2019,20190912,5.0,0.500,4,4,0,2,1,0,0,0,0.75,1,0.75,0.43575418994413406
61102,2019,20190913,5.0,1.000,1,1,1,1,0,0,1,3,1.0,0,4.0,0.4456824512534819
61102,2019,20190914,1.0,0.250,4,4,1,1,0,0,0,0,0.25,1,0.25,0.44352617079889806
61102,2019,20190915,1.0,0.250,4,4,0,1,1,0,0,0,0.25,0,0.5,0.444141689373297
61102,2019,20190916,2.0,0.333,4,3,1,1,0,0,1,1,0.75,0,1.3333333333333333,0.45135135135135135
61102,2019,20190919,7.0,0.333,4,3,0,1,0,0,0,0,0.25,1,0.3333333333333333,0.450402144772118
61102,2019,20190922,1.0,0.250,4,4,0,1,0,0,0,0,0.5,1,0.25,0.4482758620689655
61102,2019,20190923,1.0,0.000,2,2,0,0,0,0,0,0,0.0,0,0.0,0.44591029023746703
61102,2019,20190924,1.0,0.333,4,3,0,1,0,0,0,0,0.25,1,0.3333333333333333,0.44502617801047123
61102,2019,20190926,2.0,0.000,1,1,0,0,0,0,0,0,0.0,0,0.0,0.44386422976501305
61102,2019,20190927,1.0,0.000,2,2,0,0,0,0,0,0,0.0,0,0.0,0.44155844155844154
61102,2019,20190929,1.0,0.000,3,3,0,0,0,0,0,0,0.3333333333333333,0,0.0,0.4381443298969072
61102,2019,20190930,1.0,1.000,2,1,0,1,0,0,0,0,0.5,1,1.0,0.43958868894601544
61186,2019,20190324,4.0,1.000,1,1,0,1,0,0,0,0,1.0,1,1.0,1.0
61186,2019,20190326,3.0,0.000,1,1,0,0,0,0,0,0,1.0,0,0.0,0.5
61186,2019,20190329,1.0,0.500,4,4,0,2,1,0,0,1,0.5,1,0.75,0.6666666666666666
61186,2019,20190330,1.0,0.000,4,3,0,0,0,0,0,0,0.25,0,0.0,0.4444444444444444
61186,2019,20190331,1.0,0.000,1,1,0,0,0,0,0,0,1.0,0,0.0,0.4
61186,2019,20190404,10.0,1.000,1,1,0,1,0,0,0,1,0.0,1,1.0,0.45454545454545453
61186,2019,20190405,2.0,0.500,6,6,1,3,1,0,0,1,0.3333333333333333,2,0.6666666666666666,0.5294117647058824
61186,2019,20190406,2.0,0.000,5,4,0,0,0,0,0,0,0.2,0,0.0,0.42857142857142855
61186,2019,20190407,2.0,0.000,4,3,1,0,0,0,0,0,0.25,0,0.0,0.375
61186,2019,20190410,1.0,0.250,5,4,1,1,0,0,0,0,0.4,1,0.25,0.35714285714285715
61186,2019,20190411,1.0,0.333,4,3,1,1,0,0,0,0,0.25,1,0.3333333333333333,0.3548387096774194
61186,2019,20190412,1.0,0.750,4,4,2,3,0,0,0,0,1.0,3,0.75,0.4
61186,2019,20190413,1.0,0.000,5,4,1,0,0,0,0,0,0.2,0,0.0,0.358974358974359
61186,2019,20190414,1.0,0.250,4,4,0,1,1,0,0,0,0.5,0,0.5,0.37209302325581395
61186,2019,20190416,7.0,0.200,6,5,1,1,0,0,0,1,0.3333333333333333,1,0.2,0.3541666666666667
61186,2019,20190417,7.0,0.286,7,7,0,2,0,0,0,2,0.2857142857142857,2,0.2857142857142857,0.34545454545454546
61186,2019,20190418,7.0,0.200,5,5,1,1,0,0,0,0,0.2,1,0.2,0.3333333333333333
61186,2019,20190419,1.0,0.500,4,4,0,2,0,0,0,1,0.25,2,0.5,0.34375
61186,2019,20190420,1.0,0.250,4,4,0,1,0,0,0,2,1.0,1,0.25,0.3382352941176471
61186,2019,20190421,1.0,0.667,4,3,0,2,0,0,0,2,0.0,2,0.6666666666666666,0.352112676056338
61186,2019,20190423,1.0,0.667,5,3,2,2,1,1,0,0,0.6,0,1.6666666666666667,0.40540540540540543
61186,2019,20190424,1.0,0.600,5,5,3,3,0,0,0,0,0.6,3,0.6,0.4177215189873418
61186,2019,20190427,8.0,0.200,5,5,1,1,0,0,1,1,0.4,0,0.8,0.44047619047619047
61186,2019,20190428,8.0,0.250,4,4,0,1,0,0,0,1,0.75,1,0.25,0.4318181818181818
61186,2019,20190430,1.0,0.400,7,5,1,2,0,0,0,3,0.2857142857142857,2,0.4,0.43010752688172044
61186,2019,20190501,1.0,0.000,4,4,0,0,0,0,0,1,0.25,0,0.0,0.41237113402061853
61186,2019,20190502,1.0,0.400,5,5,0,2,0,0,0,0,0.4,2,0.4,0.4117647058823529
61186,2019,20190503,1.0,0.200,5,5,0,1,0,0,0,0,0.4,1,0.2,0.40186915887850466
61186,2019,20190504,1.0,0.000,5,3,0,0,0,0,0,0,0.0,0,0.0,0.39090909090909093
61186,2019,20190505,1.0,0.000,3,3,0,0,0,0,0,0,0.6666666666666666,0,0.0,0.3805309734513274
61186,2019,20190507,5.0,0.800,6,5,1,4,0,0,0,4,0.6666666666666666,4,0.8,0.3983050847457627
61186,2019,20190508,5.0,0.250,4,4,0,1,0,0,0,0,0.5,1,0.25,0.39344262295081966
61186,2019,20190509,5.0,0.500,4,4,0,2,2,0,0,0,0.5,0,1.0,0.4126984126984127
61186,2019,20190510,1.0,0.250,4,4,1,1,0,0,0,0,0.25,1,0.25,0.4076923076923077
61186,2019,20190511,1.0,0.000,4,3,0,0,0,0,0,0,0.5,0,0.0,0.39849624060150374
61186,2019,20190512,1.0,0.500,4,4,0,2,0,0,0,0,0.0,2,0.5,0.40145985401459855
61186,2019,20190514,9.0,0.250,4,4,0,1,0,0,0,0,0.5,1,0.25,0.3971631205673759
61186,2019,20190515,9.0,0.333,6,6,0,2,0,0,0,0,0.0,2,0.3333333333333333,0.3945578231292517
61186,2019,20190516,9.0,0.200,5,5,0,1,1,0,0,2,0.2,0,0.4,0.39473684210526316
61186,2019,20190517,1.0,0.250,4,4,1,1,0,0,0,0,0.5,1,0.25,0.391025641025641
61186,2019,20190518,1.0,0.000,5,4,0,0,0,0,0,0,0.0,0,0.0,0.38125
61186,2019,20190521,1.0,0.000,4,4,0,0,0,0,0,0,0.25,0,0.0,0.3719512195121951
61186,2019,20190522,1.0,0.333,3,3,0,1,0,0,0,0,0.3333333333333333,1,0.3333333333333333,0.3712574850299401
61186,2019,20190523,1.0,0.667,5,3,0,2,0,0,0,1,0.2,2,0.6666666666666666,0.3764705882352941
61186,2019,20190524,9.0,0.500,5,4,1,2,0,0,0,0,0.2,2,0.5,0.3793103448275862
61186,2019,20190525,9.0,0.500,5,4,2,2,0,0,1,2,0.4,1,1.25,0.398876404494382
61186,2019,20190526,9.0,0.000,5,2,1,0,0,0,0,0,0.2,0,0.0,0.39444444444444443
61186,2019,20190528,5.0,0.000,4,4,0,0,0,0,0,0,0.0,0,0.0,0.3858695652173913
61186,2019,20190529,5.0,0.333,5,3,0,1,0,0,0,0,0.2,1,0.3333333333333333,0.3850267379679144
61186,2019,20190530,5.0,0.200,5,5,1,1,0,0,0,0,0.2,1,0.2,0.3802083333333333
61186,2019,20190601,1.0,0.400,5,5,1,2,0,0,0,1,0.0,2,0.4,0.38071065989847713
61186,2019,20190602,1.0,0.000,4,4,0,0,0,0,0,0,0.5,0,0.0,0.373134328358209
61186,2019,20190604,1.0,0.200,5,5,0,1,1,0,0,0,0.2,0,0.4,0.3737864077669903
61186,2019,20190605,1.0,0.400,5,5,2,2,1,0,0,0,0.6,1,0.6,0.3791469194312796
61186,2019,20190606,1.0,0.000,5,3,1,0,0,0,0,1,0.0,0,0.0,0.37383177570093457
61186,2019,20190607,10.0,0.600,5,5,0,3,0,0,0,1,0.4,3,0.6,0.3789954337899543
61186,2019,20190608,10.0,0.200,5,5,0,1,0,0,0,0,0.6,1,0.2,0.375
61186,2019,20190609,10.0,0.200,5,5,0,1,0,0,0,0,0.2,1,0.2,0.37117903930131
61186,2019,20190611,1.0,0.500,5,4,1,2,1,0,0,0,0.6,1,0.75,0.3776824034334764
61186,2019,20190612,1.0,1.000,5,4,2,4,1,0,0,0,0.6,3,1.25,0.3924050632911392
61186,2019,20190613,1.0,0.250,5,4,0,1,1,0,0,0,0.4,0,0.5,0.3941908713692946
61186,2019,20190614,1.0,0.400,5,5,0,2,0,0,0,1,0.2,2,0.4,0.3943089430894309
61186,2019,20190615,1.0,0.000,5,3,1,0,0,0,0,0,0.2,0,0.0,0.3895582329317269
61186,2019,20190616,1.0,0.400,5,5,1,2,0,0,0,1,0.2,2,0.4,0.38976377952755903
61186,2019,20190618,8.0,0.000,4,2,1,0,0,0,0,0,0.0,0,0.0,0.38671875
61186,2019,20190619,8.0,0.500,5,4,1,2,0,0,0,0,0.2,2,0.5,0.38846153846153847
61186,2019,20190620,8.0,0.400,5,5,2,2,2,0,0,0,0.6,0,0.8,0.39622641509433965
61186,2019,20190621,1.0,0.200,5,5,0,1,0,0,0,1,0.0,1,0.2,0.3925925925925926
61186,2019,20190622,1.0,0.333,4,3,0,1,0,0,0,0,0.25,1,0.3333333333333333,0.39194139194139194
61186,2019,20190623,1.0,0.333,4,3,0,1,0,0,0,0,0.25,1,0.3333333333333333,0.391304347826087
61186,2019,20190625,1.0,0.600,5,5,0,3,0,0,0,0,0.2,3,0.6,0.39501779359430605
61186,2019,20190626,1.0,0.200,5,5,0,1,0,0,0,0,0.2,1,0.2,0.3916083916083916
61186,2019,20190627,1.0,0.000,5,4,0,0,0,0,0,0,0.2,0,0.0,0.38620689655172413
61186,2019,20190628,7.0,0.500,5,4,1,2,1,0,0,2,0.6,1,0.75,0.391156462585034
61186,2019,20190630,7.0,0.000,3,3,0,0,0,0,0,0,0.3333333333333333,0,0.0,0.3872053872053872
61186,2019,20190702,1.0,0.750,4,4,2,3,0,0,0,2,0.5,3,0.75,0.3920265780730897
61186,2019,20190703,1.0,0.250,4,4,1,1,0,0,0,0,0.0,1,0.25,0.3901639344262295
61186,2019,20190704,1.0,0.000,4,4,0,0,0,0,0,0,0.25,0,0.0,0.3851132686084142
61186,2019,20190705,4.0,0.333,4,3,0,1,0,0,0,0,0.25,1,0.3333333333333333,0.38461538461538464
61186,2019,20190706,4.0,0.000,4,4,0,0,0,0,0,0,0.25,0,0.0,0.379746835443038
61186,2019,20190707,4.0,0.600,5,5,3,3,0,1,0,0,0.8,2,1.0,0.3894080996884735
61186,2019,20190709,1.0,0.500,4,4,1,2,1,0,0,0,0.25,1,0.75,0.39384615384615385
61186,2019,20190711,1.0,0.400,5,5,1,2,0,0,0,0,0.6,2,0.4,0.3939393939393939
61186,2019,20190712,1.0,0.200,5,5,1,1,1,0,0,0,0.6,0,0.4,0.3940298507462687
61186,2019,20190713,1.0,0.500,4,4,1,2,0,0,0,0,0.25,2,0.5,0.3952802359882006
61186,2019,20190714,1.0,0.000,4,3,0,0,0,0,0,0,0.75,0,0.0,0.391812865497076
61186,2019,20190716,3.0,0.250,4,4,0,1,0,0,0,0,0.0,1,0.25,0.3901734104046243
61186,2019,20190717,3.0,0.667,5,3,1,2,0,0,0,0,0.4,2,0.6666666666666666,0.39255014326647564
61186,2019,20190718,3.0,0.400,6,5,2,2,1,0,0,2,0.3333333333333333,1,0.6,0.3954802259887006
61186,2019,20190727,2.0,0.750,5,4,2,3,0,0,0,0,0.4,3,0.75,0.3994413407821229
61186,2019,20190728,2.0,0.200,5,5,2,1,0,0,0,0,0.4,1,0.2,0.39669421487603307
61186,2019,20190730,1.0,0.000,5,5,0,0,0,0,0,0,0.0,0,0.0,0.391304347826087
61186,2019,20190731,1.0,0.250,4,4,0,1,0,0,0,0,0.0,1,0.25,0.3897849462365591
61186,2019,20190801,1.0,0.400,5,5,2,2,2,0,0,0,0.6,0,0.8,0.3952254641909814
61186,2019,20190803,1.0,0.750,5,4,2,3,1,0,0,3,0.8,2,1.0,0.4015748031496063
61186,2019,20190804,1.0,0.000,4,4,0,0,0,0,0,0,0.25,0,0.0,0.3974025974025974
61186,2019,20190806,4.0,0.600,5,5,3,3,0,0,0,1,0.6,3,0.6,0.4
61186,2019,20190807,4.0,0.500,4,4,1,2,0,0,0,0,0.5,2,0.5,0.4010152284263959
61186,2019,20190808,7.0,0.750,4,4,1,3,0,0,0,0,0.75,3,0.75,0.4045226130653266
61186,2019,20190809,7.0,0.400,5,5,1,2,0,0,0,1,0.2,2,0.4,0.4044665012406948
61186,2019,20190810,1.0,0.250,4,4,0,1,0,0,0,0,0.25,1,0.25,0.40294840294840295
61186,2019,20190811,1.0,0.000,4,3,0,0,0,0,0,0,0.0,0,0.0,0.4
61186,2019,20190813,1.0,0.500,5,4,2,2,0,0,0,0,0.4,2,0.5,0.40096618357487923
61186,2019,20190814,1.0,0.000,4,3,0,0,0,0,0,0,0.25,0,0.0,0.3980815347721823
61186,2019,20190816,1.0,0.250,4,4,1,1,0,0,0,0,0.25,1,0.25,0.39667458432304037
61186,2019,20190817,8.0,0.250,5,4,0,1,0,0,0,0,0.4,1,0.25,0.3952941176470588
61186,2019,20190818,8.0,0.000,5,3,0,0,0,0,0,1,0.6,0,0.0,0.3925233644859813
61186,2019,20190820,1.0,0.500,3,2,2,1,0,0,0,0,0.0,1,0.5,0.3930232558139535
61186,2019,20190821,1.0,0.000,4,4,0,0,0,0,0,0,0.25,0,0.0,0.38940092165898615
61186,2019,20190822,1.0,0.333,4,3,0,1,0,0,0,0,0.0,1,0.3333333333333333,0.3890160183066362
61186,2019,20190823,1.0,0.400,5,5,1,2,0,0,0,0,0.2,2,0.4,0.3891402714932127
61186,2019,20190824,1.0,0.000,5,4,0,0,0,0,0,0,0.4,0,0.0,0.38565022421524664
61186,2019,20190825,1.0,0.200,5,5,0,1,0,0,0,0,0.6,1,0.2,0.3835920177383592
61186,2019,20190830,1.0,0.000,5,4,0,0,0,0,0,0,0.0,0,0.0,0.3802197802197802
61186,2019,20190831,3.0,0.600,5,5,1,3,0,1,0,2,0.2,2,1.0,0.3869565217391304
61186,2019,20190901,3.0,0.400,5,5,2,2,0,0,0,0,0.4,2,0.4,0.3870967741935484
61186,2019,20190903,2.0,0.200,5,5,1,1,0,0,0,0,0.2,1,0.2,0.3851063829787234
61186,2019,20190906,1.0,0.500,4,4,2,2,0,0,0,0,0.25,2,0.5,0.3860759493670886
61186,2019,20190908,1.0,0.000,4,4,0,0,0,0,0,0,0.0,0,0.0,0.38284518828451886
61186,2019,20190912,5.0,0.333,4,3,1,1,1,0,0,0,0.25,0,0.6666666666666666,0.38461538461538464
61186,2019,20190913,5.0,0.000,5,5,0,0,0,0,0,0,0.2,0,0.0,0.38065843621399176
61186,2019,20190914,1.0,0.250,4,4,1,1,0,0,0,1,0.5,1,0.25,0.3795918367346939
61186,2019,20190915,1.0,0.600,5,5,3,3,0,0,0,0,0.2,3,0.6,0.38181818181818183
61186,2019,20190916,2.0,0.400,5,5,1,2,0,0,0,0,0.8,2,0.4,0.382
61186,2019,20190919,7.0,0.667,5,3,1,2,0,0,0,0,0.2,2,0.6666666666666666,0.3836978131212724
61186,2019,20190922,1.0,0.250,5,4,1,1,0,0,0,0,0.4,1,0.25,0.3826429980276134
61186,2019,20190923,1.0,0.333,3,3,0,1,0,0,0,0,0.3333333333333333,1,0.3333333333333333,0.38235294117647056
61186,2019,20190924,1.0,0.000,5,4,0,0,0,0,0,0,0.2,0,0.0,0.37937743190661477
61186,2019,20190929,1.0,0.000,4,4,0,0,0,0,0,0,0.5,0,0.0,0.3764478764478765
61186,2019,20190930,1.0,0.000,4,3,0,0,0,0,0,0,0.5,0,0.0,0.3742802303262956
61353,2019,20190324,3.0,0.000,1,1,1,0,0,0,0,0,0.0,0,0.0,0.0
61353,2019,20190327,3.0,0.000,2,2,0,0,0,0,0,0,0.5,0,0.0,0.0
61353,2019,20190329,5.0,0.000,1,1,1,0,0,0,0,0,0.0,0,0.0,0.0
61353,2019,20190407,3.0,0.250,4,4,1,1,0,0,1,1,0.5,0,1.0,0.5
61353,2019,20190410,10.0,0.500,4,4,2,2,1,0,0,1,0.25,1,0.75,0.5833333333333334
61353,2019,20190412,3.0,0.714,7,7,0,5,1,1,0,3,0.5714285714285714,3,1.1428571428571428,0.7894736842105263
61353,2019,20190413,3.0,0.000,5,3,1,0,0,0,0,0,0.2,0,0.0,0.6818181818181818
