PA,AB,H,BB,HBP,SF,PCODE,GYEAR,G_ID,OBP,OBP_cumsum
5,4,1,1,0,0.0,50165,2021,20210526,0.4,0.31547619047619047
5,3,1,2,0,0.0,50165,2021,20210527,0.6,0.3236994219653179
4,4,0,0,0,0.0,50165,2021,20210528,0.0,0.3163841807909605
4,2,0,1,1,0.0,50165,2021,20210529,0.5,0.32044198895027626
4,4,0,0,0,0.0,50165,2021,20210530,0.0,0.31351351351351353
3,3,0,0,0,0.0,50165,2021,20210601,0.0,0.30851063829787234
1,1,1,0,0,0.0,50165,2021,20210602,1.0,0.31216931216931215
3,3,0,0,0,0.0,50165,2021,20210604,0.0,0.3072916666666667
5,5,1,0,0,0.0,50165,2021,20210605,0.2,0.30456852791878175
4,3,2,1,0,0.0,50165,2021,20210606,0.75,0.31343283582089554
4,4,2,0,0,0.0,50165,2021,20210608,0.5,0.3170731707317073
0,0,0,0,0,0.0,50458,2021,20210404,0.0,
0,0,0,0,0,0.0,50458,2021,20210407,0.0,
1,1,0,0,0,0.0,50458,2021,20210408,0.0,0.0
1,1,0,0,0,0.0,50458,2021,20210409,0.0,0.0
3,2,2,1,0,0.0,50458,2021,20210411,1.0,0.6
0,0,0,0,0,0.0,50458,2021,20210413,0.0,0.6
0,0,0,0,0,0.0,50458,2021,20210414,0.0,0.6
3,2,0,1,0,0.0,50458,2021,20210415,0.3333333333333333,0.5
5,5,2,0,0,0.0,50458,2021,20210416,0.4,0.46153846153846156
5,5,3,0,0,0.0,50458,2021,20210417,0.6,0.5
4,4,0,0,0,0.0,50458,2021,20210418,0.0,0.4090909090909091
4,3,1,1,0,0.0,50458,2021,20210420,0.5,0.4230769230769231
5,3,2,1,0,0.0,50458,2021,20210421,0.75,0.4666666666666667
4,4,1,0,0,0.0,50458,2021,20210422,0.25,0.4411764705882353
4,4,0,0,0,0.0,50458,2021,20210424,0.0,0.39473684210526316
5,5,1,0,0,0.0,50458,2021,20210425,0.2,0.37209302325581395
4,4,1,0,0,0.0,50458,2021,20210427,0.25,0.3617021276595745
3,3,1,0,0,0.0,50458,2021,20210428,0.3333333333333333,0.36
2,2,0,0,0,0.0,50458,2021,20210429,0.0,0.34615384615384615
0,0,0,0,0,0.0,50458,2021,20210430,0.0,0.34615384615384615
0,0,0,0,0,0.0,50458,2021,20210501,0.0,0.34615384615384615
0,0,0,0,0,0.0,50458,2021,20210502,0.0,0.34615384615384615
1,1,0,0,0,0.0,50458,2021,20210505,0.0,0.33962264150943394
0,0,0,0,0,0.0,50458,2021,20210507,0.0,0.33962264150943394
0,0,0,0,0,0.0,50458,2021,20210508,0.0,0.33962264150943394
4,3,0,1,0,0.0,50458,2021,20210509,0.25,0.3333333333333333
0,0,0,0,0,0.0,50458,2021,20210511,0.0,0.3333333333333333
4,2,1,1,0,1.0,50458,2021,20210512,0.5,0.3442622950819672
4,3,1,0,0,1.0,50458,2021,20210513,0.25,0.3384615384615385
4,4,1,0,0,0.0,50458,2021,20210514,0.25,0.3333333333333333
3,3,0,0,0,0.0,50458,2021,20210515,0.0,0.3194444444444444
0,0,0,0,0,0.0,50458,2021,20210517,0.0,0.3194444444444444
4,4,0,0,0,0.0,50458,2021,20210518,0.0,0.3026315789473684
0,0,0,0,0,0.0,50458,2021,20210519,0.0,0.3026315789473684
4,3,1,0,0,0.0,50458,2021,20210521,0.3333333333333333,0.3037974683544304
3,1,0,0,0,1.0,50458,2021,20210522,0.0,0.2962962962962963
4,4,2,0,0,0.0,50458,2021,20210523,0.5,0.3058823529411765
5,4,0,1,0,0.0,50458,2021,20210526,0.2,0.3
4,4,1,0,0,0.0,50458,2021,20210527,0.25,0.2978723404255319
4,3,3,0,0,0.0,50458,2021,20210528,1.0,0.31958762886597936
5,5,1,0,0,0.0,50458,2021,20210529,0.2,0.3137254901960784
3,2,0,1,0,0.0,50458,2021,20210530,0.3333333333333333,0.3142857142857143
4,4,0,0,0,0.0,50458,2021,20210601,0.0,0.30275229357798167
6,6,1,0,0,0.0,50458,2021,20210602,0.16666666666666666,0.2956521739130435
4,4,2,0,0,0.0,50458,2021,20210604,0.5,0.3025210084033613
4,2,0,1,0,0.0,50458,2021,20210606,0.3333333333333333,0.30327868852459017
4,4,2,0,0,0.0,50458,2021,20210608,0.5,0.30952380952380953
3,2,0,1,0,0.0,50458,2021,20210609,0.3333333333333333,0.31007751937984496
4,4,0,0,0,0.0,50458,2021,20210610,0.0,0.3007518796992481
3,2,0,1,0,0.0,50458,2021,20210611,0.3333333333333333,0.3014705882352941
4,4,1,0,0,0.0,50458,2021,20210615,0.25,0.3
4,3,2,0,0,0.0,50458,2021,20210616,0.6666666666666666,0.3076923076923077
3,3,2,0,0,0.0,50458,2021,20210617,0.6666666666666666,0.3150684931506849
4,4,1,0,0,0.0,50458,2021,20210618,0.25,0.31333333333333335
5,4,2,1,0,0.0,50458,2021,20210619,0.6,0.3225806451612903
4,4,1,0,0,0.0,50458,2021,20210620,0.25,0.32075471698113206
4,4,0,0,0,0.0,50458,2021,20210622,0.0,0.3128834355828221
4,4,2,0,0,0.0,50458,2021,20210623,0.5,0.31736526946107785
4,3,0,0,0,0.0,50458,2021,20210624,0.0,0.31176470588235294
2,2,0,0,0,0.0,50458,2021,20210626,0.0,0.3081395348837209
4,4,2,0,0,0.0,50458,2021,20210627,0.5,0.3125
0,0,0,0,0,0.0,50458,2021,20210629,0.0,0.3125
3,3,1,0,0,0.0,50458,2021,20210630,0.3333333333333333,0.3128491620111732
3,3,0,0,0,0.0,50458,2021,20210630,0.0,0.3076923076923077
0,0,0,0,0,0.0,50458,2021,20210702,0.0,0.3076923076923077
3,2,1,1,0,0.0,50458,2021,20210709,0.6666666666666666,0.31351351351351353
0,0,0,0,0,0.0,50458,2021,20210710,0.0,0.31351351351351353
4,3,1,0,0,0.0,50458,2021,20210711,0.3333333333333333,0.31382978723404253
0,0,0,0,0,0.0,50458,2021,20210812,0.0,0.31382978723404253
0,0,0,0,0,0.0,50458,2021,20210813,0.0,0.31382978723404253
3,3,0,0,0,0.0,50458,2021,20210814,0.0,0.3089005235602094
3,3,0,0,0,0.0,50458,2021,20210815,0.0,0.30412371134020616
0,0,0,0,0,0.0,50458,2021,20210818,0.0,0.30412371134020616
1,1,1,0,0,0.0,50458,2021,20210819,1.0,0.3076923076923077
3,3,0,0,0,0.0,50458,2021,20210820,0.0,0.30303030303030304
3,3,0,0,0,0.0,50458,2021,20210822,0.0,0.29850746268656714
1,1,1,0,0,0.0,50458,2021,20210824,1.0,0.30198019801980197
1,1,0,0,0,0.0,50458,2021,20210825,0.0,0.30049261083743845
0,0,0,0,0,0.0,50458,2021,20210826,0.0,0.30049261083743845
3,3,1,0,0,0.0,50458,2021,20210828,0.3333333333333333,0.30097087378640774
4,2,1,2,0,0.0,50458,2021,20210829,0.75,0.30952380952380953
3,3,1,0,0,0.0,50458,2021,20210831,0.3333333333333333,0.30985915492957744
4,3,1,1,0,0.0,50458,2021,20210901,0.5,0.31336405529953915
3,3,1,0,0,0.0,50458,2021,20210902,0.3333333333333333,0.31363636363636366
5,4,2,1,0,0.0,50458,2021,20210903,0.6,0.32
4,4,3,0,0,0.0,50458,2021,20210904,0.75,0.32751091703056767
4,3,0,1,0,0.0,50458,2021,20210905,0.25,0.3261802575107296
4,4,1,0,0,0.0,50506,2021,20210404,0.25,0.25
1,0,0,0,1,0.0,50506,2021,20210406,1.0,0.4
0,0,0,0,0,0.0,50506,2021,20210411,0.0,0.4
5,4,1,1,0,0.0,50506,2021,20210413,0.4,0.4
5,5,1,0,0,0.0,50506,2021,20210414,0.2,0.3333333333333333
5,2,1,2,0,1.0,50506,2021,20210415,0.6,0.4
4,3,1,1,0,0.0,50506,2021,20210416,0.5,0.4166666666666667
4,3,0,1,0,0.0,50506,2021,20210417,0.25,0.39285714285714285
4,4,1,0,0,0.0,50506,2021,20210418,0.25,0.375
5,5,1,0,0,0.0,50506,2021,20210420,0.2,0.35135135135135137
5,5,1,0,0,0.0,50506,2021,20210421,0.2,0.3333333333333333
2,1,1,1,0,0.0,50506,2021,20210422,1.0,0.36363636363636365
4,4,0,0,0,0.0,50506,2021,20210423,0.0,0.3333333333333333
4,3,1,1,0,0.0,50506,2021,20210424,0.5,0.34615384615384615
1,1,0,0,0,0.0,50506,2021,20210425,0.0,0.33962264150943394
4,4,1,0,0,0.0,50506,2021,20210427,0.25,0.3333333333333333
4,4,1,0,0,0.0,50506,2021,20210428,0.25,0.32786885245901637
4,4,3,0,0,0.0,50506,2021,20210429,0.75,0.35384615384615387
4,3,1,1,0,0.0,50506,2021,20210430,0.5,0.36231884057971014
2,2,1,0,0,0.0,50506,2021,20210501,0.5,0.36619718309859156
4,3,0,1,0,0.0,50506,2021,20210502,0.25,0.36
4,3,0,1,0,0.0,50506,2021,20210505,0.25,0.35443037974683544
5,4,2,1,0,0.0,50506,2021,20210506,0.6,0.36904761904761907
3,3,1,0,0,0.0,50506,2021,20210507,0.3333333333333333,0.367816091954023
5,5,2,0,0,0.0,50506,2021,20210508,0.4,0.3695652173913043
5,3,1,2,0,0.0,50506,2021,20210509,0.6,0.38144329896907214
5,1,0,3,0,1.0,50506,2021,20210511,0.6,0.39215686274509803
4,2,0,2,0,0.0,50506,2021,20210512,0.5,0.39622641509433965
4,3,2,1,0,0.0,50506,2021,20210513,0.75,0.4090909090909091
4,4,1,0,0,0.0,50506,2021,20210514,0.25,0.40350877192982454
1,1,0,0,0,0.0,50506,2021,20210515,0.0,0.4
4,3,1,1,0,0.0,50506,2021,20210518,0.5,0.40336134453781514
4,4,1,0,0,0.0,50506,2021,20210519,0.25,0.3983739837398374
4,4,1,0,0,0.0,50506,2021,20210521,0.25,0.3937007874015748
5,5,2,0,0,0.0,50506,2021,20210522,0.4,0.3939393939393939
4,3,0,1,0,0.0,50506,2021,20210523,0.25,0.3897058823529412
4,3,0,1,0,0.0,50506,2021,20210526,0.25,0.38571428571428573
3,2,1,1,0,0.0,50506,2021,20210527,0.6666666666666666,0.3916083916083916
5,5,2,0,0,0.0,50506,2021,20210529,0.4,0.3918918918918919
3,3,0,0,0,0.0,50506,2021,20210529,0.0,0.3841059602649007
1,1,0,0,0,0.0,50506,2021,20210530,0.0,0.3815789473684211
4,3,1,1,0,0.0,50506,2021,20210601,0.5,0.38461538461538464
4,4,1,0,0,0.0,50506,2021,20210602,0.25,0.38125
5,5,1,0,0,0.0,50506,2021,20210603,0.2,0.37575757575757573
6,4,2,2,0,0.0,50506,2021,20210604,0.6666666666666666,0.38596491228070173
4,4,1,0,0,0.0,50506,2021,20210605,0.25,0.38285714285714284
6,5,2,1,0,0.0,50506,2021,20210606,0.5,0.3867403314917127
4,3,0,0,0,1.0,50506,2021,20210608,0.0,0.3783783783783784
5,4,1,1,0,0.0,50506,2021,20210609,0.4,0.37894736842105264
4,4,3,0,0,0.0,50506,2021,20210610,0.75,0.3865979381443299
4,3,1,1,0,0.0,50506,2021,20210613,0.5,0.3888888888888889
5,4,1,1,0,0.0,50506,2021,20210613,0.4,0.3891625615763547
4,2,1,2,0,0.0,50506,2021,20210615,0.75,0.3961352657004831
5,5,0,0,0,0.0,50506,2021,20210616,0.0,0.3867924528301887
5,5,1,0,0,0.0,50506,2021,20210617,0.2,0.3824884792626728
4,3,0,1,0,0.0,50506,2021,20210618,0.25,0.38009049773755654
3,3,1,0,0,0.0,50506,2021,20210619,0.3333333333333333,0.3794642857142857
3,3,2,0,0,0.0,50506,2021,20210620,0.6666666666666666,0.3832599118942731
5,5,0,0,0,0.0,50506,2021,20210622,0.0,0.375
5,4,3,0,0,1.0,50506,2021,20210623,0.6,0.379746835443038
5,4,2,1,0,0.0,50506,2021,20210624,0.6,0.384297520661157
5,5,1,0,0,0.0,50506,2021,20210626,0.2,0.3805668016194332
6,5,2,1,0,0.0,50506,2021,20210629,0.5,0.383399209486166
5,5,0,0,0,0.0,50506,2021,20210630,0.0,0.375968992248062
4,4,1,0,0,0.0,50506,2021,20210701,0.25,0.37404580152671757
5,4,1,0,0,1.0,50506,2021,20210702,0.2,0.3707865168539326
5,3,0,2,0,0.0,50506,2021,20210704,0.4,0.3713235294117647
2,2,1,0,0,0.0,50506,2021,20210705,0.5,0.3722627737226277
5,4,1,1,0,0.0,50506,2021,20210810,0.4,0.3727598566308244
4,3,1,1,0,0.0,50506,2021,20210811,0.5,0.3745583038869258
4,4,1,0,0,0.0,50506,2021,20210812,0.25,0.37282229965156793
4,4,2,0,0,0.0,50506,2021,20210813,0.5,0.3745704467353952
5,3,0,2,0,0.0,50506,2021,20210814,0.4,0.375
4,4,1,0,0,0.0,50506,2021,20210815,0.25,0.37333333333333335
4,4,1,0,0,0.0,50506,2021,20210817,0.25,0.3717105263157895
4,3,0,1,0,0.0,50506,2021,20210818,0.25,0.37012987012987014
4,3,1,1,0,0.0,50506,2021,20210820,0.5,0.3717948717948718
3,3,1,0,0,0.0,50506,2021,20210822,0.3333333333333333,0.37142857142857144
4,4,2,0,0,0.0,50506,2021,20210823,0.5,0.3730407523510972
5,5,0,0,0,0.0,50506,2021,20210825,0.0,0.36728395061728397
5,5,3,0,0,0.0,50506,2021,20210826,0.6,0.3708206686930091
6,5,1,1,0,0.0,50506,2021,20210828,0.3333333333333333,0.3701492537313433
4,4,0,0,0,0.0,50506,2021,20210829,0.0,0.36578171091445427
4,3,1,0,1,0.0,50506,2021,20210831,0.5,0.3673469387755102
4,4,1,0,0,0.0,50506,2021,20210903,0.25,0.3659942363112392
2,2,0,0,0,0.0,50506,2021,20210903,0.0,0.3638968481375358
5,3,1,2,0,0.0,50506,2021,20210904,0.6,0.3672316384180791
2,2,1,0,0,0.0,50506,2021,20210905,0.5,0.36797752808988765
4,2,1,2,0,0.0,50854,2021,20210404,0.75,0.75
4,2,1,2,0,0.0,50854,2021,20210406,0.75,0.75
4,4,0,0,0,0.0,50854,2021,20210407,0.0,0.5
5,5,1,0,0,0.0,50854,2021,20210408,0.2,0.4117647058823529
5,4,0,0,0,1.0,50854,2021,20210409,0.0,0.3181818181818182
5,5,1,0,0,0.0,50854,2021,20210410,0.2,0.2962962962962963
1,1,0,0,0,0.0,50854,2021,20210411,0.0,0.2857142857142857
4,3,0,1,0,0.0,50854,2021,20210413,0.25,0.28125
3,2,0,1,0,0.0,50854,2021,20210414,0.3333333333333333,0.2857142857142857
4,4,0,0,0,0.0,50854,2021,20210415,0.0,0.2564102564102564
4,2,1,1,1,0.0,50854,2021,20210416,0.75,0.3023255813953488
2,2,1,0,0,0.0,50854,2021,20210417,0.5,0.3111111111111111
0,0,0,0,0,0.0,50854,2021,20210418,0.0,0.3111111111111111
0,0,0,0,0,0.0,50854,2021,20210420,0.0,0.3111111111111111
5,4,0,1,0,0.0,50854,2021,20210421,0.2,0.3
0,0,0,0,0,0.0,50854,2021,20210422,0.0,0.3
2,2,0,0,0,0.0,50854,2021,20210423,0.0,0.28846153846153844
0,0,0,0,0,0.0,50854,2021,20210424,0.0,0.28846153846153844
4,2,0,2,0,0.0,50854,2021,20210425,0.5,0.30357142857142855
1,1,1,0,0,0.0,50854,2021,20210508,1.0,0.3157894736842105
0,0,0,0,0,0.0,50854,2021,20210509,0.0,0.3157894736842105
3,2,0,1,0,0.0,50854,2021,20210509,0.3333333333333333,0.31666666666666665
5,4,2,1,0,0.0,50854,2021,20210511,0.6,0.3384615384615385
6,5,0,1,0,0.0,50854,2021,20210512,0.16666666666666666,0.323943661971831
5,2,0,2,1,0.0,50854,2021,20210513,0.6,0.34210526315789475
5,4,1,1,0,0.0,50854,2021,20210514,0.4,0.345679012345679
5,5,3,0,0,0.0,50854,2021,20210517,0.6,0.36046511627906974
5,5,1,0,0,0.0,50854,2021,20210518,0.2,0.3516483516483517
6,5,1,1,0,0.0,50854,2021,20210519,0.3333333333333333,0.35051546391752575
5,4,2,1,0,0.0,50854,2021,20210521,0.6,0.3627450980392157
5,4,3,0,0,1.0,50854,2021,20210522,0.6,0.37383177570093457
5,5,3,0,0,0.0,50854,2021,20210523,0.6,0.38392857142857145
7,5,1,2,0,0.0,50854,2021,20210526,0.42857142857142855,0.3865546218487395
5,5,1,0,0,0.0,50854,2021,20210527,0.2,0.3790322580645161
6,5,2,1,0,0.0,50854,2021,20210528,0.5,0.38461538461538464
6,5,0,1,0,0.0,50854,2021,20210529,0.16666666666666666,0.375
5,4,1,1,0,0.0,50854,2021,20210530,0.4,0.375886524822695
0,0,0,0,0,0.0,50854,2021,20210601,0.0,0.375886524822695
4,2,1,2,0,0.0,50854,2021,20210602,0.75,0.38620689655172413
5,5,1,0,0,0.0,50854,2021,20210604,0.2,0.38
5,5,0,0,0,0.0,50854,2021,20210605,0.0,0.36774193548387096
1,0,0,0,0,0.0,50854,2021,20210606,0.0,0.36774193548387096
5,5,1,0,0,0.0,50854,2021,20210608,0.2,0.3625
4,4,1,0,0,0.0,50854,2021,20210609,0.25,0.3597560975609756
5,5,2,0,0,0.0,50854,2021,20210611,0.4,0.3609467455621302
5,4,1,1,0,0.0,50854,2021,20210612,0.4,0.3620689655172414
4,4,1,0,0,0.0,50854,2021,20210613,0.25,0.3595505617977528
6,5,1,1,0,0.0,50854,2021,20210616,0.3333333333333333,0.358695652173913
2,2,0,0,0,0.0,50854,2021,20210616,0.0,0.3548387096774194
4,4,0,0,0,0.0,50854,2021,20210617,0.0,0.3473684210526316
3,3,2,0,0,0.0,50854,2021,20210618,0.6666666666666666,0.35233160621761656
5,5,1,0,0,0.0,50854,2021,20210619,0.2,0.3484848484848485
4,3,3,0,1,0.0,50854,2021,20210620,1.0,0.3613861386138614
4,3,1,0,1,0.0,50854,2021,20210622,0.5,0.3640776699029126
5,4,1,0,0,0.0,50854,2021,20210623,0.25,0.3619047619047619
5,3,1,1,0,1.0,50854,2021,20210624,0.4,0.3627906976744186
6,4,2,2,0,0.0,50854,2021,20210625,0.6666666666666666,0.37104072398190047
6,5,2,0,0,0.0,50854,2021,20210626,0.4,0.37168141592920356
5,2,1,3,0,0.0,50854,2021,20210627,0.8,0.38095238095238093
5,5,1,0,0,0.0,50854,2021,20210629,0.2,0.3771186440677966
4,4,2,0,0,0.0,50854,2021,20210630,0.5,0.37916666666666665
5,5,2,0,0,0.0,50854,2021,20210630,0.4,0.3795918367346939
6,5,1,1,0,0.0,50854,2021,20210701,0.3333333333333333,0.3784860557768924
6,6,0,0,0,0.0,50854,2021,20210702,0.0,0.36964980544747084
5,5,1,0,0,0.0,50854,2021,20210704,0.2,0.366412213740458
5,5,2,0,0,0.0,50854,2021,20210705,0.4,0.36704119850187267
4,4,1,0,0,0.0,50854,2021,20210706,0.25,0.36531365313653136
1,0,0,0,1,0.0,50854,2021,20210707,1.0,0.36764705882352944
1,0,0,0,0,0.0,50854,2021,20210708,0.0,0.36764705882352944
5,3,0,2,0,0.0,50854,2021,20210709,0.4,0.36823104693140796
4,2,0,2,0,0.0,50854,2021,20210710,0.5,0.3701067615658363
5,5,2,0,0,0.0,50854,2021,20210711,0.4,0.3706293706293706
4,4,0,0,0,0.0,50854,2021,20210810,0.0,0.36551724137931035
3,2,0,1,0,0.0,50854,2021,20210811,0.3333333333333333,0.3651877133105802
5,5,1,0,0,0.0,50854,2021,20210813,0.2,0.3624161073825503
4,4,0,0,0,0.0,50854,2021,20210814,0.0,0.3576158940397351
1,1,0,0,0,0.0,50854,2021,20210815,0.0,0.3564356435643564
3,2,0,0,0,0.0,50854,2021,20210818,0.0,0.3540983606557377
4,4,0,0,0,0.0,50854,2021,20210819,0.0,0.34951456310679613
0,0,0,0,0,0.0,50854,2021,20210820,0.0,0.34951456310679613
0,0,0,0,0,0.0,50854,2021,20210822,0.0,0.34951456310679613
5,5,2,0,0,0.0,50854,2021,20210824,0.4,0.3503184713375796
4,4,0,0,0,0.0,50854,2021,20210825,0.0,0.34591194968553457
3,3,1,0,0,0.0,50854,2021,20210826,0.3333333333333333,0.34579439252336447
4,4,0,0,0,0.0,50854,2021,20210827,0.0,0.3415384615384615
4,4,2,0,0,0.0,50854,2021,20210828,0.5,0.3434650455927052
4,4,0,0,0,0.0,50854,2021,20210829,0.0,0.33933933933933935
3,3,0,0,0,0.0,50854,2021,20210901,0.0,0.33630952380952384
1,0,0,0,1,0.0,50854,2021,20210901,1.0,0.33827893175074186
4,3,0,1,0,0.0,50854,2021,20210902,0.25,0.33724340175953077
4,4,2,0,0,0.0,50854,2021,20210903,0.5,0.3391304347826087
2,2,1,0,0,0.0,50854,2021,20210904,0.5,0.3400576368876081
4,4,1,0,0,0.0,50854,2021,20210905,0.25,0.33903133903133903
4,4,1,0,0,0.0,50923,2021,20210404,0.25,0.25
4,4,1,0,0,0.0,50923,2021,20210406,0.25,0.25
5,5,1,0,0,0.0,50923,2021,20210407,0.2,0.23076923076923078
5,5,1,0,0,0.0,50923,2021,20210408,0.2,0.2222222222222222
4,3,3,1,0,0.0,50923,2021,20210409,1.0,0.36363636363636365
4,4,2,0,0,0.0,50923,2021,20210410,0.5,0.38461538461538464
5,4,2,1,0,0.0,50923,2021,20210411,0.6,0.41935483870967744
4,3,2,1,0,0.0,50923,2021,20210413,0.75,0.45714285714285713
4,4,0,0,0,0.0,50923,2021,20210414,0.0,0.41025641025641024
3,3,0,0,0,0.0,50923,2021,20210415,0.0,0.38095238095238093
4,4,2,0,0,0.0,50923,2021,20210416,0.5,0.391304347826087
5,4,1,1,0,0.0,50923,2021,20210417,0.4,0.39215686274509803
4,3,0,0,1,0.0,50923,2021,20210418,0.25,0.38181818181818183
4,3,1,1,0,0.0,50923,2021,20210420,0.5,0.3898305084745763
4,3,1,0,0,1.0,50923,2021,20210421,0.25,0.38095238095238093
3,3,0,0,0,0.0,50923,2021,20210422,0.0,0.36363636363636365
4,3,1,0,1,0.0,50923,2021,20210423,0.5,0.37142857142857144
5,5,1,0,0,0.0,50923,2021,20210424,0.2,0.36
4,4,4,0,0,0.0,50923,2021,20210425,1.0,0.3924050632911392
3,3,2,0,0,0.0,50923,2021,20210427,0.6666666666666666,0.4024390243902439
4,3,0,0,1,0.0,50923,2021,20210428,0.25,0.3953488372093023
4,4,2,0,0,0.0,50923,2021,20210429,0.5,0.4
4,3,1,1,0,0.0,50923,2021,20210430,0.5,0.40425531914893614
5,5,1,0,0,0.0,50923,2021,20210501,0.2,0.3939393939393939
4,3,1,1,0,0.0,50923,2021,20210502,0.5,0.39805825242718446
5,4,3,1,0,0.0,50923,2021,20210505,0.8,0.4166666666666667
5,4,1,1,0,0.0,50923,2021,20210506,0.4,0.415929203539823
5,4,1,1,0,0.0,50923,2021,20210508,0.4,0.4152542372881356
6,6,2,0,0,0.0,50923,2021,20210509,0.3333333333333333,0.4112903225806452
3,3,0,0,0,0.0,50923,2021,20210509,0.0,0.4015748031496063
5,4,0,1,0,0.0,50923,2021,20210511,0.2,0.3939393939393939
4,3,1,0,1,0.0,50923,2021,20210512,0.5,0.39705882352941174
0,0,0,0,0,0.0,50923,2021,20210513,0.0,0.39705882352941174
0,0,0,0,0,0.0,50923,2021,20210514,0.0,0.39705882352941174
4,4,3,0,0,0.0,50923,2021,20210515,0.75,0.40714285714285714
4,2,0,2,0,0.0,50923,2021,20210518,0.5,0.4097222222222222
5,4,0,1,0,0.0,50923,2021,20210519,0.2,0.40268456375838924
5,5,2,0,0,0.0,50923,2021,20210520,0.4,0.4025974025974026
4,4,1,0,0,0.0,50923,2021,20210521,0.25,0.3987341772151899
1,1,0,0,0,0.0,50923,2021,20210522,0.0,0.39622641509433965
1,1,0,0,0,0.0,50923,2021,20210523,0.0,0.39375
4,4,0,0,0,0.0,50923,2021,20210526,0.0,0.38414634146341464
4,4,2,0,0,0.0,50923,2021,20210527,0.5,0.3869047619047619
3,3,1,0,0,0.0,50923,2021,20210529,0.3333333333333333,0.38596491228070173
5,4,1,0,1,0.0,50923,2021,20210529,0.4,0.38636363636363635
4,2,0,1,0,1.0,50923,2021,20210530,0.25,0.38333333333333336
4,4,0,0,0,0.0,50923,2021,20210601,0.0,0.375
5,3,1,2,0,0.0,50923,2021,20210602,0.6,0.38095238095238093
4,4,2,0,0,0.0,50923,2021,20210604,0.5,0.38341968911917096
4,4,0,0,0,0.0,50923,2021,20210605,0.0,0.3756345177664975
4,4,1,0,0,0.0,50923,2021,20210606,0.25,0.373134328358209
4,4,1,0,0,0.0,50923,2021,20210608,0.25,0.37073170731707317
5,4,2,0,1,0.0,50923,2021,20210609,0.6,0.3761904761904762
4,3,1,1,0,0.0,50923,2021,20210610,0.5,0.37850467289719625
4,3,1,1,0,0.0,50923,2021,20210612,0.5,0.38073394495412843
5,4,1,1,0,0.0,50923,2021,20210613,0.4,0.3811659192825112
4,4,0,0,0,0.0,50923,2021,20210616,0.0,0.3744493392070485
4,3,0,0,1,0.0,50923,2021,20210617,0.25,0.3722943722943723
