PA,AB,H,BB,HBP,SF,PCODE,GYEAR,G_ID,OBP,OBP_cumsum
4,4,2,0,0,0.0,61102,2019,20190508,0.5,0.3404255319148936
4,4,0,0,0,0.0,61102,2019,20190509,0.0,0.3310344827586207
4,4,0,0,0,0.0,61102,2019,20190510,0.0,0.3221476510067114
0,0,0,0,0,0.0,61102,2019,20190511,0.0,0.3221476510067114
4,4,1,0,0,0.0,61102,2019,20190512,0.25,0.3202614379084967
3,3,0,0,0,0.0,61102,2019,20190514,0.0,0.3141025641025641
5,5,0,0,0,0.0,61102,2019,20190515,0.0,0.30434782608695654
4,3,1,0,0,1.0,61102,2019,20190516,0.25,0.30303030303030304
1,1,1,0,0,0.0,61102,2019,20190517,1.0,0.3072289156626506
3,3,1,0,0,0.0,61102,2019,20190518,0.3333333333333333,0.3076923076923077
3,3,1,0,0,0.0,61102,2019,20190521,0.3333333333333333,0.3081395348837209
4,4,0,0,0,0.0,61102,2019,20190522,0.0,0.30113636363636365
4,4,2,0,0,0.0,61102,2019,20190523,0.5,0.3055555555555556
4,4,1,0,0,0.0,61102,2019,20190524,0.25,0.30434782608695654
4,3,0,0,1,0.0,61102,2019,20190525,0.25,0.30319148936170215
5,5,2,0,0,0.0,61102,2019,20190526,0.4,0.30569948186528495
2,2,0,0,0,0.0,61102,2019,20190528,0.0,0.30256410256410254
4,3,1,1,0,0.0,61102,2019,20190529,0.5,0.3065326633165829
1,0,0,1,0,0.0,61102,2019,20190530,1.0,0.31
3,3,3,0,0,0.0,61102,2019,20190531,1.0,0.32019704433497537
3,3,0,0,0,0.0,61102,2019,20190614,0.0,0.3155339805825243
4,4,3,0,0,0.0,61102,2019,20190615,0.75,0.3238095238095238
4,3,0,1,0,0.0,61102,2019,20190616,0.25,0.32242990654205606
3,2,0,0,1,0.0,61102,2019,20190618,0.3333333333333333,0.3225806451612903
5,5,1,0,0,0.0,61102,2019,20190619,0.2,0.31981981981981983
4,3,1,0,0,1.0,61102,2019,20190620,0.25,0.3185840707964602
4,4,1,0,0,0.0,61102,2019,20190621,0.25,0.3173913043478261
2,2,0,0,0,0.0,61102,2019,20190622,0.0,0.3146551724137931
3,3,1,0,0,0.0,61102,2019,20190623,0.3333333333333333,0.3148936170212766
4,4,2,0,0,0.0,61102,2019,20190625,0.5,0.3179916317991632
4,4,0,0,0,0.0,61102,2019,20190626,0.0,0.31275720164609055
4,2,1,1,0,1.0,61102,2019,20190627,0.5,0.3157894736842105
2,2,2,0,0,0.0,61102,2019,20190628,1.0,0.321285140562249
3,3,0,0,0,0.0,61102,2019,20190630,0.0,0.31746031746031744
4,4,1,0,0,0.0,61102,2019,20190702,0.25,0.31640625
4,3,1,1,0,0.0,61102,2019,20190703,0.5,0.3192307692307692
4,4,1,0,0,0.0,61102,2019,20190704,0.25,0.3181818181818182
4,3,1,1,0,0.0,61102,2019,20190705,0.5,0.3208955223880597
3,3,0,0,0,0.0,61102,2019,20190706,0.0,0.3173431734317343
5,4,1,0,1,0.0,61102,2019,20190707,0.4,0.3188405797101449
3,3,3,0,0,0.0,61102,2019,20190709,1.0,0.32616487455197135
4,4,1,0,0,0.0,61102,2019,20190711,0.25,0.3250883392226148
3,3,0,0,0,0.0,61102,2019,20190712,0.0,0.32167832167832167
4,4,0,0,0,0.0,61102,2019,20190713,0.0,0.31724137931034485
3,3,0,0,0,0.0,61102,2019,20190714,0.0,0.31399317406143346
4,4,1,0,0,0.0,61102,2019,20190716,0.25,0.31313131313131315
4,4,1,0,0,0.0,61102,2019,20190717,0.25,0.3122923588039867
5,4,2,0,1,0.0,61102,2019,20190718,0.6,0.31699346405228757
4,3,0,0,0,1.0,61102,2019,20190727,0.0,0.31290322580645163
4,4,0,0,0,0.0,61102,2019,20190728,0.0,0.3089171974522293
4,4,1,0,0,0.0,61102,2019,20190730,0.25,0.3081761006289308
1,1,0,0,0,0.0,61102,2019,20190731,0.0,0.3072100313479624
2,2,0,0,0,0.0,61102,2019,20190801,0.0,0.3052959501557632
5,3,2,2,0,0.0,61102,2019,20190803,0.8,0.3128834355828221
3,3,0,0,0,0.0,61102,2019,20190804,0.0,0.3100303951367781
4,3,1,1,0,0.0,61102,2019,20190806,0.5,0.3123123123123123
2,2,0,0,0,0.0,61102,2019,20190807,0.0,0.31044776119402984
3,3,2,0,0,0.0,61102,2019,20190808,0.6666666666666666,0.3136094674556213
5,4,1,1,0,0.0,61102,2019,20190809,0.4,0.31486880466472306
4,3,1,1,0,0.0,61102,2019,20190810,0.5,0.3170028818443804
4,3,1,1,0,0.0,61102,2019,20190811,0.5,0.3190883190883191
2,1,1,1,0,0.0,61102,2019,20190813,1.0,0.32294617563739375
2,2,0,0,0,0.0,61102,2019,20190814,0.0,0.3211267605633803
4,4,1,0,0,0.0,61102,2019,20190816,0.25,0.3203342618384401
4,3,1,0,1,0.0,61102,2019,20190817,0.5,0.32231404958677684
4,2,0,1,1,0.0,61102,2019,20190818,0.5,0.3242506811989101
4,3,1,1,0,0.0,61102,2019,20190820,0.5,0.3261455525606469
3,3,2,0,0,0.0,61102,2019,20190821,0.6666666666666666,0.32887700534759357
4,3,0,0,1,0.0,61102,2019,20190822,0.25,0.328042328042328
4,3,1,1,0,0.0,61102,2019,20190823,0.5,0.3298429319371728
4,4,1,0,0,0.0,61102,2019,20190824,0.25,0.3290155440414508
4,3,1,1,0,0.0,61102,2019,20190825,0.5,0.33076923076923076
4,4,1,0,0,0.0,61102,2019,20190827,0.25,0.3299492385786802
4,4,2,0,0,0.0,61102,2019,20190828,0.5,0.3316582914572864
4,3,0,1,0,0.0,61102,2019,20190830,0.25,0.3308457711442786
4,3,0,0,0,0.0,61102,2019,20190831,0.0,0.32839506172839505
4,4,0,0,0,0.0,61102,2019,20190901,0.0,0.3251833740831296
4,4,1,0,0,0.0,61102,2019,20190903,0.25,0.324455205811138
4,4,1,0,0,0.0,61102,2019,20190906,0.25,0.3237410071942446
3,3,2,0,0,0.0,61102,2019,20190908,0.6666666666666666,0.3261904761904762
4,3,2,1,0,0.0,61102,2019,20190910,0.75,0.330188679245283
1,1,0,0,0,0.0,61102,2019,20190911,0.0,0.32941176470588235
4,4,2,0,0,0.0,61102,2019,20190912,0.5,0.331002331002331
1,1,1,0,0,0.0,61102,2019,20190913,1.0,0.3325581395348837
4,4,1,0,0,0.0,61102,2019,20190914,0.25,0.3317972350230415
4,4,1,0,0,0.0,61102,2019,20190915,0.25,0.3310502283105023
4,3,1,1,0,0.0,61102,2019,20190916,0.5,0.332579185520362
3,3,2,0,0,0.0,61102,2019,20190918,0.6666666666666666,0.3348314606741573
4,3,1,1,0,0.0,61102,2019,20190919,0.5,0.3363028953229399
4,4,1,0,0,0.0,61102,2019,20190922,0.25,0.3355408388520971
2,2,0,0,0,0.0,61102,2019,20190923,0.0,0.33406593406593404
4,3,1,0,1,0.0,61102,2019,20190924,0.5,0.3355119825708061
1,1,0,0,0,0.0,61102,2019,20190926,0.0,0.3347826086956522
2,2,0,0,0,0.0,61102,2019,20190927,0.0,0.3333333333333333
3,3,0,0,0,0.0,61102,2019,20190929,0.0,0.3311827956989247
2,1,1,1,0,0.0,61102,2019,20190930,1.0,0.3340471092077088
1,1,1,0,0,0.0,61186,2019,20190324,1.0,1.0
1,1,0,0,0,0.0,61186,2019,20190326,0.0,0.5
1,1,0,0,0,0.0,61186,2019,20190327,0.0,0.3333333333333333
4,4,2,0,0,0.0,61186,2019,20190329,0.5,0.42857142857142855
4,3,0,1,0,0.0,61186,2019,20190330,0.25,0.36363636363636365
1,1,0,0,0,0.0,61186,2019,20190331,0.0,0.3333333333333333
1,1,0,0,0,0.0,61186,2019,20190403,0.0,0.3076923076923077
1,1,1,0,0,0.0,61186,2019,20190404,1.0,0.35714285714285715
6,6,3,0,0,0.0,61186,2019,20190405,0.5,0.4
5,4,0,1,0,0.0,61186,2019,20190406,0.2,0.36
4,3,0,1,0,0.0,61186,2019,20190407,0.25,0.3448275862068966
5,4,1,1,0,0.0,61186,2019,20190410,0.4,0.35294117647058826
4,3,1,1,0,0.0,61186,2019,20190411,0.5,0.3684210526315789
4,4,3,0,0,0.0,61186,2019,20190412,0.75,0.40476190476190477
5,4,0,1,0,0.0,61186,2019,20190413,0.2,0.3829787234042553
4,4,1,0,0,0.0,61186,2019,20190414,0.25,0.37254901960784315
6,5,1,1,0,0.0,61186,2019,20190416,0.3333333333333333,0.3684210526315789
7,7,2,0,0,0.0,61186,2019,20190417,0.2857142857142857,0.359375
5,5,1,0,0,0.0,61186,2019,20190418,0.2,0.34782608695652173
4,4,2,0,0,0.0,61186,2019,20190419,0.5,0.3561643835616438
4,4,1,0,0,0.0,61186,2019,20190420,0.25,0.35064935064935066
4,3,2,1,0,0.0,61186,2019,20190421,0.75,0.37037037037037035
5,3,2,2,0,0.0,61186,2019,20190423,0.8,0.3953488372093023
5,5,3,0,0,0.0,61186,2019,20190424,0.6,0.4065934065934066
5,5,1,0,0,0.0,61186,2019,20190427,0.2,0.3958333333333333
4,4,1,0,0,0.0,61186,2019,20190428,0.25,0.39
7,5,2,1,0,0.0,61186,2019,20190430,0.5,0.39622641509433965
4,4,0,0,0,0.0,61186,2019,20190501,0.0,0.38181818181818183
5,5,2,0,0,0.0,61186,2019,20190502,0.4,0.3826086956521739
5,5,1,0,0,0.0,61186,2019,20190503,0.2,0.375
5,3,0,1,0,0.0,61186,2019,20190504,0.25,0.3709677419354839
3,3,0,0,0,0.0,61186,2019,20190505,0.0,0.36220472440944884
6,5,4,1,0,0.0,61186,2019,20190507,0.8333333333333334,0.38345864661654133
4,4,1,0,0,0.0,61186,2019,20190508,0.25,0.3795620437956204
4,4,2,0,0,0.0,61186,2019,20190509,0.5,0.3829787234042553
4,4,1,0,0,0.0,61186,2019,20190510,0.25,0.3793103448275862
4,3,0,0,0,0.0,61186,2019,20190511,0.0,0.3716216216216216
4,4,2,0,0,0.0,61186,2019,20190512,0.5,0.375
4,4,1,0,0,0.0,61186,2019,20190514,0.25,0.3717948717948718
6,6,2,0,0,0.0,61186,2019,20190515,0.3333333333333333,0.37037037037037035
5,5,1,0,0,0.0,61186,2019,20190516,0.2,0.3652694610778443
4,4,1,0,0,0.0,61186,2019,20190517,0.25,0.36257309941520466
5,4,0,1,0,0.0,61186,2019,20190518,0.2,0.35795454545454547
4,4,0,0,0,0.0,61186,2019,20190521,0.0,0.35
3,3,1,0,0,0.0,61186,2019,20190522,0.3333333333333333,0.34972677595628415
5,3,2,2,0,0.0,61186,2019,20190523,0.8,0.3617021276595745
5,4,2,1,0,0.0,61186,2019,20190524,0.6,0.36787564766839376
5,4,2,1,0,0.0,61186,2019,20190525,0.6,0.37373737373737376
5,2,0,3,0,0.0,61186,2019,20190526,0.6,0.3793103448275862
4,4,0,0,0,0.0,61186,2019,20190528,0.0,0.3719806763285024
5,3,1,2,0,0.0,61186,2019,20190529,0.6,0.37735849056603776
5,5,1,0,0,0.0,61186,2019,20190530,0.2,0.37327188940092165
4,3,0,1,0,0.0,61186,2019,20190531,0.25,0.37104072398190047
5,5,2,0,0,0.0,61186,2019,20190601,0.4,0.37168141592920356
4,4,0,0,0,0.0,61186,2019,20190602,0.0,0.3652173913043478
5,5,1,0,0,0.0,61186,2019,20190604,0.2,0.3617021276595745
5,5,2,0,0,0.0,61186,2019,20190605,0.4,0.3625
5,3,0,2,0,0.0,61186,2019,20190606,0.4,0.363265306122449
5,5,3,0,0,0.0,61186,2019,20190607,0.6,0.368
5,5,1,0,0,0.0,61186,2019,20190608,0.2,0.36470588235294116
5,5,1,0,0,0.0,61186,2019,20190609,0.2,0.36153846153846153
5,4,2,1,0,0.0,61186,2019,20190611,0.6,0.3660377358490566
5,4,4,1,0,0.0,61186,2019,20190612,1.0,0.37777777777777777
5,4,1,1,0,0.0,61186,2019,20190613,0.4,0.3781818181818182
5,5,2,0,0,0.0,61186,2019,20190614,0.4,0.37857142857142856
5,3,0,2,0,0.0,61186,2019,20190615,0.4,0.37894736842105264
5,5,2,0,0,0.0,61186,2019,20190616,0.4,0.3793103448275862
4,2,0,2,0,0.0,61186,2019,20190618,0.5,0.38095238095238093
5,4,2,0,1,0.0,61186,2019,20190619,0.6,0.38461538461538464
5,5,2,0,0,0.0,61186,2019,20190620,0.4,0.3848684210526316
5,5,1,0,0,0.0,61186,2019,20190621,0.2,0.3818770226537217
4,3,1,1,0,0.0,61186,2019,20190622,0.5,0.38338658146964855
4,3,1,1,0,0.0,61186,2019,20190623,0.5,0.38485804416403785
5,5,3,0,0,0.0,61186,2019,20190625,0.6,0.38819875776397517
5,5,1,0,0,0.0,61186,2019,20190626,0.2,0.3853211009174312
5,4,0,1,0,0.0,61186,2019,20190627,0.2,0.3825301204819277
5,4,2,1,0,0.0,61186,2019,20190628,0.6,0.3857566765578635
3,3,0,0,0,0.0,61186,2019,20190630,0.0,0.38235294117647056
4,4,3,0,0,0.0,61186,2019,20190702,0.75,0.3866279069767442
4,4,1,0,0,0.0,61186,2019,20190703,0.25,0.3850574712643678
4,4,0,0,0,0.0,61186,2019,20190704,0.0,0.3806818181818182
4,3,1,1,0,0.0,61186,2019,20190705,0.5,0.38202247191011235
4,4,0,0,0,0.0,61186,2019,20190706,0.0,0.37777777777777777
5,5,3,0,0,0.0,61186,2019,20190707,0.6,0.38082191780821917
4,4,2,0,0,0.0,61186,2019,20190709,0.5,0.3821138211382114
5,5,2,0,0,0.0,61186,2019,20190711,0.4,0.38235294117647056
5,5,1,0,0,0.0,61186,2019,20190712,0.2,0.37994722955145116
4,4,2,0,0,0.0,61186,2019,20190713,0.5,0.381201044386423
4,3,0,0,0,0.0,61186,2019,20190714,0.0,0.37823834196891193
4,4,1,0,0,0.0,61186,2019,20190716,0.25,0.3769230769230769
5,3,2,0,2,0.0,61186,2019,20190717,0.8,0.3822784810126582
6,5,2,1,0,0.0,61186,2019,20190718,0.5,0.38403990024937656
5,4,3,1,0,0.0,61186,2019,20190727,0.8,0.3891625615763547
5,5,1,0,0,0.0,61186,2019,20190728,0.2,0.38686131386861317
5,5,0,0,0,0.0,61186,2019,20190730,0.0,0.38221153846153844
4,4,1,0,0,0.0,61186,2019,20190731,0.25,0.38095238095238093
5,5,2,0,0,0.0,61186,2019,20190801,0.4,0.3811764705882353
5,4,3,1,0,0.0,61186,2019,20190803,0.8,0.386046511627907
4,4,0,0,0,0.0,61186,2019,20190804,0.0,0.3824884792626728
5,5,3,0,0,0.0,61186,2019,20190806,0.6,0.38496583143507973
4,4,2,0,0,0.0,61186,2019,20190807,0.5,0.3860045146726862
4,4,3,0,0,0.0,61186,2019,20190808,0.75,0.38926174496644295
5,5,2,0,0,0.0,61186,2019,20190809,0.4,0.3893805309734513
4,4,1,0,0,0.0,61186,2019,20190810,0.25,0.3881578947368421
4,3,0,1,0,0.0,61186,2019,20190811,0.25,0.3869565217391304
5,4,2,1,0,0.0,61186,2019,20190813,0.6,0.38924731182795697
4,3,0,1,0,0.0,61186,2019,20190814,0.25,0.3880597014925373
4,4,1,0,0,0.0,61186,2019,20190816,0.25,0.386892177589852
5,4,1,0,1,0.0,61186,2019,20190817,0.4,0.38702928870292885
5,3,0,1,0,1.0,61186,2019,20190818,0.2,0.38509316770186336
3,2,1,0,1,0.0,61186,2019,20190820,0.6666666666666666,0.3868312757201646
4,4,0,0,0,0.0,61186,2019,20190821,0.0,0.3836734693877551
4,3,1,1,0,0.0,61186,2019,20190822,0.5,0.38461538461538464
5,5,2,0,0,0.0,61186,2019,20190823,0.4,0.3847695390781563
5,4,0,1,0,0.0,61186,2019,20190824,0.2,0.38293650793650796
5,5,1,0,0,0.0,61186,2019,20190825,0.2,0.381139489194499
5,5,4,0,0,0.0,61186,2019,20190827,0.8,0.3852140077821012
4,4,1,0,0,0.0,61186,2019,20190828,0.25,0.3841698841698842
5,4,0,1,0,0.0,61186,2019,20190830,0.2,0.3824091778202677
5,5,3,0,0,0.0,61186,2019,20190831,0.6,0.38446969696969696
5,5,2,0,0,0.0,61186,2019,20190901,0.4,0.38461538461538464
5,5,1,0,0,0.0,61186,2019,20190903,0.2,0.3828996282527881
4,4,2,0,0,0.0,61186,2019,20190906,0.5,0.3837638376383764
4,4,0,0,0,0.0,61186,2019,20190908,0.0,0.38095238095238093
5,4,2,1,0,0.0,61186,2019,20190910,0.6,0.38294010889292196
5,4,0,1,0,0.0,61186,2019,20190911,0.2,0.381294964028777
4,3,1,1,0,0.0,61186,2019,20190912,0.5,0.3821428571428571
5,5,0,0,0,0.0,61186,2019,20190913,0.0,0.3787610619469027
4,4,1,0,0,0.0,61186,2019,20190914,0.25,0.37785588752196836
5,5,3,0,0,0.0,61186,2019,20190915,0.6,0.3797909407665505
5,5,2,0,0,0.0,61186,2019,20190916,0.4,0.3799654576856649
4,3,0,1,0,0.0,61186,2019,20190918,0.25,0.379073756432247
5,3,2,2,0,0.0,61186,2019,20190919,0.8,0.3826530612244898
5,4,1,1,0,0.0,61186,2019,20190922,0.4,0.3827993254637437
3,3,1,0,0,0.0,61186,2019,20190923,0.3333333333333333,0.3825503355704698
5,4,0,1,0,0.0,61186,2019,20190924,0.2,0.3810316139767055
4,4,0,0,0,0.0,61186,2019,20190929,0.0,0.3785123966942149
4,3,0,1,0,0.0,61186,2019,20190930,0.25,0.37766830870279144
1,1,0,0,0,0.0,61353,2019,20190324,0.0,0.0
1,1,0,0,0,0.0,61353,2019,20190326,0.0,0.0
2,2,0,0,0,0.0,61353,2019,20190327,0.0,0.0
0,0,0,0,0,0.0,61353,2019,20190328,0.0,0.0
1,1,0,0,0,0.0,61353,2019,20190329,0.0,0.0
1,1,0,0,0,0.0,61353,2019,20190330,0.0,0.0
3,3,0,0,0,0.0,61353,2019,20190402,0.0,0.0
1,1,1,0,0,0.0,61353,2019,20190404,1.0,0.1
0,0,0,0,0,0.0,61353,2019,20190405,0.0,0.1
0,0,0,0,0,0.0,61353,2019,20190406,0.0,0.1
4,4,1,0,0,0.0,61353,2019,20190407,0.25,0.14285714285714285
4,4,2,0,0,0.0,61353,2019,20190410,0.5,0.2222222222222222
0,0,0,0,0,0.0,61353,2019,20190411,0.0,0.2222222222222222
7,7,5,0,0,0.0,61353,2019,20190412,0.7142857142857143,0.36
5,3,0,2,0,0.0,61353,2019,20190413,0.4,0.36666666666666664
4,4,0,0,0,0.0,61353,2019,20190414,0.0,0.3235294117647059
4,4,1,0,0,0.0,61353,2019,20190416,0.25,0.3157894736842105
4,4,1,0,0,0.0,61353,2019,20190417,0.25,0.30952380952380953
5,5,3,0,0,0.0,61353,2019,20190418,0.6,0.3404255319148936
5,5,2,0,0,0.0,61353,2019,20190419,0.4,0.34615384615384615
5,3,1,0,1,1.0,61353,2019,20190420,0.4,0.3508771929824561
4,4,1,0,0,0.0,61353,2019,20190421,0.25,0.3442622950819672
6,6,0,0,0,0.0,61353,2019,20190424,0.0,0.31343283582089554
5,5,1,0,0,0.0,61353,2019,20190425,0.2,0.3055555555555556
5,5,2,0,0,0.0,61353,2019,20190426,0.4,0.3116883116883117
4,4,0,0,0,0.0,61353,2019,20190427,0.0,0.2962962962962963
5,5,1,0,0,0.0,61353,2019,20190428,0.2,0.29069767441860467
5,5,0,0,0,0.0,61353,2019,20190430,0.0,0.27472527472527475
3,3,2,0,0,0.0,61353,2019,20190501,0.6666666666666666,0.2872340425531915
1,1,0,0,0,0.0,61353,2019,20190502,0.0,0.28421052631578947
5,5,3,0,0,0.0,61353,2019,20190503,0.6,0.3
5,5,1,0,0,0.0,61353,2019,20190504,0.2,0.29523809523809524
1,1,0,0,0,0.0,61353,2019,20190505,0.0,0.29245283018867924
3,3,2,0,0,0.0,61353,2019,20190507,0.6666666666666666,0.30275229357798167
1,1,0,0,0,0.0,61353,2019,20190508,0.0,0.3
4,4,0,0,0,0.0,61353,2019,20190509,0.0,0.2894736842105263
4,4,1,0,0,0.0,61353,2019,20190510,0.25,0.288135593220339
4,4,2,0,0,0.0,61353,2019,20190511,0.5,0.29508196721311475
4,4,2,0,0,0.0,61353,2019,20190512,0.5,0.30158730158730157
4,4,2,0,0,0.0,61353,2019,20190514,0.5,0.3076923076923077
3,2,1,1,0,0.0,61353,2019,20190515,0.6666666666666666,0.3157894736842105
4,4,1,0,0,0.0,61353,2019,20190517,0.25,0.31386861313868614
6,6,2,0,0,0.0,61353,2019,20190518,0.3333333333333333,0.3146853146853147
4,4,4,0,0,0.0,61353,2019,20190521,1.0,0.3333333333333333
5,4,3,1,0,0.0,61353,2019,20190522,0.8,0.34868421052631576
5,5,1,0,0,0.0,61353,2019,20190523,0.2,0.34394904458598724
4,2,2,2,0,0.0,61353,2019,20190524,1.0,0.36024844720496896
5,5,2,0,0,0.0,61353,2019,20190525,0.4,0.3614457831325301
4,3,0,1,0,0.0,61353,2019,20190526,0.25,0.3588235294117647
3,3,2,0,0,0.0,61353,2019,20190528,0.6666666666666666,0.36416184971098264
5,5,1,0,0,0.0,61353,2019,20190529,0.2,0.3595505617977528
5,5,0,0,0,0.0,61353,2019,20190530,0.0,0.34972677595628415
3,3,0,0,0,0.0,61353,2019,20190531,0.0,0.34408602150537637
1,1,0,0,0,0.0,61353,2019,20190601,0.0,0.3422459893048128
5,5,1,0,0,0.0,61353,2019,20190602,0.2,0.3385416666666667
5,5,3,0,0,0.0,61353,2019,20190604,0.6,0.34517766497461927
5,5,1,0,0,0.0,61353,2019,20190605,0.2,0.3415841584158416
4,4,0,0,0,0.0,61353,2019,20190606,0.0,0.33495145631067963
5,5,2,0,0,0.0,61353,2019,20190607,0.4,0.33649289099526064
4,4,1,0,0,0.0,61353,2019,20190608,0.25,0.33488372093023255
5,5,3,0,0,0.0,61353,2019,20190609,0.6,0.3409090909090909
6,6,4,0,0,0.0,61353,2019,20190611,0.6666666666666666,0.3495575221238938
5,4,0,1,0,0.0,61353,2019,20190612,0.2,0.3463203463203463
4,4,2,0,0,0.0,61353,2019,20190613,0.5,0.34893617021276596
5,4,1,0,0,1.0,61353,2019,20190614,0.2,0.3458333333333333
1,0,0,1,0,0.0,61353,2019,20190615,1.0,0.34854771784232363
4,4,3,0,0,0.0,61353,2019,20190616,0.75,0.3551020408163265
4,4,0,0,0,0.0,61353,2019,20190618,0.0,0.3493975903614458
4,4,1,0,0,0.0,61353,2019,20190619,0.25,0.34782608695652173
0,0,0,0,0,0.0,61353,2019,20190620,0.0,0.34782608695652173
5,4,1,1,0,0.0,61353,2019,20190621,0.4,0.3488372093023256
4,4,3,0,0,0.0,61353,2019,20190622,0.75,0.3549618320610687
4,4,0,0,0,0.0,61353,2019,20190623,0.0,0.34962406015037595
5,5,2,0,0,0.0,61353,2019,20190625,0.4,0.3505535055350554
5,5,1,0,0,0.0,61353,2019,20190626,0.2,0.34782608695652173
5,5,2,0,0,0.0,61353,2019,20190627,0.4,0.3487544483985765
4,4,2,0,0,0.0,61353,2019,20190628,0.5,0.3508771929824561
6,6,4,0,0,0.0,61353,2019,20190630,0.6666666666666666,0.35738831615120276
4,4,0,0,0,0.0,61353,2019,20190702,0.0,0.3525423728813559
4,4,0,0,0,0.0,61353,2019,20190703,0.0,0.34782608695652173
4,4,1,0,0,0.0,61353,2019,20190705,0.25,0.3465346534653465
4,4,3,0,0,0.0,61353,2019,20190706,0.75,0.3517915309446254
5,5,1,0,0,0.0,61353,2019,20190707,0.2,0.34935897435897434
4,4,0,0,0,0.0,61353,2019,20190709,0.0,0.3449367088607595
4,4,2,0,0,0.0,61353,2019,20190711,0.5,0.346875
4,4,3,0,0,0.0,61353,2019,20190712,0.75,0.35185185185185186
4,4,1,0,0,0.0,61353,2019,20190713,0.25,0.35060975609756095
3,3,0,0,0,0.0,61353,2019,20190714,0.0,0.3474320241691843
5,5,1,0,0,0.0,61353,2019,20190716,0.2,0.34523809523809523
4,4,2,0,0,0.0,61353,2019,20190717,0.5,0.34705882352941175
1,1,1,0,0,0.0,61353,2019,20190718,1.0,0.3489736070381232
3,3,2,0,0,0.0,61353,2019,20190726,0.6666666666666666,0.35174418604651164
5,4,1,1,0,0.0,61353,2019,20190727,0.4,0.3524355300859599
4,3,0,1,0,0.0,61353,2019,20190728,0.25,0.35127478753541075
4,4,0,0,0,0.0,61353,2019,20190730,0.0,0.3473389355742297
4,4,1,0,0,0.0,61353,2019,20190731,0.25,0.3462603878116344
3,3,0,0,0,0.0,61353,2019,20190801,0.0,0.3434065934065934
4,4,1,0,0,0.0,61353,2019,20190803,0.25,0.3423913043478261
4,4,2,0,0,0.0,61353,2019,20190804,0.5,0.34408602150537637
4,4,1,0,0,0.0,61353,2019,20190806,0.25,0.34308510638297873
4,4,1,0,0,0.0,61353,2019,20190807,0.25,0.34210526315789475
4,4,1,0,0,0.0,61353,2019,20190808,0.25,0.3411458333333333
3,3,0,0,0,0.0,61353,2019,20190809,0.0,0.3385012919896641
3,3,1,0,0,0.0,61353,2019,20190810,0.3333333333333333,0.3384615384615385
1,1,0,0,0,0.0,61353,2019,20190811,0.0,0.3375959079283887
4,4,2,0,0,0.0,61353,2019,20190813,0.5,0.3392405063291139
